total_number_routes=11
total_route_len=1194.734
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 115.881 118 101-2-72-73-21-40-53-26-54-55--101
2 78.443 135 101-5-45-61-85-99-94--101
3 114.825 119 101-27-69-76-33-81-9-35-34-24--101
4 92.734 146 101-28-12-29-78-79-3-50-77--101
5 119.708 142 101-31-30-51-71-65-66-20-70--101
6 120.249 159 101-39-67-23-75-22-41-74-56--101
7 95.963 71 101-52-88-7-18-8-84-17-60--101
8 127.302 183 101-59-14-44-16-86-38-43-100-91--101
9 105.715 92 101-62-11-64-63-90-32--101
10 128.266 143 101-83-82-19-47-36-49-46--101
11 95.646 150 101-95-92-98-42-15-57-87-97-37-96-13--101
