total_number_routes=13
total_route_len=1629.436
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 108.966 147 101-2-45-5-7-79-55--101
2 134.623 183 101-31-29-27-30-28-26-32-34-50--101
3 167.053 116 101-33-76-89-48-21-25--101
4 132.928 193 101-39-36-44-38-40-37-35-43--101
5 144.535 132 101-42-61-8-6-46-4-3-1--101
6 129.293 70 101-63-62-67-84-51-85--101
7 142.507 188 101-65-82-12-11-87-59-97-75--101
8 81.701 95 101-69-88-78-73--101
9 127.545 120 101-72-71-81-41-54-96-94--101
10 143.054 171 101-83-19-23-18-22-49-20--101
11 73.451 46 101-90-53-66--101
12 122.760 114 101-92-95-64-99-52-86-57--101
13 121.021 149 101-98-14-47-15-16-9-10-13--101
