total_number_routes=13
total_route_len=1292.676
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 91.544 92 101-2-22-75-56-4-25--101
2 120.266 150 101-7-19-11-8-46-47-48-82-18--101
3 124.737 129 101-26-39-23-67-55-24-29--101
4 99.219 113 101-27-69-30-9-66-20-51--101
5 139.745 85 101-36-64-49-63-90-32--101
6 61.796 84 101-40-53-12-68--101
7 96.861 103 101-42-43-15-57-41-74-72-73-21--101
8 100.624 103 101-50-33-76-79-10--101
9 99.947 96 101-52-62-88-84-17-93--101
10 68.852 68 101-60-45-83-5-99--101
11 134.697 116 101-71-65-78-34-35-81-77--101
12 108.399 200 101-92-98-14-44-38-86-16-61-85-91-100--101
13 45.987 119 101-94-96-95-97-87--101
