total_number_routes=10
total_route_len=1118.839
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 117.840 108 101-2-41-22-74-73-40-53-26-54--101
2 107.771 172 101-21-72-75-56-23-67-39-25-55--101
3 106.919 130 101-27-69-30-51-9-71-35-34-78-33--101
4 106.965 188 101-28-76-12-29-81-79-3-50-77-68--101
5 142.386 122 101-31-11-63-90-10-20-66--101
6 103.720 106 101-52-7-82-18-8-46-48-60--101
7 88.879 138 101-83-45-17-84-5-6-94-96-97--101
8 127.514 144 101-88-62-19-47-36-49-64-32--101
9 112.054 168 101-92-98-44-16-86-38-14-37-100-91--101
10 104.791 182 101-95-59-99-61-85-87-57-15-43-42--101
