total_number_routes=11
total_route_len=1424.734
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 109.751 193 101-2-45-5-8-7-6-46-4-3-1--101
2 151.838 161 101-14-11-87-59-75-97-58--101
3 132.348 168 101-15-16-47-78-73-79-60-55--101
4 167.765 125 101-33-31-29-27-28-26--101
5 131.850 200 101-42-44-39-40-36-38-41-43-37--101
6 132.235 184 101-65-83-64-19-23-21-18-48-25--101
7 109.365 160 101-69-98-88-53-12-10-9-13--101
8 139.644 127 101-72-71-67-30-32-34-50-93--101
9 120.099 161 101-82-52-99-86-57-22-49-20-24--101
10 119.865 125 101-92-61-81-90-94-96-54--101
11 109.973 120 101-95-62-63-85-76-51-84-56--101
