total_number_routes=10
total_route_len=1096.727
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 112.728 171 101-1-51-81-33-79-9-78-29-68-3--101
2 103.839 120 101-2-57-15-43-41-22-74-56-72-21--101
3 128.178 146 101-7-19-64-49-36-46-47-48--101
4 129.422 125 101-27-69-30-65-66-71-35--101
5 98.861 138 101-28-50-76-53-40-4-54-12--101
6 113.549 142 101-52-31-88-62-11-63-10-90-32-20--101
7 118.642 129 101-73-75-23-67-39-55-25-24--101
8 104.019 160 101-83-18-45-8-84-61-91-100-85-93--101
9 71.818 148 101-92-98-37-59-99-97-87-6-94--101
10 115.672 179 101-95-42-14-44-38-86-16-17-5-60--101
