total_number_routes=11
total_route_len=1243.977
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 101.801 193 101-2-6-7-8-5-3-1-45-46-4--101
2 100.980 200 101-11-12-14-47-17-16-15-13-9--101
3 140.983 150 101-31-29-27-28-26-30-32-34--101
4 126.117 140 101-38-41-72-71-67-50-62-91--101
5 98.402 159 101-61-42-44-43-40-37-35-36--101
6 105.272 197 101-64-22-19-23-21-18-48-49-20--101
7 138.133 156 101-65-92-95-84-85-63-51-76-89--101
8 116.693 199 101-69-98-88-53-78-73-79-60-55-70--101
9 96.793 126 101-82-99-52-87-59-86-57--101
10 149.464 120 101-83-25-77-75-97-58--101
11 69.337 84 101-90-81-94-93-96--101
