total_number_routes=72
total_route_len=29969.739
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 171.915 200 801-3-52-690-236-766-507-331-229-335-392--801
2 442.206 200 801-7-70-770-754-777-465-672-462-298-24--801
3 480.768 200 801-12-431-738-498-115-98-246-80-74-488--801
4 297.522 200 801-32-393-183-72-781-620-51-449-585-574--801
5 542.914 200 801-57-15-17-414-374-397-362-695-232-215-517--801
6 390.149 200 801-60-440-522-618-353-242-735-444-241--801
7 552.535 200 801-67-28-173-647-20-107-100-307-294-658-696--801
8 479.362 200 801-71-472-524-238-121-248-514-171-322-643-476-250-678-167--801
9 373.328 200 801-73-346-584-573-496-483-430-535-709-380-230--801
10 647.028 199 801-89-408-743-4-765-263-451-357-293-333--801
11 323.379 200 801-93-521-394-419-69-628-756-518-793-759-273--801
12 446.685 200 801-97-124-557-689-340-788-538-404-204-794-245--801
13 492.062 200 801-99-132-190-383-350-460-650-425-800-757-192-157--801
14 464.317 200 801-102-237-505-312-426-447-101-59-651-46-608-112-630--801
15 473.278 199 801-103-675-470-730-768-502-467-131-64-22--801
16 550.525 200 801-104-220-589-231-403-308-649-448-280-285-18-137-795--801
17 296.306 200 801-110-591-492-428-708-668-780--801
18 559.619 200 801-129-433-174-47-693-654-259-667-49-202--801
19 383.060 200 801-130-385-586-355-724-188-43-417--801
20 504.315 200 801-138-648-612-749-587-536-178-25-205--801
21 331.321 200 801-145-39-424-791-325-454-345-682-670-384--801
22 405.167 200 801-151-703-256-197-179-613-493-691-762--801
23 461.591 200 801-152-258-117-119-715-490-580-789-206-361-699-726--801
24 498.692 200 801-160-499-530-251-317-302-113-267-172--801
25 230.921 200 801-165-420-76-356-713-288-746-614-720-227--801
26 402.476 200 801-166-458-435-409-438-243-159-634-38-783-579--801
27 221.498 200 801-175-764-495-133-450-149-29-503-147-364--801
28 269.272 199 801-191-36-96-78-733-310-223-306-567-541--801
29 524.074 200 801-201-270-139-109-164-700-228-182-347-684-289-786-566-292--801
30 330.515 200 801-209-399-332-30-9-211-575-600-68-65--801
31 463.596 199 801-218-577-311-478-330-85-552-154-213--801
32 220.967 200 801-254-432-395-701-272-42-2-163-534-249--801
33 443.708 197 801-264-466-13-453-561-760-588-711-6-283-729-148--801
34 538.183 200 801-301-641-31-626-233-686-371-53-605-706--801
35 515.590 199 801-303-544-252-606-128-718-705-445-792-299--801
36 452.807 200 801-309-62-90-681-494-413-740-186-92-429-339--801
37 314.820 199 801-341-141-471-407-122-674-725-677-452--801
38 258.838 200 801-349-662-779-637-635-516-410-287--801
39 422.380 200 801-352-656-219-767-140-334-224-578-290-639-336--801
40 386.863 200 801-360-727-563-323-198-400-716-86-497-723--801
41 232.515 200 801-368-463-10-598-683-631-744-274-474-663--801
42 499.997 200 801-412-235-327-240-370-221-469-659-550--801
43 502.484 200 801-437-523-398-546-386-244-375-475-200-181-1--801
44 601.819 200 801-439-50-527-338-560-61-77-123-378-531-8--801
45 337.166 200 801-446-319-482-653-569-269-477--801
46 562.093 200 801-479-595-168-434-253-185-664-621-19--801
47 410.333 200 801-480-411-337-532-459-376-348-83--801
48 385.352 199 801-481-324-207-125-363-511-646-775--801
49 516.495 200 801-484-282-601-196-593-136-688-594-195-622-455--801
50 525.933 200 801-491-27-666-127-633-747-170-291-257-189-144-750--801
51 411.190 200 801-515-599-537-558-58-540-712-565-406--801
52 509.322 200 801-526-265-545-520-508-596-261-318-66--801
53 391.818 198 801-528-316-55-758-351-225-571-187-487-680-405--801
54 270.645 200 801-543-162-436-692-391-652-161-297-486--801
55 343.985 200 801-547-342-636-769-427-79-673-679-48-63--801
56 491.260 199 801-548-177-275-387-260-473-739-134-153-657-5--801
57 487.803 200 801-562-45-592-533-539-559-506-81-369-501--801
58 327.291 200 801-616-685-343-719-300-504-208-389-604-35--801
59 291.334 200 801-640-135-214-751-702-798-796-315-570-234--801
60 566.293 200 801-642-88-617-23-87-551-56-698-44-461--801
61 455.497 200 801-645-105-513-441-572-16-797-402-377-40--801
62 365.243 200 801-661-704-114-358-373-37-75-194-295--801
63 205.072 200 801-697-379-582-156-416-203-553-94-142--801
64 242.924 200 801-710-655-222-281-717-512-106-120-401-763--801
65 289.698 200 801-736-314-320-669-632-54-752-262-555-304--801
66 606.674 200 801-737-607-554-665-707-694-722-184-33-321-741--801
67 393.172 200 801-742-610-354-542-525-326-328-611-442--801
68 491.995 200 801-755-728-509-271-277-313-372-510--801
69 538.951 200 801-772-549-774-732-576-21-581-421-155-296-217-418--801
70 323.789 200 801-778-443-529-14-590-583-564-623-176-143-284--801
71 292.740 200 801-784-247-485-366-644-776-785-456-118--801
72 534.303 200 801-790-212-95-344-519-382-329-415-753-629--801
