total_number_routes=18
total_route_len=3058.914
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 215.915 189 201-4-70-186-71-179-144-191-85-43-129-151-141--201
2 118.111 198 201-46-54-125-89-29-96-110--201
3 210.296 200 201-63-5-3-130-11-86-131-66-50--201
4 158.577 197 201-69-143-21-26-126-51-156-176-120-18--201
5 107.721 200 201-73-59-32-38-84-90-138-52-45--201
6 183.958 196 201-103-124-185-92-48-161-76-200--201
7 219.337 200 201-106-65-94-12-82-47-58-127-77-95-23--201
8 183.748 197 201-107-147-135-199-93-109-28-80-91-41--201
9 159.937 199 201-108-39-57-10-173-136-100-159-104-13--201
10 224.101 193 201-122-16-115-162-171-2-17-40-121--201
11 192.586 200 201-132-67-25-61-117-160-49-180-195-27-133-64-182--201
12 119.762 198 201-134-1-165-31-113-169-146-181--201
13 55.080 163 201-140-24-105-87-154-81-149--201
14 152.185 198 201-145-112-99-88-183-34-194-62-118-152-111--201
15 201.491 199 201-148-123-168-139-78-187-170-8-42--201
16 141.856 200 201-155-14-79-158-44-68-116-36-137-150-55--201
17 178.821 195 201-188-15-184-166-33-193-153-190-167-72-56-175--201
18 235.431 191 201-196-30-128-142-98-20-163-102-6-189-177-178-19-198-114-74--201
