total_number_routes=91
total_route_len=51292.187
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 629.161 200 1001-14-692-273-368-184-542-332-689-546-653-580-465-889--1001
2 496.327 199 1001-21-555-536-188-714-509-343-43-186-72--1001
3 247.933 199 1001-26-117-489-411-770-302-915-664-762-264--1001
4 475.857 200 1001-28-696-133-672-994-833-771-957-104-794--1001
5 739.484 199 1001-29-86-409-902-446-588-179-157-393-529-665-832-940--1001
6 621.516 200 1001-46-326-17-535-241-592-561-633-244--1001
7 632.793 199 1001-54-725-269-988-538-100-168-195-602--1001
8 817.034 199 1001-64-417-684-154-600-49-587-660-221-314-317-709--1001
9 761.883 199 1001-66-199-263-418-167-886-566-571-859-380-404-15--1001
10 339.592 200 1001-74-540-713-741-93-204-565-612-485--1001
11 601.240 197 1001-77-992-395-484-663-425-12-261-567--1001
12 565.777 200 1001-89-250-732-736-922-734-512-869-510-745-159--1001
13 774.098 199 1001-95-979-222-71-552-999-31-39-441-385--1001
14 251.043 200 1001-110-486-218-202-621-537-320-559-970--1001
15 495.791 196 1001-122-517-373-206-460-641-150-282-888-42-918-455--1001
16 621.703 199 1001-139-558-605-974-598-735-562-648-560-506-422--1001
17 567.779 199 1001-148-820-885-401-493-350-685-424-836-92--1001
18 553.949 199 1001-165-126-599-947-930-309-429-81-643-761--1001
19 647.026 198 1001-180-419-579-130-405-420-912-578-19--1001
20 427.967 200 1001-201-372-876-454-973-524-47-286-941-108--1001
21 312.572 199 1001-213-703-254-449-185-330-948--1001
22 414.811 199 1001-223-622-127-862-998-355-728-635-694-283--1001
23 613.630 199 1001-230-752-91-936-620-624-271-766-494-153--1001
24 355.096 198 1001-247-53-103-842-499-513-997-82-173--1001
25 536.676 200 1001-260-38-691-98-194-815-137-674-780--1001
26 607.484 199 1001-262-435-502-388-507-483-240-1-147-472-993--1001
27 759.687 198 1001-276-511-229-294-969-207-822-25-490-431-174-469--1001
28 746.157 199 1001-292-652-434-193-187-892-149-668-952-311-76--1001
29 554.381 200 1001-306-983-164-644-236-705-5-44-772-381-65--1001
30 622.365 197 1001-308-234-220-681-518-596-777-759-205-551-166--1001
31 657.084 200 1001-313-107-488-275-158-316-604-503-27-990--1001
32 809.842 200 1001-337-155-402-410-786-364-534-701-252-354-938--1001
33 659.958 196 1001-339-675-41-226-329-227-784-366-245-295--1001
34 494.354 198 1001-361-140-829-265-884-298-807-492-428-985--1001
35 701.391 200 1001-365-379-243-958-375-121-659-32-769-16--1001
36 290.159 200 1001-377-212-758-386-788-290-51--1001
37 508.528 200 1001-394-345-58-583-258-867-197-242-143-609--1001
38 468.721 200 1001-447-680-473-846-403-33-724-427-623-415-632--1001
39 523.064 198 1001-458-642-564-576-360-344-291-864-90-646--1001
40 372.078 197 1001-459-35-581-99-811-328-753-844-721--1001
41 760.691 193 1001-462-249-875-946-293-327-57-520-688-670-837-436--1001
42 440.492 198 1001-463-209-960-497-170-406-935-56--1001
43 804.465 200 1001-477-818-115-953-268-36-378-414-20-989--1001
44 422.698 200 1001-487-695-60-787-827-4-826-119-887--1001
45 490.546 199 1001-508-984-904-300-181-778-351-955-871-661--1001
46 564.058 200 1001-590-924-991-870-67-676-8-568--1001
47 683.050 200 1001-606-616-934-765-248-113-896-801-30-356--1001
48 647.710 199 1001-617-448-134-740-627-942-387-200-338-383--1001
49 462.550 198 1001-645-962-785-464-114-505-987-658-129-87--1001
50 446.045 200 1001-651-853-18-690-479-909-340-97-834--1001
51 684.173 200 1001-654-640-737-593-742-145-698-739-88--1001
52 497.108 200 1001-667-655-963-595-246-666-857-636-976-699--1001
53 521.326 199 1001-673-433-120-225-111-683-443-798-514--1001
54 570.892 200 1001-679-575-812-756-109-399-397-639--1001
55 671.602 200 1001-697-799-374-78-760-34-228-146-191-217-6-594--1001
56 668.607 199 1001-702-628-573-791-279-577-795-162--1001
57 531.474 200 1001-704-744-856-412-389-526-615-451-272-192--1001
58 328.191 200 1001-706-650-773-686-471-921-613--1001
59 617.484 200 1001-708-136-597-453-208-476-251-880-390-171-923-408--1001
60 518.308 200 1001-710-96-817-161-440-102-413-522-900-925-851-474-671--1001
61 659.705 199 1001-712-849-903-128-557-219-287-806-874-789-828--1001
62 491.305 200 1001-718-544-858-160-156-748-563-755-723-792-547--1001
63 552.459 200 1001-726-138-629-553-498-863-824-647-62-525-331-733--1001
64 578.391 198 1001-738-80-50-439-178-878-333-321--1001
65 682.497 200 1001-754-816-717-190-843-504-59-24-224-481--1001
66 237.378 199 1001-775-299-235-893-607-630-182-239-384--1001
67 376.705 198 1001-790-943-656-783-132-852-618-407-751-527--1001
68 513.959 200 1001-804-335-367-45-442-959-543-325-336--1001
69 703.724 199 1001-808-496-582-324-211-468-284-768-693-539--1001
70 693.577 199 1001-835-920-124-280-749-951-480-118-662--1001
71 607.745 200 1001-838-964-305-52-315-707-416-966-69--1001
72 767.181 200 1001-841-677-977-982-574-961-177-285-23-274-919--1001
73 640.175 199 1001-848-152-910-304-803-954-196-939-554-125-678-301--1001
74 195.244 197 1001-854-927-68-819-800-281-625-729--1001
75 646.632 198 1001-872-198-764-438-906-347-215-861-716-370--1001
76 640.314 200 1001-873-901-700-897-757-548-11-907-466-346--1001
77 592.939 198 1001-881-358-763-533-879-550-727-334-437-933--1001
78 404.154 200 1001-890-515-781-400-189-500-980-516--1001
79 776.156 199 1001-891-169-797-94-868-839-711-359-975-55-809--1001
80 498.538 199 1001-899-123-995-950-814-475-523-722-649--1001
81 660.918 200 1001-905-203-779-432-545-352-470-353-238-926-840--1001
82 632.334 200 1001-908-457-669-631-776-972-913-85-175-391--1001
83 485.031 199 1001-911-141-802-971-444-917-965-176-256-821-847-572--1001
84 421.338 197 1001-914-396-482-303-10-362-805-172--1001
85 880.891 200 1001-929-949-825-216-342-531-750-266-233-421--1001
86 654.339 198 1001-931-774-793-37-720-232-978-467-376-131-348--1001
