total_number_routes=19
total_route_len=33131.991
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 2062.022 994 1001-36-662-39-983-469-397-649-337-255-705-395-7-910-563-327-1000-280-879-815-635-941-788-194-106-646-729-440-88-876-699-790-448-516-823-47-291-618-333-196-501-768-822-762-149-60-330-930-144-126-997-959-177-53-431-787-801-290--1001
2 1949.791 997 1001-116-624-704-809-639-798-871-308-908-75-500-319-450-457-215-631-378-502-310-985-328-146-253-619-455-83-475-55-531-298-612-2-574-40-81-188-923-856-661-416-724-478-98-63-620-65-886-441-537-105-35-410-252-658--1001
3 2086.848 967 1001-139-364-386-435-522-569-198-354-484-957-494-323-132-244-131-210-752-307-187-317-471-107-943-947-913-605-224-477-903-486-763-422-753-540-297-952-844-515-370-965-427-299-712-683-723-962-507-746-860-243-158-911-581-400--1001
4 1540.455 990 1001-191-503-113-193-446-786-672-325-141-718-828-598-429-185-632-409-373-15-92-877-443-424-342-79-102-151-403-928-552-559-669-643-363-94-622-990-14-534-900-369-675-361-949-127-525-670-606-775-994-553-944-336--1001
5 1836.334 992 1001-313-251-977-250-872-481-276-197-358-543-334-573-341-554-817-439-18-551-592-128-164-388-621-434-755-722-211-123-121-958-122-96-200-902-882-46-713-359-23-555-156-195-247-935-819-821-285-691-86-897-58--1001
6 1705.996 792 1001-316-946-806-284-235-678-124-393-530-150-288-865-110-282-843-976-766-578-641-24-982-419-38-615-532-352-85-863-791-159-680-864-700-226-560-483-99-808-109-945-614-577-270-472-682-287-229-881--1001
7 1651.417 950 1001-349-20-476-668-740-160-556-867-306-385-283-77-795-275-437-781-499-526-608-376-521-114-824-70-971-331-756-541-922-237-173-326-470-518-617-383-366-300-565-645-650-447-324-695-590-838-651-344--1001
8 2002.019 995 1001-350-951-381-805-986-80-41-970-258-601-777-236-558-932-16-737-51-697-182-375-362-579-909-628-696-868-485-52-527-883-10-906-460-17-504-169-796-634-918-967-774-461-497-166-267-138-789-995-48-240-891-305-505-981-147-743-273--1001
9 2064.986 994 1001-493-436-677-351-564-968-988-33-760-61-162-837-263-972-840-904-836-927-747-389-286-1-890-413-218-382-758-657-13-135-468-199-5-335-989-205-707-260-90-681-265-296-322-974-115-572-757-858-474-585-214-355-874-453-392-372-281--1001
10 1826.391 1000 1001-547-89-76-37-257-754-640-654-108-345-866-602-49-318-387-996-736-811-610-835-588-293-43-611-239-225-938-814-143-360-232-955-721-44-963-647-463-140-8-524-656-841-418-545-118-394-859-304-302-343-438-312-689-57-625--1001
11 1717.105 974 1001-802-421-59-279-816-368-899-536-953-991-778-709-120-433-666-238-84-309-473-784-851-711-180-133-925-939-117-104-960-701-905-609-663-706-613-570-901-480-591-842-595-45-407-845-857-734-767-406-42-414-535-190-165-27--1001
12 1794.607 982 1001-807-548-72-583-703-168-192-833-377-111-405-456-686-889-561-209-54-208-417-482-492-698-587-278-810-161-321-129-799-687-920-916-514-401-992-186-933-21-125-566-655-465-272-735-728-93-907-171-202-665-506-426-667-973--1001
13 1297.832 983 1001-818-490-782-204-934-22-826-295-644-765-915-12-674-142-966-30-62-466-174-748-931-629-869-498-626-71-980-399-266-222-398-277-804-292-56-979-212-764-919-855-495-130-978-241-593-179-452--1001
14 1545.888 872 1001-850-145-67-432-449-491-831-648-339-738-987-523-546-423-32-29-216-528-136-233-365-797-206-340-894-26-948-496-234-223-720-642-749-751-78-74-97-969-568-779-230-870--1001
15 1385.375 801 1001-880-269-849-203-653-183-489-346-517-163-271-391-172-936-301-221-201-332-112-4-929-462-772-261-479-567-34-181-9-582-289-31-942-926-589-467-157-3-603-679-839-390-576-19-50--1001
16 1839.792 983 1001-898-803-739-793-512-825-11-25-792-256-769-571-412-820-847-673-538-776-274-708-717-488-630-783-357-800-217-68-64-91-425-853-742-676-659-636-148-119-878-245-637-396-178-444-862-311-690-597-830-348-692-402--1001
17 1736.752 1000 1001-921-371-594-513-893-153-719-428-693-262-794-770-829-834-975-885-586-408-367-761-152-685-442-167-254-508-744-404-623-268-773-884-684-379-248-998-961-745-259-356-733-730-873-380-66-999-213-759-714-954-854-964-750-154--1001
18 1780.412 1000 1001-984-170-155-832-616-246-228-813-731-914-599-924-892-458-633-549-264-771-231-732-175-176-575-785-315-533-660-562-445-249-638-875-510-827-627-861-134-103-384-741-607-544-780-895-464-596-702-671-303-338-294-912-557-184--1001
19 1307.969 852 1001-993-220-454-73-852-917-846-550-451-459-314-812-219-347-694-227-726-584-28-82-353-509-688-940-956-600-715-420-101-511-242-664-725-374-189-529-604-69-937-727-320-207-542-716-520-487--1001
