total_number_routes=18
total_route_len=4107.859
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 215.889 192 201-1-168-139-187-162-171-170-78-148--201
2 198.618 198 201-4-188-15-54-89-125-164-141-43-191--201
3 260.494 196 201-18-158-50-86-131-66-130-160-180-28--201
4 263.712 199 201-46-106-85-94-12-19-114-39-37-29-65-96-174--201
5 209.372 200 201-57-173-104-100-95-178-58-127-77--201
6 220.926 197 201-63-44-117-3-5-133-195-109-182--201
7 305.197 194 201-72-184-153-71-166-193-151-129-144-186-179--201
8 154.920 192 201-73-145-35-60-99-38-84-32-90-138-83--201
9 234.417 188 201-81-161-115-16-8-122-53-192--201
10 240.871 190 201-112-30-2-76-17-200-40-128-59--201
11 181.022 193 201-120-51-26-123-21-126-156-172--201
12 141.315 194 201-132-143-113-31-185-169-181-101--201
13 239.291 200 201-140-13-20-163-136-6-189-23-22-47-82-74--201
14 330.978 196 201-147-199-93-135-64-25-79-116-11-49-27-61--201
15 194.608 199 201-149-87-92-48-146-121-118-183-88-111--201
16 173.223 195 201-155-7-55-67-14-176-69-165-124-134--201
17 294.215 192 201-157-41-150-36-68-137-80-175-56-33-167-70--201
18 248.793 198 201-196-152-34-98-62-194-142-159-177-102-10--201
