total_number_routes=36
total_route_len=6869.819
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 256.477 200 401-5-160-337-330-143-153-215-46-147-89-166--401
2 240.085 200 401-17-326-214-355-117-247-162-320-168-283-289-158-104--401
3 227.242 200 401-23-324-156-210-133-374-111-194-363-251-316-276--401
4 258.671 200 401-29-189-174-390-271-244-57-48-345-98-250--401
5 164.904 200 401-33-255-212-169-135-112-279-90-196-321-28--401
6 228.491 200 401-49-51-181-389-1-116-127-245-242--401
7 229.218 200 401-56-290-182-236-61-218-11-369-110-35--401
8 209.318 200 401-63-213-121-50-161-233-173-55-120--401
9 234.611 200 401-64-292-226-109-172-26-350-282-352-40-183-123-75--401
10 174.419 200 401-80-315-221-322-284-351-58-356-134--401
11 204.375 200 401-88-114-44-348-235-388-281-129-263-176-137--401
12 227.400 200 401-94-54-357-77-74-394-68-14-288-6-178--401
13 75.703 200 401-97-375-149-101-7-257-300-13-15-76-311--401
14 192.192 190 401-99-302-298-87-70-201-25-96--401
15 196.729 200 401-105-155-395-361-272-306-377-124-2-347--401
16 176.631 200 401-115-308-146-268-79-66-277-325-368--401
17 198.847 200 401-126-69-222-102-159-304-71-113-211-59--401
18 215.427 200 401-140-291-52-16-314-136-317-22-399--401
19 224.901 200 401-151-270-193-19-256-382-338-205-383-261-131--401
20 211.628 200 401-157-287-31-362-108-248-171-243-239-192-128--401
21 158.470 200 401-186-154-381-202-342-309-118-21-346--401
22 220.272 200 401-208-397-72-203-365-273-341-207-187-200-119-232--401
23 197.687 200 401-209-335-199-82-296-359-254-293-60-53-313--401
24 108.009 200 401-217-301-139-392-36-191-349-344-91--401
25 167.135 200 401-266-165-180-179-386-379-312-246-81-197--401
26 135.982 200 401-267-364-340-373-167-148-378-164-367--401
27 211.229 200 401-280-385-303-144-24-93-229-204-295-103-220--401
28 90.407 200 401-286-185-10-343-269-100-145-318--401
29 194.977 200 401-331-398-141-252-370-274-138-170-4-190-275--401
30 143.301 200 401-332-92-310-339-262-400-8-34-260-43-230-224--401
31 197.862 200 401-334-216-358-195-285-18-238-297--401
32 159.037 200 401-360-198-12-9-47-299-305-219-237--401
33 84.010 200 401-366-150-83-354-206-184-175-3-152--401
34 234.130 200 401-371-38-333-62-39-32-67-65-396-307--401
35 192.915 200 401-387-278-78-231-188-125-225-323-319--401
36 227.129 200 401-393-73-265-380-85-328-177-95--401
