total_number_routes=18
total_route_len=27081.435
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1930.228 999 1001-59-370-225-240-327-354-974-932-82-436-878-362-906-107-549-920-10-281-876-2-448-440-853-487-330-534-37-49-439-353-680-84-480-712-409-378-277-807-524-936-910-1-392-72-432-332-662-831-802-460-83-250-912--1001
2 1432.103 994 1001-93-850-271-741-88-297-630-71-179-724-798-702-892-774-828-821-431-253-15-671-582-56-104-962-999-948-468-949-3-443-773-213-499-200-848-939-658-290-58-194-840-651-482-649-70-29-39-498-459-758-181-222-650-541-338-178--1001
3 1587.685 995 1001-149-11-87-393-402-389-886-148-710-256-915-639-719-681-289-404-164-262-986-211-473-512-55-897-95-98-24-794-918-928-520-600-299-775-184-843-718-495-36-136-207-447-226-611-648-877-478-595-790--1001
4 1439.764 982 1001-176-659-101-464-967-647-161-818-14-304-77-635-613-367-845-449-923-40-618-615-937-469-75-307-496-811-421-993-575-243-728-100-382-902-645-160-139-251-698-258-626-467-458-347-734-173-979-562-193-882-907-369-163-86-427-911-744--1001
5 1426.351 993 1001-206-864-124-314-346-944-584-388-904-27-342-312-800-898-947-885-733-44-653-827-373-31-479-530-743-916-563-621-212-310-457-174-356-254-510-80-614-497-425-772-995-177-127-832-879-688-566-43-799-396-714-872--1001
6 1488.760 987 1001-228-581-311-855-17-679-238-657-996-220-837-539-867-419-839-825-628-25-847-917-465-276-833-739-703-309-689-12-782-102-586-335-880-634-980-366-61-666-507-503-76-138-280-913-357-255-551-292-785-283-434-257-78-218--1001
7 1108.143 998 1001-230-779-929-272-660-386-695-261-453-686-344-859-607-760-5-763-961-754-753-808-500-959-715-441-852-849-797-810-699-981-118-190-543-125-632-526-372-411-415-333-700-187-413-186-940-435-259-385-836-994-53--1001
8 1805.701 988 1001-234-476-508-305-47-988-786-694-462-748-788-525-596-137-306-640-851-881-943-204-422-343-816-266-488-418-914-572-687-717-559-28-145-942-574-241-294-935-506-92-394-99-410-339-73-79-964-156-921-151-555-109--1001
9 1229.582 972 1001-275-114-363-38-300-629-725-298-215-375-155-26-764-428-515-692-401-874-768-233-522-875-888-591-245-170-756-351-599-950-361-345-637-963-219-665-675-896-35-594-493-889-678-854-677-711-669-502-769-557-654-94-54-158-270--1001
10 1247.579 994 1001-451-437-984-144-383-642-147-835-668-925-987-609-157-705-664-268-975-966-625-376-554-589-858-593-905-624-62-606-489-318-358-550-783-924-461-32-812-9-397-279-704-747-899-120-111-119-348-946-619-770-583-641-509-90-745--1001
11 1222.211 964 1001-477-727-285-143-162-135-360-52-602-806-778-814-171-267-321-824-523-579-841-670-736-521-180-903-20-861-638-23-455-239-445-901-990-57-846-198-282-223-274-952-646-429-540-565-750-209-558-982-371-643-570-997-69-192-291-527-384--1001
12 1586.050 999 1001-542-556-63-518-685-545-315-931-133-227-301-483-492-516-707-713-971-560-573-690-303-471-958-891-731-323-89-683-260-123-486-592-249-390-890-91-519-379-951-85-400-412-956-247-749-191-604-444-865-938-780-978-804-322-403-48-765-406--1001
13 1935.038 999 1001-605-293-706-248-501-578-533-326-870-636-325-720-528-568-169-564-676-474-1000-732-751-175-941-22-553-287-819-721-142-490-796-391-7-189-199-789-166-450-663-633-667-129-42-652-723-730-34-759-423-895-438-313-970-842-433-623-221--1001
14 1230.821 974 1001-787-235-264-866-933-709-51-767-612-21-762-884-96-908-844-364-377-452-856-809-682-165-616-278-729-41-167-829-701-183-337-873-336-380-131-674-112-172-470-781-236-620-205-33-103-159-529-820-926-580--1001
15 1679.591 996 1001-793-871-991-252-407-244-6-538-955-817-355-395-116-18-900-627-887-684-408-742-930-134-414-45-805-803-737-823-424-203-319-945-286-50-919-857-97-19-535-569-513-696-64-30-511-505-359-340-130-295-766-46-417-140-128-185-972-182-697-168-608-387--1001
16 2103.567 991 1001-922-547-484-976-349-126-838-610-65-374-868-791-334-60-869-587-822-830-152-381-601-308-746-466-740-585-328-752-229-197-815-860-656-862-617-475-217-265-324-761-442-8-4-463-968-154-208-622-106-485-893-13-113-141--1001
17 1342.592 999 1001-927-273-316-350-517-405-426-514-588-74-883-954-68-672-784-716-150-776-117-552-813-576-446-16-231-456-242-365-998-504-195-110-454-969-708-122-965-108-263-288-320-571-985-331-977-561-399-953-546-232-673-121-132-196-661--1001
18 1285.670 998 1001-983-771-792-989-644-481-909-894-532-960-66-352-216-81-329-341-544-472-755-537-105-146-201-973-416-210-603-691-567-777-548-188-693-491-577-598-826-992-655-738-494-934-863-237-834-202-398-597-430-631-722-224-67-296-284--1001
