total_number_routes=55
total_route_len=16135.372
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 345.455 200 601-16-473-372-545-144-365-447-361-156-204-148-353--601
2 264.371 200 601-23-201-407-206-281-404-493-471-417--601
3 498.367 198 601-30-25-582-65-210-467-262-233-308-406-369--601
4 247.760 193 601-36-283-452-67-428-496-442-405-319--601
5 271.018 193 601-37-296-232-558-158-444-537-20-366--601
6 353.669 199 601-49-84-242-170-226-393-153-95-466-435-356--601
7 376.523 200 601-52-329-321-546-41-272-359-126-15-117--601
8 354.298 199 601-60-400-530-83-394-584-29-314-462-300-303--601
9 126.463 200 601-63-480-564-518-383-476-522-427-162--601
10 460.268 197 601-79-425-560-274-565-12-105-499-236-478--601
11 351.356 197 601-81-253-160-524-575-72-360-7--601
12 272.982 200 601-103-102-594-461-91-307-548-217-193-557--601
13 435.835 200 601-109-577-71-515-254-334-401-593-327-70-342-523--601
14 256.442 197 601-112-309-186-234-340-454-75-237-500-10--601
15 289.221 184 601-118-150-313-219-282-432-269-574-157--601
16 123.977 195 601-127-211-446-434-26-526-178-202-443--601
17 357.407 195 601-134-47-58-243-310-94-486-101-345-119-115--601
18 267.981 199 601-137-53-589-181-191-514-441-161-120-408-539-179--601
19 98.411 197 601-149-297-222-224-235-395-386--601
20 455.310 197 601-194-374-218-130-470-540-74-39-176-265-111-209--601
21 248.476 199 601-199-391-570-527-291-220-588-136--601
22 240.313 198 601-221-325-121-567-482-521-238-56-19--601
23 261.008 196 601-244-100-331-14-92-69-229-544--601
24 348.997 199 601-245-152-529-371-38-145-97-465-534-82-572--601
25 424.950 200 601-258-86-541-51-494-355-378-377-40-203--601
26 188.002 194 601-276-143-326-21-555-22-98-216-273--601
27 282.890 200 601-289-576-141-504-396-414-323-556-182-250--601
28 400.065 198 601-324-247-403-489-64-195-285-169-595--601
29 151.315 198 601-332-267-284-62-547-375-2-275-28-352-512--601
30 357.287 199 601-333-128-263-376-592-410-257-532-554-268-429--601
31 317.986 200 601-341-260-484-192-387-411-516-350-165-501--601
32 404.996 199 601-343-318-271-175-251-312-506-261--601
33 274.589 195 601-347-256-76-508-598-168-448-177-433-196-381--601
34 255.065 199 601-348-46-132-266-140-469-8-59-449--601
35 280.518 197 601-349-311-459-197-164-77-559-398-464-533--601
36 448.376 200 601-362-357-131-68-227-503-402-338-151-116-388--601
37 170.122 199 601-363-231-568-382-173-66-358-104-419-412--601
38 328.630 200 601-364-373-172-154-167-106-316-581-57-190--601
39 402.357 198 601-367-288-212-280-590-200-578-335-34--601
40 268.912 192 601-418-420-163-90-252-125-384-142--601
41 379.189 200 601-426-147-42-445-483-328-122-380-223-278-159-513--601
42 388.808 200 601-436-562-18-561-320-571-519-180-315-528--601
43 159.859 200 601-438-44-293-535-416-492-580-33-294-290--601
44 221.245 199 601-440-586-409-240-583-17-542-31-439--601
45 300.265 196 601-455-24-110-301-27-13-54-139-475-129-587--601
46 265.905 200 601-479-184-330-413-463-189-552-397-248--601
47 81.920 194 601-487-550-214-346-453-96-599-344-174-390--601
48 376.100 198 601-490-166-422-450-306-113-317-511-155-61-431--601
49 328.800 199 601-491-430-187-525-183-292-114-498-337-424-392--601
50 271.916 200 601-505-123-213-538-88-215-399-458-520-389-11-591--601
51 276.083 200 601-510-497-302-9-80-437-89-298-597-339-146-4--601
52 348.971 197 601-536-85-107-502-124-108-264-50-279--601
53 214.062 200 601-553-354-5-198-133-188-138-246-563-421--601
54 139.663 198 601-566-488-55-295-474-6-423-543-379--601
55 120.621 199 601-596-485-456-385-569-299-451--601
