total_number_routes=18
total_route_len=26677.867
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1366.367 972 1001-11-216-375-155-26-764-515-522-233-874-428-707-516-483-573-471-891-731-89-303-690-188-777-548-123-683-260-692-486-592-249-91-517-85-159-951-412-749-33-205-620-103-674-769-502-69-529-820-519-379-877-143-478-595-790--1001
2 1508.857 980 1001-59-984-920-837-147-835-668-539-867-220-628-25-847-833-276-465-917-740-703-593-318-905-554-966-975-634-120-880-980-783-924-461-376-625-589-858-899-358-550-32-119-348-111-340-46-619-366-946-140-128-185-972-12-417-608-387--1001
3 1332.835 992 1001-87-402-393-63-931-146-545-315-755-329-81-472-537-105-416-210-691-567-603-201-973-518-685-821-56-211-431-473-512-55-892-798-598-577-95-897-98-194-651-840-432-482-184-36-495-693-492-713-971-560-207-222-284--1001
4 1650.977 997 1001-93-271-741-88-297-49-968-710-256-409-915-639-719-681-289-404-164-353-480-84-680-439-617-826-24-655-834-202-398-662-332-70-29-831-58-802-1-630-986-460-262-83-499-213-443-72-712-893--1001
5 1490.444 998 1001-114-363-38-300-629-725-298-401-768-672-890-875-888-776-245-591-170-716-950-576-813-637-345-599-351-865-963-219-665-35-150-611-493-889-678-992-738-494-181-544-341-794-918-520-600-775-136-447-215-650-801-541-711-527--1001
6 1358.833 999 1001-115-787-264-866-933-474-676-884-762-21-612-51-709-235-180-903-20-861-638-445-96-22-901-846-952-941-142-721-198-282-223-274-131-112-377-990-57-172-232-673-121-16-978-804-824-322-643-48-870-326-765-406-317--1001
7 1038.651 994 1001-176-793-230-779-871-407-244-610-838-126-349-547-976-967-464-374-65-868-302-818-613-635-134-930-203-424-823-414-737-803-45-805-367-30-152-163-319-497-919-7-199-799-904-789-166-450-723-633-400-669-291--1001
8 1819.455 998 1001-206-864-124-314-346-753-944-508-355-395-116-742-945-408-18-900-627-887-684-988-47-786-694-286-50-788-525-306-356-254-462-510-80-614-566-772-505-562-28-832-127-177-193-879-688-313-970-995-857-907-511-623-433-221--1001
9 1885.088 993 1001-234-420-476-584-305-27-342-312-748-800-137-596-640-174-851-881-943-204-422-343-816-266-914-572-488-418-717-687-559-942-241-294-935-99-506-394-92-339-410-438-73-79-574-921-145-156-895-964-151-555-743-31-109-270-425-536-43--1001
10 1529.703 995 1001-272-660-386-695-293-706-248-501-53-578-94-533-636-325-720-528-568-169-797-564-849-441-715-852-810-699-981-118-553-287-819-570-490-796-391-540-667-129-470-781-236-42-403-982-371-558-413-186-435-54-259-385-836-940-994--1001
11 1297.686 966 1001-275-285-192-514-405-426-52-602-806-68-954-883-74-670-841-938-117-552-521-736-239-23-455-594-896-132-195-110-454-969-708-122-965-108-263-288-320-571-446-675-331-361-977-784-985-399-561-780-953-546-729-196-661-726-531--1001
12 1369.375 984 1001-451-437-228-581-311-855-225-240-327-107-10-657-238-281-876-448-383-996-419-839-666-308-746-466-357-815-585-328-752-229-197-913-182-860-13-656-761-442-324-8-39-498-459-758-597-631-722-224-67-458-745-427-590--1001
13 1315.816 997 1001-477-927-273-316-350-588-162-135-360-778-814-171-267-523-579-321-1000-732-751-175-908-844-364-452-856-809-682-231-456-365-998-504-242-165-616-278-41-829-701-167-183-337-873-336-380-646-429-750-209-652-565-654-557-767-997-926--1001
14 1605.837 991 1001-659-101-647-161-791-334-60-869-830-822-601-925-705-987-609-157-268-664-102-586-335-739-309-689-782-489-606-624-62-812-9-397-279-704-747-61-825-76-280-138-359-642-283-255-551-770-583-144-292-785-434-697-503-257-168-113-17--1001
15 1742.482 989 1001-850-354-974-932-82-436-878-362-906-549-853-534-37-886-370-148-330-957-862-698-258-626-507-679-2-440-217-265-237-863-934-66-352-854-677-323-958-956-390-247-191-604-444-756-226-648-299-928-718-843-912-649-250-430-338-556-178-389-296--1001
16 1151.206 1000 1001-929-453-261-763-5-344-859-607-605-760-754-808-961-959-500-388-759-947-530-827-44-885-733-653-479-916-563-457-621-373-190-543-125-632-372-526-898-411-415-212-310-333-700-34-730-663-187-423-158-396-714--1001
17 1767.474 977 1001-983-771-792-542-989-644-481-909-894-532-960-301-227-491-133-724-179-702-71-774-828-253-15-671-582-962-104-773-948-468-949-3-200-848-939-290-277-807-378-524-936-910-999-392-658-4-463-208-622-106-485-475-218-78-487-154--1001
18 1446.779 1000 1001-991-252-6-538-955-979-817-14-304-77-845-449-923-40-618-937-615-307-496-382-421-993-575-243-811-902-75-645-160-842-728-100-97-19-139-535-469-513-696-251-509-467-347-734-173-641-882-369-569-130-295-766-381-587-86-484-922-744-911--1001
