total_number_routes=90
total_route_len=45144.771
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 276.775 199 1001-11-983-771-992-738-494-655-224--1001
2 695.384 196 1001-16-288-263-108-965-320-571-780-938--1001
3 353.575 198 1001-21-762-884-636-325-870-667--1001
4 465.740 199 1001-27-342-137-596-312-800-525-788-306--1001
5 683.049 198 1001-31-827-530-743-457-174-942-506-394-92-294--1001
6 665.186 200 1001-41-829-701-167-242-183-337-456-231-873--1001
7 538.818 199 1001-55-892-828-774-58-194-29-70-332-662--1001
8 304.991 200 1001-59-149-886-862-734-347-745-90--1001
9 426.913 198 1001-60-869-830-381-601-822-587-791-583--1001
10 388.568 200 1001-63-518-685-545-315-146-201-973-826-24-202--1001
11 352.136 198 1001-74-883-514-426-405-951-159-529--1001
12 507.642 196 1001-77-823-424-203-64-319-497-193-879-688-566-43--1001
13 500.036 194 1001-88-49-439-409-8-968--1001
14 403.319 194 1001-93-271-850-354-932-436-82-617-217-458--1001
15 571.999 198 1001-96-901-274-844-364-377-452-223-282-198-172-232--1001
16 518.864 200 1001-114-683-971-713-428-918-928-718-36--1001
17 578.347 200 1001-143-150-776-963-219-665-675-813-552-896-35-249-519-379--1001
18 534.876 200 1001-144-383-308-668-229-197-328-752-128--1001
19 520.412 199 1001-161-45-923-645-75-307-535-19-496-569-513-696--1001
20 300.378 199 1001-162-135-360-52-602-806-68-954-192--1001
21 539.831 200 1001-171-321-20-861-455-23-445-638-131-112-673-804--1001
22 125.771 196 1001-176-793-230-779-871-991-252-272-859-344--1001
23 537.158 197 1001-179-473-211-431-821-512-897-95-98-265-237--1001
24 440.826 200 1001-180-903-670-736-521-205-33-103-926--1001
25 417.699 199 1001-215-401-692-515-690-573-560-123-303-260-889-678-677--1001
26 623.501 199 1001-225-853-487-549-10-860-76-138-280-622-182--1001
27 481.046 200 1001-228-996-419-839-466-539-746-255-283--1001
28 307.704 200 1001-234-206-293-706-248-578-633-54--1001
29 588.600 198 1001-240-327-107-906-710-656-761-208-106-13--1001
30 445.372 199 1001-275-89-323-471-874-592-447-650-801--1001
31 474.924 200 1001-285-38-672-493-890-390-247-604-191--1001
32 607.644 195 1001-297-986-71-630-253-15-671-262-712-524-72--1001
33 558.581 196 1001-300-768-875-888-351-599-756-170-245-591-226--1001
34 434.689 193 1001-311-17-679-876-281-238-657-507-503-168--1001
35 276.370 200 1001-316-350-588-517-273-85-669-527--1001
36 417.644 195 1001-346-388-166-450-663-723-730--1001
37 375.014 200 1001-355-395-116-742-408-18-900-887-286-945-562-979-872--1001
38 392.058 194 1001-363-629-725-298-891-731-958-522-233-91--1001
39 734.239 196 1001-365-998-504-195-110-454-969-708-122-953-121-132--1001
40 447.237 190 1001-370-148-534-37-974-878-362-330-475-324-442-154--1001
41 457.127 200 1001-375-155-26-516-483-492-693-794-934-863-597--1001
42 653.045 200 1001-376-589-554-783-550-358-858-899-119-348--1001
43 189.071 197 1001-389-402-87-393-792-284-178--1001
44 378.679 200 1001-407-538-817-14-304-930-134-635-613-414-805-251--1001
45 501.103 200 1001-449-40-618-615-937-469-160-511-907--1001
46 460.925 200 1001-451-437-984-220-867-837-666-292-785--1001
47 591.371 200 1001-453-261-391-796-540-565-750-209-558-186-385--1001
