total_number_routes=29
total_route_len=16920.331
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 480.189 690 1001-12-172-545-712-8-720-999-555-936-641-453-188-265-814-917-663-771-562-578-274-284-984-926-965-831-247-503-830-215-324-637--1001
2 617.271 650 1001-73-827-279-929-338-858-625-9-981-810-238-448-630-218-305-227-744-927-42-782-614-851-969-653-998-200-847-326-692-834-354-687-979--1001
3 434.878 700 1001-97-829-911-613-540-891-397-535-441-511-28-783-964-836-974-769-23-794-940-596-797-628-919-114-751-432-237-300-816-261-341-948-585-239--1001
4 713.544 650 1001-98-650-457-107-518-935-576-598-727-165-863-294-223-607-510-693-205-331-655-496-952-515-864-381-912-443-297-621-770-319--1001
5 600.622 640 1001-108-442-903-277-504-943-337-777-944-551-850-563-666-994-627-3-705-243-55-860-595-161-544-828-440-272-564-100-618-378-812-470-906-367--1001
6 659.183 660 1001-111-673-379-197-776-640-38-258-95-572-951-250-278-253-206-857-809-856-209-941-444-127-371-888-574-711-904-780-765-299-433-386-177-222--1001
7 407.142 680 1001-119-280-921-387-767-318-674-602-271-690-19-560-249-579-533-748-709-633-336-2-153-527-36-615-330-482-634-84-128-328-529-844-902-975-675-486--1001
8 703.191 680 1001-180-363-833-138-821-622-606-7-212-109-483-156-978-619-92-790-193-632-996-186-938-928-737-22-950-568-39-710-304-154-6-113-784-522--1001
9 642.181 640 1001-183-550-449-422-963-313-281-914-605-17-121-480-484-992-275-985-721-677-29-658-493-273-768-787-158-151-407-620-643-933-553-18-21--1001
10 648.882 680 1001-189-50-565-718-462-905-647-937-255-758-811-398-915-57-429-234-162-340-71-24-750-741-358-198-51-868-412-517-734-317-248-841-947-152-698--1001
11 454.586 670 1001-308-587-14-862-881-474-382-94-987-604-285-997-945-220-401-142-567-872-194-648-781-973-668-755-202-728-35-884-882-671-865--1001
12 523.213 690 1001-309-210-203-437-415-219-438-58-843-838-204-343-488-924-547-837-773-869-91-268-788-380-266-920-761-216-140-688-1-808-287-327-803-752--1001
13 508.837 680 1001-333-665-913-170-296-590-867-513-890-236-559-542-900-292-428-680-126-878-282-61-519-348-146-584-312-99-80-310-115-118-31-335-731-577--1001
14 569.812 690 1001-383-252-554-421-405-983-586-431-104-597-393-166-599-27-875-176-638-59-631-424-316-228-557-306-289-122-696-60-476-571-101-25-642-399-925--1001
15 673.537 680 1001-389-423-155-495-34-49-134-471-468-772-908-818-824-171-485-791-583-396-144-986-725-65-832-192-30-766-372-410-954-179-439-48-66-796-81--1001
16 794.782 700 1001-391-659-801-822-877-760-137-181-608-10-892-753-217-664-707-762-288-703-972-232-83-125-799-263-226-145-235-956-207-160-45-225-719--1001
17 640.403 700 1001-406-575-88-922-932-143-531-738-224-861-63-846-896-898-44-427-254-546-295-365-435-211-534-323-351-395-704-779-617-454-899-240--1001
18 662.111 630 1001-408-77-1000-749-455-499-164-201-909-70-678-918-685-124-876-451-465-894-701-910-416-52-700-11-244-259-706-715-849-404-477-370-759-490--1001
19 477.913 650 1001-445-942-745-654-64-729-213-662-267-946-543-756-723-717-570-487-136-69-321-813-980-581-173-616-75-646-402-349-163-934-276-819-793-384-645--1001
20 541.078 610 1001-472-610-420-291-539-684-970-376-635-601-524-971-623-103-886-481-525-736-848-270-505-955-135-897-893-74-683-636-231-691-334-629--1001
21 458.635 620 1001-473-804-713-141-314-526-78-352-67-96-746-652-491-187-960-390-184-494-907-403-374-20-521-245-764-775-958-47-807-962-182-15-600-149--1001
22 648.180 610 1001-582-241-561-62-257-459-786-229-76-426-307-251-895-167-763-199-129-33-802-502-695-467-754-360-87-418-464-747-657-377-112-458-977-508-82--1001
23 589.513 660 1001-589-689-566-889-86-339-132-475-825-413-669-512-697-501-262-148-800-541-79-436-54-879-537-357-523-679-93-311-16-260-507-805-105-702--1001
24 561.693 630 1001-651-342-350-509-394-130-580-230-722-359-303-446-106-269-385-159-362-195-400-26-854-347-682-536-169-939-53-246-185-916-649--1001
25 441.265 610 1001-733-356-823-967-417-739-639-798-743-901-660-430-325-573-591-603-174-724-368-56-778-68-168-40-593-506-528-329-968-461-708-414--1001
26 698.450 650 1001-757-957-345-530-450-988-516-953-233-5-885-147-853-726-989-789-72-815-369-32-785-681-774-990-392-131-661-592-883-190-355-871-699-13--1001
27 702.383 650 1001-826-460-419-730-364-991-820-117-500-479-178-874-242-434-735-463-133-840-549-361-175-301-558-456-489-120-366-887-43-672-208-353--1001
28 571.352 690 1001-835-110-993-792-298-670-322-520-569-320-995-375-469-286-982-870-4-411-852-556-514-85-594-498-123-966-624-714-497-931-492-46-611-667--1001
29 495.504 660 1001-859-346-41-37-656-116-214-806-716-839-961-552-855-694-538-196-923-373-191-742-548-795-880-290-866-90-425-612-344-740-102-532-466-930-817-842--1001
