total_number_routes=11
total_route_len=7655.514
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 689.900 970 601-34-530-118-23-558-460-111-512-197-403-556-224-140-303-268-574-47-519-404-76-491-339-100-267-155-575-418-182-506-388-497-372-420-222-583-570-120-347-266-382-188-136-318-85-202-516-31-142-286-595-593-353-5-465--601
2 707.422 976 601-45-364-430-522-344-345-305-447-401-544-280-105-260-329-236-162-42-380-283-352-535-367-518-474-462-112-122-30-429-282-408-579-534-508-196-443-207-423-568-496-84-414-117-135-557-581-273-485-387-177-393-483-25--601
3 637.537 950 601-115-232-304-319-215-576-289-59-179-198-174-281-143-351-290-475-503-472-216-446-161-19-445-48-228-81-37-541-134-261-307-308-55-146-205-181-264-592-371-566-428-594-514-500-578-409-511-524-381-263-437-35-66-402--601
4 592.653 931 601-166-70-61-199-507-369-249-365-301-590-123-432-74-330-529-564-238-28-27-523-22-433-217-49-577-591-9-210-492-233-525-67-168-302-494-72-348-62-450-502-170-398-297-390-598-206-370-244-257-92-327-436-486--601
5 719.986 981 601-251-80-270-596-299-495-157-14-362-375-526-288-88-57-29-151-94-455-149-571-193-211-201-255-16-227-6-190-489-521-235-239-63-321-586-41-415-189-91-332-320-309-175-559-431-551-406-54-477-254-82-392-584-36-399-379-469--601
6 689.977 995 601-296-482-470-128-220-185-550-126-231-15-165-589-71-291-528-104-18-96-279-213-411-397-40-109-464-549-515-341-12-184-311-333-133-400-171-354-237-468-38-258-434-336-252-21-295-93-417-587-438-306-504-334--601
7 735.150 999 601-421-457-373-337-582-131-50-86-410-219-194-350-572-505-374-357-315-313-102-101-250-585-83-130-422-569-356-87-355-106-481-448-405-561-234-385-145-338-562-24-230-183-300-517-44-360-419-377-158-536-440-212-223-152-567--601
8 731.237 997 601-439-253-480-285-60-389-376-442-90-328-545-471-478-32-449-43-343-176-340-597-113-490-246-499-167-4-172-225-484-363-68-271-543-565-326-75-229-218-435-441-533-95-555-314-580-156-473-553-391-107-298-7-277-137-310-1-456--601
9 763.811 994 601-461-539-527-46-459-563-294-200-214-444-316-178-378-407-110-89-208-510-366-600-173-538-274-164-53-272-56-153-573-51-394-13-588-65-73-2-509-396-292-121-476-159-191-427-335-240-226-384-241-479-548--601
10 626.787 946 601-467-141-192-275-349-276-69-542-169-10-186-129-424-262-204-99-346-287-144-325-278-368-493-463-243-488-312-383-116-3-163-520-265-64-452-413-139-259-540-242-386-537-498-138-187-103-426-147-458-119--601
11 761.053 998 601-532-560-17-425-124-324-317-39-293-52-554-150-416-466-33-11-8-501-552-108-599-247-513-284-269-245-203-256-58-531-487-454-132-342-77-26-20-97-160-195-322-127-361-78-331-546-359-125-180-248-412-79-148--601
