total_number_routes=30
total_route_len=16879.242
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 493.065 630 1001-12-172-545-712-8-720-999-555-936-641-453-188-265-814-917-663-91-869-773-274-926-984-284-831-965-247-688-1-808-287-803--1001
2 667.523 620 1001-77-1000-749-455-499-164-201-909-70-678-918-124-876-685-465-451-894-701-416-700-910-11-244-259-715-706-381-443-849-404-319-759-490--1001
3 344.753 660 1001-97-333-473-804-829-911-613-540-891-397-535-945-997-220-401-142-567-872-194-648-781-973-668-755-202-728-35-884-882-671-865--1001
4 327.154 620 1001-98-119-280-921-387-767-318-674-602-271-690-19-249-560-579-533-748-709-633-336-2-153-527-36-68-615-503-830-324-215-637--1001
5 512.364 660 1001-170-296-111-590-867-513-890-236-559-542-900-292-428-680-126-878-282-61-519-348-146-584-312-80-99-310-115-118-31-335-731-577--1001
6 647.374 660 1001-241-718-905-391-647-937-255-758-811-398-915-57-429-234-162-340-71-24-750-754-741-358-198-51-868-412-517-734-317-248-841-947-152-698-644--1001
7 508.830 640 1001-308-859-189-587-14-862-881-474-604-285-987-27-694-538-196-923-373-191-742-548-795-880-290-866-90-425-612-344-571-101-25-642-399-925--1001
8 525.694 670 1001-309-210-406-575-203-415-437-219-438-58-843-838-343-204-488-924-547-837-771-562-578-268-788-380-266-920-761-140-216-327-240-752--1001
9 549.123 650 1001-346-50-565-180-41-37-656-214-116-806-716-839-961-552-3-705-243-55-860-595-544-161-828-440-272-564-100-618-378-812-470-906-367--1001
10 517.546 610 1001-382-108-442-903-504-277-943-337-777-944-551-855-850-563-666-994-627-424-316-228-557-306-289-122-696-60-476-740-102-532-466-930-817-842--1001
11 519.853 660 1001-383-252-183-554-421-405-94-983-586-431-597-104-393-166-599-875-176-638-59-631-955-135-897-893-74-683-636-231-691-334-629-21--1001
12 503.468 620 1001-389-423-745-654-213-729-64-662-267-946-543-756-723-570-487-717-136-813-321-69-980-581-173-616-75-646-402-349-276-163-934-819-793-384--1001
13 586.262 640 1001-408-88-922-932-143-531-738-224-861-63-846-896-898-44-427-254-546-295-365-435-211-534-323-351-395-704-779-617-454--1001
14 313.155 660 1001-445-942-733-356-823-967-417-739-639-798-743-901-660-430-325-573-591-603-174-724-368-778-56-330-482-634-84-128-328-529-844-902-975-675-486-976--1001
15 699.865 620 1001-460-419-730-364-991-820-117-500-479-178-874-242-434-735-463-133-840-549-361-175-301-558-456-489-120-366-887-43-672-208-353--1001
16 412.138 620 1001-472-420-610-291-539-684-970-376-635-601-524-971-623-103-481-886-525-736-848-505-270-40-593-168-506-528-329-968-461-414-708-452--1001
17 691.537 660 1001-495-34-49-155-134-471-468-772-908-818-824-171-485-791-583-396-144-986-725-65-832-192-30-766-372-410-954-179-439-48-66-796-81--1001
18 639.372 590 1001-550-449-422-963-313-281-914-605-17-121-480-484-992-275-985-721-677-29-658-493-273-768-787-158-151-407-620-643-933-553--1001
19 658.369 590 1001-561-62-229-459-786-257-462-76-426-307-251-895-167-763-199-129-33-802-502-695-467-360-87-418-464-747-657-377-112-458-977-508-609-719--1001
20 546.133 650 1001-589-835-509-394-130-580-230-359-722-303-446-106-269-385-159-362-195-400-26-854-682-347-536-169-939-53-246-185-916-649-221-702--1001
21 720.623 640 1001-650-457-935-518-107-576-598-165-863-727-223-294-607-510-693-205-331-655-496-52-952-515-864-912-297-621-770-477-370--1001
22 393.803 620 1001-651-342-73-350-827-352-67-78-96-746-652-491-187-960-390-184-494-907-403-374-20-521-764-245-775-958-47-807-962-182-15-600-149--1001
23 762.013 650 1001-659-801-822-877-760-137-181-608-10-892-753-217-707-664-762-288-703-972-232-83-125-799-263-226-145-235-956-207-160-45--1001
24 659.820 640 1001-673-379-197-776-640-38-258-95-572-951-278-253-206-250-857-809-856-209-941-444-127-371-888-574-711-904-780-765-299-386-177-222-433--1001
25 627.739 600 1001-689-566-889-86-339-132-475-825-413-669-512-697-501-262-148-541-800-436-54-879-79-537-523-357-679-16-311-93-260-507-805--1001
26 443.430 660 1001-713-665-582-913-141-314-526-441-511-28-783-964-836-974-769-23-794-940-596-797-628-919-114-751-432-237-300-816-261-341-948-585-239--1001
27 702.129 650 1001-757-957-345-530-450-988-516-953-233-5-885-147-853-726-989-789-72-815-369-32-681-785-774-990-392-131-661-592-883-355-190-871-699-13--1001
28 584.550 660 1001-792-993-110-298-670-322-520-569-320-995-375-469-286-982-870-4-411-852-556-514-85-594-498-123-966-624-714-497-931-492-46-611-667--1001
29 616.649 640 1001-826-279-929-338-858-625-9-981-810-238-448-630-218-305-227-744-927-42-782-614-851-969-653-998-200-847-326-692-834-354-687-979--1001
30 704.908 660 1001-833-138-363-821-622-606-7-212-109-483-978-156-619-92-790-193-632-996-938-186-928-737-22-950-568-39-710-304-154-6-113-784-522--1001
