total_number_routes=19
total_route_len=42219.210
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 2042.203 998 1001-36-662-39-983-469-397-649-705-395-7-563-387-910-736-327-1000-280-561-54-996-811-610-835-588-293-466-748-931-174-629-626-498-869-71-399-992-401-186-933-212-21-125-566-655-735-728-93-272-907-465-665-438-625-426-667--1001
2 2226.263 956 1001-116-921-624-704-371-809-798-639-308-893-871-719-153-428-219-812-347-693-262-794-770-829-227-929-462-772-479-567-34-181-9-681-265-780-895-596-464-196-501-930-585-330-474-214-60-959-144-281-372--1001
3 2221.645 935 1001-139-807-548-72-583-364-386-703-168-393-678-124-530-150-616-813-231-865-288-282-110-175-176-249-562-657-827-445-638-875-510-13-135-902-200-560-90-260-808-713-23-247-359-195-213-714-759-954-854-964-750-154--1001
4 2344.335 974 1001-191-503-113-193-828-718-598-185-429-457-215-378-502-631-985-310-987-29-32-523-546-83-423-216-608-943-947-70-913-605-224-477-763-383-518-326-470-617-656-366-300-565-683-645-650-447-324-590-838-695-597-830-348-692--1001
5 2391.507 987 1001-251-977-849-435-155-489-346-301-936-163-221-332-201-4-694-726-28-584-82-353-261-532-615-700-680-864-122-958-96-483-205-101-511-745-961-259-356-751-642-749-733-730-873-999-66-207-542-520-19-881-229-287-58--1001
6 1778.849 785 1001-313-269-250-872-481-276-197-517-271-391-172-551-18-641-578-976-890-843-766-24-982-38-419-85-863-352-159-791-123-722-211-121-99-109-945-577-614-270-472-682-252-568-779-230-870--1001
7 2277.123 908 1001-316-946-806-235-284-337-255-456-111-377-833-405-889-686-892-815-879-635-788-209-941-194-646-106-161-729-440-687-799-129-627-823-920-47-291-516-514-916-618-333-822-768-762-149-53-997-126-202-171-506--1001
8 2292.226 905 1001-349-20-476-244-132-283-306-385-711-437-611-43-239-375-182-909-613-628-706-570-480-591-842-814-579-407-45-595-963-647-44-266-292-980-56-855-919-764-979-495-304-859-394-302-343-57-312-689-329--1001
9 2489.637 978 1001-350-951-381-805-986-80-41-970-258-601-777-558-236-16-932-666-180-133-925-939-117-104-663-701-905-55-531-298-425-853-742-676-894-26-856-923-297-952-753-422-525-670-606-775-190-679-716-487-390-839-50-576-603-165--1001
10 2120.405 981 1001-493-436-677-351-564-988-968-358-543-573-334-341-554-439-817-128-164-592-388-621-755-434-688-940-509-956-600-420-715-998-248-720-223-234-496-416-119-637-148-636-444-178-74-78-97-35-886-441-537-105-410--1001
11 1861.190 995 1001-547-421-59-816-368-899-536-644-765-915-12-674-120-991-740-668-709-433-142-62-966-30-51-737-697-696-225-938-362-360-143-721-232-955-398-804-277-222-767-734-140-463-8-857-406-42-414-179-452-338--1001
12 2459.373 979 1001-802-89-279-76-37-257-640-108-654-754-953-778-318-602-866-345-49-160-556-867-417-208-587-482-492-698-278-810-876-88-790-699-321-448-861-134-544-115-322-296-974-572-757-858-882-46-355-874-453-392-431-177-801-787--1001
13 1984.318 989 1001-803-793-825-25-11-908-500-75-708-488-450-319-630-717-92-877-342-834-975-885-586-761-64-91-188-81-206-797-365-136-233-31-534-14-990-622-900-369-311-926-589-690-157-3-535-994-336-553-944--1001
14 2362.169 958 1001-818-490-782-204-934-22-826-295-84-238-473-784-339-309-960-851-609-328-146-253-619-455-475-528-2-612-574-40-486-903-331-756-237-922-541-173-524-845-841-418-545-118-240-891-789-995-48-305-505-981-158-400--1001
15 2282.492 995 1001-850-145-67-432-449-491-446-786-672-325-141-831-648-738-632-409-373-15-68-408-367-152-685-442-167-508-744-404-254-242-379-684-884-773-268-623-289-582-942-675-361-949-427-127-467-370-965-299-712-723-962-860-243-273--1001
16 2510.812 996 1001-880-203-653-569-522-832-192-246-228-731-914-599-924-549-633-264-458-771-732-315-575-785-758-218-413-382-468-199-226-335-5-989-707-664-725-189-374-604-69-529-937-320-727-380-156-555-819-935-285-821-897-86-691-658-652--1001
17 2528.744 940 1001-898-739-512-792-256-571-412-820-847-769-673-776-274-538-357-783-800-217-443-424-79-151-403-102-928-559-552-669-643-363-94-340-659-948-661-724-478-540-515-844-878-245-396-969-862-98-63-620-65-344-651-430-402--1001
18 2049.015 942 1001-984-170-183-198-354-957-484-494-323-752-131-77-795-275-499-526-521-376-781-114-824-971-901-485-868-52-883-527-10-460-634-906-504-17-169-918-796-967-774-461-497-138-267-166-746-507-743-147-911--1001
19 1996.904 917 1001-993-220-454-73-594-852-917-846-550-513-451-459-61-760-33-162-837-314-972-263-840-904-836-927-112-747-389-286-1-533-210-307-660-187-317-471-107-384-103-607-741-702-671-303-978-241-130-593-557-912-294-184-411--1001
