total_number_routes=39
total_route_len=7376.408
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 258.112 200 401-5-160-337-330-143-215-46-147-153-89-166--401
2 240.085 200 401-17-326-214-355-117-247-162-320-168-283-289-158-104--401
3 203.751 160 401-23-371-38-333-111-194-363-251-316-276--401
4 161.261 200 401-33-255-29-135-140-279-90-196-321-76-311--401
5 228.491 200 401-49-51-181-389-1-116-127-245-242--401
6 229.218 200 401-56-290-182-236-61-218-11-369-110-35--401
7 203.666 200 401-63-213-121-233-173-161-50-383-261--401
8 214.033 190 401-73-265-380-85-328-177-95--401
9 156.977 170 401-80-315-221-284-351-58-356-134--401
10 167.337 190 401-92-266-165-180-179-386-379-312-246--401
11 214.234 200 401-94-54-339-262-400-8-319-260-197-84-230-224--401
12 119.162 150 401-97-331-398-66-7-257-300-13--401
13 212.754 180 401-102-69-222-159-304-71-14-288-6-178--401
14 196.729 200 401-105-155-395-361-272-306-377-124-2-347--401
15 169.734 200 401-112-198-12-9-47-299-305-219-28--401
16 203.667 190 401-114-44-348-235-388-281-129-263-176-137--401
17 196.975 190 401-126-115-141-252-370-274-138-170-4-190-275--401
18 158.470 200 401-186-154-381-202-342-309-118-21-346--401
19 247.329 190 401-189-174-390-271-244-57-48-345-98-250--401
20 142.580 180 401-267-364-340-373-167-277-325-368-37--401
21 51.000 160 401-286-88-217-209-185-10-152--401
22 249.308 200 401-291-52-16-314-136-317-22-399-132--401
23 232.395 190 401-292-226-109-172-26-350-282-352-40-183-123-75--401
24 109.204 180 401-301-139-280-392-36-191-349-344-130--401
25 209.365 170 401-303-144-24-93-229-204-295-103-220--401
26 194.264 160 401-322-151-270-193-19-55-120-294--401
27 221.795 170 401-324-156-133-210-382-338-256-205--401
28 212.796 200 401-332-310-308-146-268-79-113-211-59--401
29 197.833 170 401-334-216-358-195-285-18--401
30 202.108 200 401-335-385-199-82-296-359-254-293-60-53-313--401
31 82.115 190 401-343-269-64-208-100-145-318-106-297-329--401
32 222.090 190 401-357-77-74-394-68-148-378-164-367--401
33 209.979 200 401-360-287-31-362-108-248-171-243-239-192--401
34 73.957 170 401-366-150-83-354-206-99-184--401
35 232.512 170 401-374-32-62-39-67-65-396-307--401
36 114.200 110 401-375-149-101-157-212-169--401
37 193.026 200 401-387-278-78-231-188-125-225-323-43--401
38 223.631 180 401-393-298-87-70-302-201-25-96--401
39 220.267 190 401-397-72-203-365-273-341-207-187-200-119-232--401
