total_number_routes=37
total_route_len=7347.232
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 206.134 190 401-49-298-87-70-302-201-25-96--401
2 228.321 180 401-51-181-389-1-116-127-245-242--401
3 214.033 190 401-73-265-380-85-328-177-95--401
4 220.557 180 401-80-23-371-38-333-111-194-363-251-264-276--401
5 178.107 200 401-92-94-54-180-179-386-379-312-246-81--401
6 135.227 160 401-97-149-33-29-157-212-169-237-219-28--401
7 228.599 200 401-102-69-222-159-304-71-14-288-6-178-327--401
8 196.729 200 401-105-155-395-361-272-306-377-124-2-347--401
9 166.292 200 401-112-135-140-279-90-257-300-13-15-76-311--401
10 286.183 200 401-114-5-160-337-330-143-215-46-147-153-89-158--401
11 141.588 200 401-115-331-364-340-373-167-148-378-164--401
12 248.717 200 401-126-189-174-390-271-244-57-48-345-98-250--401
13 228.830 200 401-141-290-182-236-61-218-11-369-110-35--401
14 123.024 200 401-150-83-354-206-99-184-191-349-344--401
15 232.196 200 401-154-44-348-235-388-281-129-263-176-137--401
16 231.340 200 401-186-381-292-109-172-26-350-282-352-40-183-123-75--401
17 243.466 190 401-226-17-326-214-355-117-247-162-320-168-283-289--401
18 211.690 200 401-255-287-31-362-108-248-171-243-239-192-128--401
19 173.430 200 401-266-165-308-146-79-268-319-260-43-34-230--401
20 204.209 180 401-267-56-252-370-274-138-170-4-190-275--401
21 155.873 200 401-269-64-208-100-202-342-309-118-21-346--401
22 213.610 200 401-280-63-213-121-233-173-161-50-383-131--401
23 97.076 200 401-286-88-217-209-185-10-152-336-175--401
24 151.695 190 401-301-139-392-36-284-351-58-356-134--401
25 213.863 200 401-303-385-199-82-296-359-254-293-60-53--401
26 157.526 190 401-310-339-262-400-8-145-318-106-297-329--401
27 192.946 180 401-315-221-151-270-193-19-55-120-294-130--401
28 233.527 200 401-322-324-156-133-210-382-338-256-205--401
29 199.505 200 401-332-387-278-78-231-188-125-225-323--401
30 285.161 200 401-335-144-24-93-229-204-295-103-220-122-166--401
31 197.836 200 401-343-334-216-358-195-285-18--401
32 216.405 200 401-357-77-74-394-68-113-211-59-253--401
33 168.957 200 401-360-198-12-9-47-299-305-196--401
34 233.049 200 401-366-374-32-62-39-67-65-396-307--401
35 99.032 180 401-375-101-7-398-66-277-325-368-37--401
36 212.233 190 401-393-291-52-16-314-136-317-22-399--401
37 220.267 190 401-397-72-203-365-273-341-207-187-200-119-232--401
