total_number_routes=36
total_route_len=7787.556
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 219.376 199 401-13-155-44-255-25-73-351-192-132-387--401
2 211.064 195 401-41-333-69-6-62-130-167-59-322--401
3 82.301 195 401-75-211-349-318-72-140-169-361-393--401
4 222.686 200 401-92-129-394-382-174-294-137-268-185-124-86--401
5 104.546 198 401-93-143-296-256-23-76-32-214-363-22-357--401
6 219.936 200 401-95-149-50-67-189-205-252-353--401
7 209.262 194 401-104-232-78-392-372-148-251-275-253-40-262--401
8 221.072 200 401-107-276-49-151-324-91-385-5--401
9 196.023 200 401-108-360-90-97-224-226-26-53--401
10 174.681 197 401-121-391-295-288-375-177-210-39-204-219-85--401
11 160.330 197 401-125-282-259-63-306-304-187-203-131-182--401
12 160.835 198 401-141-47-242-344-3-348-2-77-277-126-18--401
13 306.735 200 401-142-323-287-134-390-112-249-326-197-74-293-336-102--401
14 299.454 196 401-144-337-312-272-341-302-339-300-119-310--401
15 204.702 200 401-145-377-199-264-24-30-260-320-281--401
16 241.537 200 401-156-139-71-51-292-27-303-198-354-257--401
17 193.423 197 401-161-317-374-56-373-330-307-34--401
18 287.890 200 401-164-196-165-261-314-166-191-163-20-105--401
19 347.469 200 401-186-270-222-236-247-16-309-227-216-244-80--401
20 226.520 199 401-194-278-9-381-299-335-371-200-397-7-358-84--401
21 223.404 199 401-207-168-118-65-138-123-52-170-266-154-133-370--401
22 158.192 200 401-213-383-150-217-136-117-332-369-178--401
23 289.643 195 401-218-171-21-395-215-175-70-48-37-240-212--401
24 281.821 199 401-228-263-79-122-29-338-64-229-220-183--401
25 227.725 198 401-238-400-355-181-297-380-1-271-109-364-235-206--401
26 229.149 200 401-245-89-10-4-239-279-195-110-345-111-291--401
27 204.702 199 401-269-346-233-258-31-366-101-237-158-290-103--401
28 197.754 198 401-283-147-68-230-342-265-113-96-94-99--401
29 253.356 200 401-298-100-280-289-246-356-157-350-234-225-241--401
30 188.864 196 401-308-146-42-19-61-160-379-343--401
31 154.220 200 401-313-127-316-243-179-173-352-285-334-319--401
32 225.325 196 401-315-328-162-87-389-82-152-57-286-305-116--401
33 262.122 192 401-329-311-254-221-325-209-38-399-153--401
34 212.132 196 401-368-248-176-223-274-88-54-365-83-81-66--401
35 188.925 195 401-396-340-115-367-267-11-15-327--401
36 200.380 199 401-398-250-359-46-55-128-106-386-8-376--401
