total_number_routes=11
total_route_len=9599.280
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 868.648 997 601-62-284-23-46-140-132-266-109-281-455-24-110-301-404-493-471-577-71-515-13-27-54-254-334-139-401-593-327-95-414-396-504-556-141-576-84-542-17-583-29-584-204-156-200-402-338-151-578-335-116-388-477-205--601
2 913.062 1000 601-127-44-438-63-55-474-6-480-423-543-379-564-162-600-427-522-553-5-354-276-476-518-383-326-143-198-246-188-133-443-412-287-294-10-237-69-92-61-500-501-207-431-159-360-7-509-223-278-513-277-457-99--601
3 926.737 994 601-199-103-391-297-149-550-214-453-96-599-174-344-33-221-580-492-420-163-90-491-430-252-521-325-121-567-482-333-128-263-194-238-56-39-74-262-25-582-65-210-467-233-308-265-111-406-369-209-517-268-368-279-142-429-225--601
4 880.905 998 601-211-363-231-382-173-66-358-104-138-479-283-452-343-562-36-436-21-555-22-67-428-123-520-213-538-458-88-399-215-459-197-164-77-559-398-389-11-591-270-481-408-531-417-581-316-64-195-285-169-595-286-342-523-472-579--601
5 1064.142 993 601-293-202-112-309-244-100-81-58-243-253-160-147-42-445-380-122-328-483-524-575-72-101-486-310-94-4-146-339-18-571-320-561-496-442-319-48-98-216-273-563-405-519-180-315-528-312-506-478-261-460-208-43--601
6 646.606 983 601-332-267-547-566-488-28-375-2-512-352-275-295-349-505-311-364-52-137-53-589-181-191-514-441-161-120-324-201-206-407-247-403-489-106-167-154-321-546-172-329-41-373-126-359-272-57-15-117-464-190-539-179-573-533-507-135--601
7 794.598 988 601-418-535-416-341-260-490-186-234-331-340-75-454-14-426-166-422-450-306-516-350-484-192-387-411-113-317-511-155-165-176-30-540-470-130-218-374-592-376-410-257-532-554-384-444-537-20-19-32-468-290-366-93-395-386--601
8 963.740 980 601-440-348-289-586-409-240-49-323-153-393-226-170-242-60-400-530-83-394-118-150-313-269-367-282-432-219-288-212-280-590-227-68-258-86-131-447-361-193-527-31-8-469-129-475-70-435-466-356-182-59-587-449-415-239--601
9 780.992 962 601-446-434-26-526-178-134-79-568-425-419-47-560-510-9-302-497-184-552-397-248-318-271-463-413-189-330-597-298-89-437-80-274-565-12-175-251-499-105-236-345-229-544-78-115-304-119-421-305-370-73-549--601
10 870.250 995 601-487-390-37-346-596-456-485-451-256-299-385-569-296-76-508-448-168-598-536-245-152-529-502-371-145-38-498-114-292-525-187-183-108-124-107-85-337-264-50-125-158-558-232-392-45-424-572-82-203-381-171-322-34-259-303-185--601
11 889.603 990 601-551-235-224-347-222-570-102-362-594-461-91-307-473-372-16-217-548-545-144-365-357-541-51-494-503-355-378-377-97-534-465-40-433-196-177-3-557-220-588-291-353-148-574-157-300-462-314-250-249-351-439--601
