total_number_routes=15
total_route_len=11102.471
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 832.880 993 801-71-457-584-573-496-428-264-287-410-516-635-637-660-491-140-248-514-171-750-298-282-127-633-754-465-672-462-648-49-696-28-173-647-20-107-100-307-47-174-693-654-294-658-433-313-372-475-550-659-510-375-638-1-244-241-359--801
2 760.007 996 801-73-472-110-591-779-662-135-214-734-499-760-561-251-530-317-588-711-381-267-608-172-46-59-447-101-362-695-232-397-374-414-408-768-255-188-43-724-355-57-302-148-729-283-6-453-13-466-336-639-167-780-668-483-500-748--801
3 638.514 844 801-165-76-99-93-704-661-790-309-212-518-756-628-419-69-95-62-759-793-273-92-565-646-511-363-21-581-421-155-231-589-715-490-789-580-119-117-217-8-418-699-176-143-609-284-55-316-367--801
4 841.256 988 801-191-396-773-412-48-12-725-122-679-674-141-471-327-407-115-240-98-246-85-488-330-615-579-438-187-487-50-527-338-123-77-378-61-560-285-280-18-448-531-649-137-361-206-308-403-296-220-104-258-795-65-68-84-152-14-26-96-568--801
5 789.390 991 801-193-199-480-249-337-60-440-271-522-129-163-395-272-701-398-546-386-677-341-431-235-769-427-738-673-498-41-444-735-353-242-370-469-74-221-80-79-279-636-342-552-154-478-311-577-218-547-452-390-216--801
6 746.940 995 801-380-411-532-509-459-484-721-770-266-442-376-777-747-170-291-257-189-144-601-799-455-622-195-594-749-587-536-688-136-593-196-178-259-667-25-205-612-202-422-277-489-200-181-618-2-42-432-534--801
7 655.598 994 801-437-3-52-236-349-247-485-366-644-570-160-315-796-751-702-798-102-11-312-505-237-426-15-17-630-113-112-651-4-467-502-730-470-676-22-417-785-586-456-776-234-385-118-384-335-392-229-130-737-436--801
8 768.224 998 801-446-420-569-556-132-190-757-592-350-559-539-533-383-158-595-168-434-664-265-545-606-705-718-56-698-44-461-753-415-299-792-329-382-624-413-494-558-58-540-186-324-576-775-108-732-619-406-339-481--801
9 691.334 996 801-523-268-763-742-610-7-354-401-710-755-728-655-120-709-67-430-717-281-222-138-70-106-352-512-656-219-83-666-767-121-238-524-334-224-322-423-643-476-678-250-290-578-525-326-27-328-348-611-24-535-542-787-708-492-346-331-507-766--801
10 619.999 959 801-528-32-213-616-685-393-183-781-51-388-449-585-343-574-351-634-159-409-243-38-758-166-72-620-719-35-604-389-208-504-300-458-435-783-225-571-782-680-405-180-726-464-623-564-468-583-332-687-600-9-575-310-567-541-399-305-439-209--801
11 689.886 948 801-543-145-692-391-652-210-450-149-29-503-147-161-40-377-607-292-153-134-150-739-473-260-387-275-689-340-788-31-626-204-538-404-124-557-716-86-497-400-97-369-226-198-555-304-262-274-203-416-474-663-582-133--801
12 807.409 1000 801-714-356-394-521-114-358-373-37-75-303-344-197-544-252-445-128-520-508-23-87-551-19-88-617-596-261-621-318-642-66-650-425-800-460-506-81-706-233-686-371-53-605-794-245-177-657-16-5-761-723-34-744-631-463--801
13 434.683 712 801-764-495-379-156-360-736-314-320-669-632-54-752-572-441-513-105-671-142-94-553-683-598-10-645-548-323-563-727-482-45-653-169-641-501-301-319-745-562--801
14 925.407 981 801-778-443-713-288-549-614-774-733-30-590-227-746-720-306-223-211-529-78-207-125-712-429-295-146-194-157-192-771-603-479-762-526-253-185-625-613-179-493-691-256-703-151-627-519-629-740-681-537-90-599-515-602-269--801
15 900.944 992 801-784-239-731-640-276-89-103-675-791-424-39-201-325-454-345-670-682-270-554-263-517-707-722-694-109-164-700-228-182-347-684-289-333-293-566-357-451-786-665-139-33-184-321-765-741-131-743-215-126-64-597-402-797-116-297-91-278-364-486--801
