total_number_routes=11
total_route_len=12253.469
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1213.284 961 601-98-34-530-249-215-587-113-597-15-92-578-46-181-205-308-307-503-370-174-231-143-475-290-351-146-592-371-316-538-173-208-200-32-328-545-471-478-176-343-436-43-500-264-134-37-81-48-311-38-258-109-450-390-598-55-261-446--601
2 973.743 999 601-115-304-319-482-470-576-179-591-210-525-67-68-302-494-565-326-268-574-303-218-423-432-123-508-534-579-408-560-17-429-305-124-39-324-399-36-317-150-293-401-518-188-474-447-202-516-31-345-425-595-286-593-469-187-177-379-323-25-358--601
3 1237.698 966 601-166-70-507-365-301-238-564-167-49-577-59-289-9-492-348-398-170-502-411-198-18-128-523-217-529-4-363-484-225-229-271-224-443-590-558-111-512-298-7-196-496-533-95-414-391-553-117-85-135-280-266-156-462-30-522-1--601
4 849.911 983 601-209-461-421-457-524-511-409-449-527-459-563-373-337-582-131-50-410-191-350-164-444-178-378-89-294-594-566-407-110-541-228-19-445-472-295-291-417-220-589-306-246-22-27-433-28-369-353-5-465-61--601
5 958.325 926 601-221-296-334-504-438-165-185-126-550-216-161-206-21-104-96-397-40-171-549-515-12-341-184-434-464-354-237-400-133-333-468-279-297-213-336-252-281-93-528-499-490-244-257-327-340-381-539--601
6 1201.575 995 601-364-344-142-122-112-544-136-318-382-367-352-283-329-320-91-586-41-239-235-6-413-64-520-201-116-108-559-332-42-554-52-557-581-273-466-33-11-8-254-537-386-599-242-383-513-346-204-359-331-20-546-377-212-440-248-412-349--601
7 1139.917 995 601-395-480-285-263-90-384-300-357-130-356-87-234-2-24-588-56-214-274-600-510-366-476-121-572-183-505-230-396-13-562-561-355-106-569-127-361-195-160-78-102-44-240-335-427-159-292-272-428-514-376-389-35-402--601
8 1246.085 996 601-439-114-80-66-479-495-596-288-526-57-29-26-571-211-16-139-489-227-247-312-256-58-487-325-287-180-94-151-77-342-132-455-454-278-203-531-149-193-163-3-255-265-452-259-190-540-175-521-321-105-485-584-392-138-426--601
9 1120.973 976 601-453-141-275-542-169-284-463-488-144-99-424-129-262-158-88-97-322-405-83-313-419-79-253-437-60-442-241-517-226-194-219-86-53-153-573-51-394-338-73-65-145-385-481-448-509-585-362-148--601
10 1312.296 980 601-532-118-23-460-207-568-197-435-76-491-556-403-84-137-107-473-314-418-575-155-100-420-222-347-120-570-580-583-497-388-182-267-506-519-47-140-543-72-62-233-168-172-330-74-75-404-339-372-555-441-277-282-310--601
11 999.664 960 601-547-456-393-387-82-54-406-501-416-260-236-535-380-162-309-189-415-63-431-551-552-477-498-103-10-186-243-368-493-269-245-276-125-375-14-250-315-374-422-101-360-157-299-152-223-536-69-192-270-251-458-147-467-567--601
