total_number_routes=11
total_route_len=12577.362
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1312.106 1000 601-80-548-66-90-384-50-86-410-350-191-24-588-13-394-121-194-219-131-366-274-600-510-582-226-442-60-471-32-173-538-316-53-374-422-569-153-573-51-73-145-385-65-338-292-335-240-427-159-476-56-272-200-514-428-566-261--601
2 1228.987 996 601-98-532-34-118-23-365-301-460-207-197-435-519-268-326-565-543-494-348-492-9-59-499-113-587-128-523-217-18-174-370-198-96-279-468-354-133-434-252-213-336-161-134-541-37-81-311-38-258-390-297-450-104-291-93-71-438--601
3 1129.011 968 601-115-296-482-470-576-289-179-591-210-525-67-68-508-423-218-303-432-123-534-579-408-282-560-429-305-39-124-324-317-36-399-477-498-10-269-245-493-203-531-454-132-342-77-160-195-331-78-102-101-585-448-481-2-509-572-389-35--601
4 1136.740 987 601-166-70-507-249-304-319-215-577-49-167-564-529-363-484-225-229-224-568-443-512-196-590-271-302-4-433-22-558-353-369-530-17-425-595-117-7-414-391-553-462-280-401-135-85-318-382-266-347-156-473-107-277-310--601
5 1165.630 991 601-177-387-82-54-406-169-463-488-424-262-204-287-325-487-58-129-284-247-551-431-239-235-6-559-108-552-501-8-33-466-554-52-557-581-273-584-254-11-175-540-489-190-259-255-383-312-346-359-151-20-546-57-288-88-248-440-451--601
6 1091.335 992 601-221-504-306-597-185-126-550-281-21-206-397-109-171-549-12-515-40-411-502-170-398-464-237-400-333-184-341-48-445-19-228-371-592-264-351-92-176-343-43-500-478-545-328-360-157-299-152-270-251-376-479-148-79-412--601
7 1155.446 1000 601-395-114-480-285-263-457-165-15-231-503-216-446-308-205-407-181-46-594-294-578-253-437-241-313-419-377-158-125-180-186-243-116-201-163-520-413-64-452-265-256-278-368-513-599-537-386-242-521-321-105-485-392-138-187--601
8 1097.216 989 601-439-461-421-381-524-511-409-449-527-459-563-373-337-208-164-444-214-89-178-378-110-307-55-146-475-290-143-220-589-472-295-417-246-27-28-238-168-233-62-72-574-47-140-75-74-330-490-528-598-244-340-436-327-539-486--601
9 873.846 919 601-453-141-275-349-542-99-144-455-149-571-193-211-3-16-139-227-63-189-260-367-535-283-329-332-91-41-586-320-380-352-518-150-293-447-474-112-202-516-31-345-522-593-469-323-45-5-465--601
10 1314.446 993 601-456-364-286-344-142-544-136-42-162-236-309-415-416-122-30-137-84-403-95-418-575-155-100-267-420-222-120-580-314-555-182-388-497-583-570-188-298-111-496-556-441-533-506-372-339-491-76-404-172-199--601
11 1072.599 902 601-596-495-362-375-526-29-26-87-356-505-300-357-83-130-322-97-94-405-355-561-234-562-396-230-183-106-517-44-315-250-127-361-14-223-212-536-276-69-192-567-154-119-147-467-358-25-483-393-379-430--601
