total_number_routes=36
total_route_len=8834.676
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 242.267 198 401-10-397-284-383-79-275-52-35-289-229--401
2 224.806 198 401-13-386-162-362-45-26-338-92-141-56-214-8--401
3 230.082 197 401-24-166-4-184-117-211-360-268-372-39--401
4 362.783 194 401-30-149-308-252-205-62-264-140-306-370-123--401
5 269.190 195 401-43-164-294-32-139-22-23-196-132--401
6 256.419 200 401-72-309-380-16-240-128-366-74-47--401
7 164.941 199 401-86-90-163-391-259-315-225-210-19-249-302--401
8 168.404 198 401-104-11-40-54-209-57-154-9-107--401
9 292.092 197 401-108-351-157-14-248-348-202-83-198-200-12--401
10 327.887 200 401-119-136-66-255-3-374-387-112-299-356-239-371--401
11 273.284 200 401-122-69-34-296-221-25-257-354--401
12 301.599 198 401-155-301-328-246-99-114-237-265-238-293-367-37--401
13 173.294 196 401-168-138-116-172-276-215-310-146-133-95--401
14 296.189 192 401-177-187-223-285-320-192-148-390-312-373-207-396-282--401
15 178.938 198 401-188-250-336-120-368-27-217-189-329-369-98-344--401
16 298.912 200 401-206-381-158-115-105-392-18-80-1-332-242-340--401
17 142.571 200 401-218-216-236-303-280-125-261-325-44--401
18 218.581 200 401-224-213-147-97-379-378-173-346-131-313--401
19 296.264 200 401-243-273-190-129-102-41-267-231-254-100--401
20 216.627 196 401-244-357-318-271-71-235-382-48-150-395--401
21 281.132 190 401-251-46-247-333-208-352-55-321-277-81-113--401
22 249.083 196 401-270-377-361-222-350-75-171-127-142--401
23 216.738 190 401-281-84-170-156-330-393-234-339--401
24 199.753 194 401-287-347-106-204-175-59-2-5-121--401
25 238.878 197 401-290-266-64-364-326-15-82--401
26 239.607 200 401-291-260-327-399-174-305-31-167-307--401
27 259.169 196 401-298-118-241-292-343-6-358-58-7-355-124-85--401
28 248.811 195 401-304-341-375-278-263-316-101-93-111-165-88-228--401
29 146.670 200 401-311-94-245-319-349-179-60-384--401
30 193.287 200 401-314-388-143-89-194-193-269-199-182-180-181-78-220--401
31 296.560 197 401-317-274-159-212-20-144-29-286-61-176--401
32 393.972 200 401-322-195-283-152-135-126-68-345-297-363-201-77--401
33 253.364 200 401-342-87-21-65-36-67-134-230-161--401
34 136.958 198 401-376-42-28-227-334-137-186--401
35 312.702 200 401-389-385-103-262-151-110-183-53-272-331--401
36 232.860 200 401-394-398-197-253-219-153-38-96--401
