total_number_routes=11
total_route_len=15096.205
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1249.838 913 601-98-532-344-142-122-137-491-155-418-314-473-107-429-560-408-579-590-443-512-17-516-447-474-188-570-298-202-31-425-345-286-593-595-5-45-323-154-567-458-147-192-270-251-467-358-25-379-177--601
2 1506.105 999 601-112-136-544-260-236-535-380-162-309-415-416-424-262-287-325-487-312-256-58-129-247-551-41-91-329-283-352-518-401-293-150-586-320-235-559-108-33-466-42-332-554-52-557-581-273-8-11-175-540-190-521-321-105-485-584-392-138--601
3 1180.131 969 601-115-221-334-504-438-185-126-550-216-161-503-205-181-46-578-594-294-566-89-214-56-121-2-230-396-562-13-476-219-173-538-316-208-32-471-328-545-478-500-264-281-528-499-490-327-340-381-539-486-232-465-61--601
4 1439.074 992 601-141-275-542-99-144-26-29-57-526-288-88-357-130-322-97-94-180-186-368-243-116-552-498-103-10-269-125-276-245-493-203-531-455-454-132-193-149-278-383-599-386-254-280-135-85-553-266-462-30-282-522--601
5 1411.805 999 601-166-70-507-34-118-23-460-207-568-197-435-76-574-268-326-565-303-218-423-84-556-403-575-100-420-222-120-347-580-583-497-388-182-267-519-111-196-496-506-391-117-7-414-95-533-555-372-339-404-441-156-277-310--601
6 1464.415 993 601-296-482-470-576-591-179-104-21-206-96-397-171-549-12-515-40-411-502-170-398-18-434-464-237-400-184-341-445-19-228-371-592-146-351-290-472-295-291-93-417-246-27-28-168-233-62-72-47-140-75-543-74-330-172-450-390-71--601
7 1323.275 992 601-304-365-301-238-68-302-494-67-525-210-577-9-492-348-564-167-49-59-289-587-113-597-92-253-437-79-158-419-313-241-83-505-405-561-355-106-183-572-226-517-315-250-14-375-127-361-77-342-151-160-195-331-78-102-362-212-248-412--601
8 1276.813 958 601-395-114-80-66-480-285-263-457-165-15-215-319-249-530-508-534-123-432-523-128-217-529-4-363-484-225-229-224-271-433-22-558-353-369-469-187-69-536-223-152-299-157-360-101-44-240-335-427-159-292-272-376-389-35-402--601
9 1444.705 962 601-439-209-461-421-524-511-409-449-527-459-563-373-337-582-164-444-178-378-407-541-307-308-110-475-174-370-198-297-279-468-354-333-133-252-213-336-48-134-37-81-311-38-109-598-258-244-55-514-428-261--601
10 1373.196 991 601-453-596-495-479-90-384-50-131-410-350-300-356-87-234-24-588-191-194-366-274-600-510-442-60-306-231-143-220-589-176-343-436-43-200-53-86-374-422-569-145-73-153-573-51-394-338-385-65-448-481-509-585-440--601
11 1426.848 969 601-547-456-364-393-387-82-501-54-406-169-284-463-488-571-211-16-139-489-227-63-189-367-382-318-39-305-124-324-317-36-399-477-431-239-6-413-520-201-64-452-265-163-3-255-259-242-537-513-346-204-359-20-546-377-148--601
