total_number_routes=18
total_route_len=23341.215
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1026.979 992 1001-11-389-402-87-393-983-771-792-989-644-481-416-210-472-66-352-216-603-691-567-329-81-544-341-301-227-133-491-577-598-194-58-840-651-482-649-184-843-718-36-495-136-447-207-650-222-338-284-178--1001
2 1204.507 993 1001-59-886-440-448-2-876-281-10-920-825-815-628-25-847-917-465-740-585-328-197-229-752-276-833-987-366-12-689-309-703-739-593-905-318-489-606-624-62-279-397-9-704-747-812-61-280-138-76-761-442-324-8-378-463-485-893-141--1001
3 1451.480 1000 1001-93-850-271-741-88-297-211-431-821-892-774-828-71-986-630-253-262-671-15-582-56-104-962-999-200-499-468-948-939-848-773-213-949-3-443-290-658-392-1-910-936-72-4-968-154-208-106-622-434-697-257-78-218-368--1001
4 1298.905 989 1001-114-363-215-401-692-515-428-713-971-375-155-26-764-707-516-483-492-693-188-777-548-683-123-560-573-690-303-260-471-323-89-889-486-592-493-890-390-249-91-956-412-33-205-620-232-546-121-673-978-804-103-529-159-820-926-192-790--1001
5 1298.751 930 1001-176-149-451-437-228-581-311-855-238-657-679-17-984-383-144-308-746-837-867-539-466-220-996-839-419-860-656-439-409-617-475-862-217-265-237-655-738-494-934-863-181-677-711-669-527-269-384--1001
6 1371.773 994 1001-234-754-388-904-27-342-312-800-596-137-898-947-885-733-44-653-479-31-373-310-621-212-827-530-743-916-563-457-174-525-788-306-254-510-80-614-832-127-177-907-882-193-879-688-566-313-970-842-433-221-623--1001
7 1220.322 980 1001-275-285-143-162-135-52-360-778-150-776-963-637-219-896-675-813-576-552-117-446-16-365-998-504-195-110-454-969-708-122-965-108-263-288-320-571-985-977-331-561-399-953-112-172-236-781-470-129-982-42-654-94-557-580--1001
8 1103.521 1000 1001-344-578-533-326-870-720-676-474-1000-732-751-175-941-908-952-846-57-990-452-377-364-844-729-856-278-616-41-165-809-682-231-873-456-242-337-183-167-701-829-336-380-198-282-223-274-646-429-750-209-558-652-435-259-54-158-396--1001
9 1470.561 990 1001-370-240-327-107-906-549-487-853-225-534-37-354-148-974-932-82-436-878-362-330-710-49-256-353-915-639-719-681-289-404-164-680-84-480-712-524-277-807-39-459-498-29-70-332-432-831-662-460-802-83-912-250-801--1001
10 1136.847 999 1001-477-727-927-273-316-350-74-883-588-517-514-426-405-814-171-903-180-521-736-670-841-579-523-267-321-824-20-861-455-23-638-445-901-96-22-553-287-819-721-142-490-796-391-540-565-667-633-166-34-730-423-759-799-43-536-872--1001
11 1422.021 998 1001-542-556-909-894-532-960-755-537-931-105-146-545-685-518-63-973-201-315-724-179-798-702-55-512-473-897-95-98-826-24-992-678-854-794-520-928-918-775-600-299-247-604-191-749-938-780-865-444-226-648-611-877-478-595--1001
12 1391.805 999 1001-659-101-922-547-838-126-349-464-647-967-976-484-845-334-60-869-587-830-822-601-381-152-139-880-634-975-966-625-589-554-376-461-924-783-32-550-358-858-899-119-348-111-120-295-766-46-140-417-185-972-128-182-13-113-168-608-387--1001
13 1360.686 996 1001-779-991-252-407-244-6-538-955-817-14-304-77-823-424-203-930-134-635-613-803-367-791-642-147-835-668-925-609-157-782-705-268-664-102-586-335-980-359-255-357-913-946-619-340-770-551-583-292-785-283-130-369-163-86-509-911-427--1001
14 1211.174 988 1001-787-235-264-866-933-709-51-767-612-21-762-884-636-325-528-568-169-797-564-849-852-810-699-981-118-441-715-190-543-125-356-789-632-411-415-333-663-450-723-700-187-413-940-186-385-836-994-53--1001
15 1148.609 998 1001-793-230-871-610-65-374-868-161-818-737-414-45-805-449-923-40-618-160-469-937-615-645-75-307-496-382-811-421-993-575-243-728-100-97-19-535-902-857-511-569-513-696-30-189-199-7-425-772-497-995-505-562-979-173-641-745-90--1001
16 1615.771 994 1001-859-272-660-386-607-605-206-959-500-346-584-305-50-694-462-748-640-851-881-943-204-572-914-418-488-266-816-343-422-687-717-559-372-526-28-145-942-506-935-574-241-895-294-92-394-410-99-339-73-438-921-156-79-151-555-964-109-270--1001
17 1278.866 990 1001-929-686-453-261-695-763-5-760-293-501-706-248-864-124-314-961-808-753-944-476-508-355-395-116-742-945-286-408-18-900-627-887-684-988-47-786-919-319-64-251-258-626-698-467-666-503-507-734-347-458-834-202-398-758-631-430-597-722-224-67--1001
18 1328.634 992 1001-954-602-806-68-38-300-629-725-298-731-891-958-874-522-233-768-672-351-875-888-591-245-170-756-599-784-716-950-361-345-665-35-594-131-239-674-951-519-379-85-400-69-502-769-997-570-643-371-403-322-196-132-661-726-48-765-406--1001
