total_number_routes=29
total_route_len=16442.467
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 713.953 670 1001-50-833-138-363-821-622-606-7-212-109-483-156-978-619-92-790-193-632-996-186-938-928-737-22-950-568-710-304-39-154-6-784-113-522--1001
2 630.758 670 1001-73-826-279-929-338-858-625-9-981-810-238-448-630-218-305-227-744-927-42-782-614-851-969-653-998-200-847-326-692-834-354-687-979-845-157--1001
3 428.988 670 1001-97-333-473-804-829-911-540-891-397-535-945-997-220-401-142-567-872-194-973-781-648-505-270-40-506-593-708-168-329-528-968-461-414--1001
4 649.385 560 1001-98-1000-749-455-499-164-201-909-70-678-918-685-124-876-451-894-465-701-910-416-700-52-11-496-244-952-515-319-370-759-409--1001
5 673.757 690 1001-111-673-379-197-776-640-38-258-95-572-951-250-206-278-253-857-809-856-209-941-444-127-371-888-574-711-904-780-765-299-386-177-222-388-433--1001
6 689.792 700 1001-119-650-457-107-518-935-576-598-727-165-863-294-223-607-510-693-205-331-655-259-706-864-715-381-912-443-849-404-297-621-770-477--1001
7 473.591 690 1001-170-296-590-867-513-236-559-890-542-900-292-428-794-23-878-282-126-680-47-61-519-348-146-775-958-182-807-962-755-261-816-341-948-585--1001
8 519.550 670 1001-189-859-587-14-346-41-656-180-116-214-806-716-839-961-552-3-705-243-55-860-595-161-544-828-440-272-564-100-618-378-812-470-906-399-925--1001
9 321.134 650 1001-280-921-767-674-318-602-271-798-639-739-417-743-901-325-430-660-573-591-603-174-724-368-56-778-330-482-634-84-128-328-529-844-902-675-975--1001
10 457.174 640 1001-291-12-172-545-712-8-720-999-555-936-641-453-188-265-814-917-663-268-91-274-984-284-831-965-247-688-926-1-808-287-803--1001
11 570.954 570 1001-308-862-881-474-604-285-987-94-405-103-848-623-971-481-886-525-736-955-135-638-59-631-176-897-893-74-683-231-691-334-452--1001
12 516.079 700 1001-309-210-203-406-575-437-415-219-438-58-843-838-204-343-488-924-547-837-773-869-578-562-771-788-380-266-920-761-140-216-327-240-283-752--1001
13 699.882 650 1001-350-460-419-730-364-991-820-117-500-479-178-874-242-434-735-463-133-840-549-361-175-301-558-456-489-120-366-887-43-672-208-353--1001
14 523.624 640 1001-382-903-277-504-943-337-777-37-944-551-855-850-563-994-627-694-538-196-923-373-191-742-548-880-795-290-866-90-344-612-425-571-25-642--1001
15 491.176 690 1001-383-252-183-554-421-983-586-431-108-442-166-104-597-393-599-875-27-557-228-424-666-316-306-289-122-696-60-476-101-740-102-930-466-817-842-532--1001
16 511.963 620 1001-387-356-509-394-130-580-230-722-359-689-303-385-269-106-501-697-159-362-400-26-854-347-682-536-169-939-53-246-185-916-649-221--1001
17 587.422 700 1001-408-88-922-932-143-531-224-861-63-846-896-738-898-44-427-77-254-546-295-365-435-211-534-323-351-704-395-779-617-454-899--1001
18 675.661 670 1001-423-155-495-49-34-134-471-468-772-908-818-824-171-485-791-583-396-144-986-725-65-832-192-30-766-372-410-179-954-439-48-66-796-81--1001
19 475.107 690 1001-445-942-389-745-654-64-729-213-662-267-946-543-756-136-723-717-570-487-69-321-813-980-581-173-616-75-646-402-349-163-934-276-819-793-384-645-486--1001
20 405.358 560 1001-472-610-970-539-684-601-524-635-376-420-249-690-19-560-579-533-709-748-527-633-336-2-153-36-68-615-503-215--1001
21 642.968 670 1001-550-449-422-963-313-281-914-605-17-121-480-484-992-275-985-721-677-29-658-493-273-768-787-158-151-407-620-643-933-553-18-636-629-21--1001
22 649.886 640 1001-565-241-561-257-786-462-459-229-62-426-307-251-895-167-763-199-129-33-502-695-467-360-87-418-802-747-657-377-464-947-841-977-458-112-508--1001
23 605.710 680 1001-589-835-446-110-566-86-475-512-669-413-825-195-339-132-889-262-148-54-436-541-800-79-879-537-357-523-679-93-311-16-260-507-805-105--1001
24 424.067 660 1001-613-713-913-141-314-526-441-511-28-783-964-836-974-769-797-596-940-114-919-628-300-751-432-237-668-202-728-35-884-882-671-865--1001
25 454.998 690 1001-651-342-78-827-67-352-96-746-652-491-187-960-390-184-494-907-403-374-20-521-764-245-584-312-80-310-99-115-118-31-335-731-15-600-149--1001
26 794.067 700 1001-659-801-822-877-760-137-181-608-10-892-753-217-664-707-762-288-703-972-232-83-125-799-263-226-145-235-956-207-160-45-225-719-82--1001
27 623.766 670 1001-665-582-718-937-647-255-905-391-398-758-811-57-915-76-429-234-162-340-71-24-750-754-741-51-868-198-358-412-517-734-152-248-317-698-644--1001
28 533.245 690 1001-733-967-823-792-993-298-670-322-520-569-320-995-375-469-286-982-870-4-411-852-556-514-85-594-498-123-966-624-714-497-931-492-46-611-667--1001
29 698.450 650 1001-757-957-345-530-450-988-516-953-233-5-885-147-853-726-989-789-72-815-369-32-785-681-774-990-392-131-661-592-883-190-355-871-699-13--1001
