total_number_routes=59
total_route_len=21412.218
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 347.839 194 601-4-245-110-129-597-281-346-72-459--601
2 422.300 175 601-13-217-530-5-585-576-134-476--601
3 485.037 151 601-24-424-386-462-215-273-559-433-503-268--601
4 269.343 181 601-31-421-564-157-293-175-404-109--601
5 388.442 188 601-38-230-88-444-246-97-253-255-441-562--601
6 203.299 174 601-71-235-221-499-126-103-522--601
7 508.303 188 601-86-45-18-156-437-165-536-591-76-158--601
8 419.711 182 601-104-201-260-534-34-468-561-494-62-93--601
9 489.715 181 601-120-28-513-51-295-35-314-87--601
10 311.413 190 601-128-205-212-77-29-387-130-580-475-590-538--601
11 320.782 183 601-150-39-10-19-238-520-473-305-479-6-247--601
12 237.817 176 601-162-151-422-313-147-331-102--601
13 403.093 198 601-167-170-558-383-291-374-484-452--601
14 423.045 195 601-176-152-298-440-552-209-390-275-342-164-241--601
15 445.307 199 601-184-325-487-403-100-178-7-349-15-259-415--601
16 272.153 185 601-207-586-318-343-296-188-583-523-200-474-193--601
17 408.494 198 601-226-588-252-582-555-464-144-306-203--601
18 332.702 197 601-233-118-303-78-435-482-446-155-560-292-434--601
19 23.409 34 601--601
20 320.577 193 601-256-287-199-64-525-21-81-372--601
21 127.949 137 601-261-234-371-153-172-106--601
22 231.678 172 601-263-101-42-187-324-182-198-140-112-388--601
23 323.368 200 601-264-539-328-425-65-160-355-353--601
24 270.509 194 601-266-515-196-84-361-363-74-510-47--601
25 351.502 184 601-282-368-105-541-488-262-123-283-456--601
26 289.212 197 601-302-145-551-477-428-216-63-577-592--601
27 467.165 190 601-315-195-599-339-95-466-143-335-496-406-44--601
28 461.095 176 601-322-384-537-308-111-191-532-135-483-307--601
29 398.426 170 601-329-531-596-115-213-332-448-405-277--601
30 297.668 194 601-336-2-376-250-173-90-285-219-154-365--601
31 196.376 101 601-338-546-43-527-276--601
32 429.217 196 601-354-177-533-573-69-472-380-391-211-543--601
33 400.247 194 601-356-320-327-491-471-394-454-519-517--601
34 533.745 196 601-367-589-146-438-183-321-290-544-571-319-512-53-557--601
35 288.130 175 601-377-445-210-385-549-79-501-294--601
36 527.226 184 601-393-249-509-108-317-107-341-545-397--601
37 522.859 193 601-395-447-381-548-23-141-49-524-33--601
38 208.632 162 601-398-75-139-401-461-430-593-516--601
39 330.034 191 601-411-429-121-511-569-91-48-370-505--601
40 472.391 196 601-413-540-326-58-489-224-67-420-254-124--601
41 409.880 200 601-423-73-229-37-179-202-231-171-402-197-373-9--601
42 301.064 182 601-451-132-99-278-506-20-174-408-316--601
43 431.395 145 601-455-595-300-227-485-286-553-465-566--601
44 468.838 194 601-457-1-547-242-220-131-507-497-98--601
45 378.345 173 601-480-59-136-565-14-458-61-587-521--601
46 453.230 199 601-481-418-542-149-279-180-8-83--601
47 274.165 174 601-502-526-26-486-500-490-208-280-243-204--601
48 378.655 200 601-504-127-392-399-330-190-299-168-572-427--601
49 361.905 194 601-508-347-443-419-416-228-258-344-142--601
50 377.277 191 601-514-529-94-379-218-96-323-340-478-116--601
51 314.757 197 601-550-414-267-25-518-82-270-125-409-493-240--601
52 441.045 194 601-556-60-375-148-360-568-426-337-554-333-350-412--601
53 254.594 181 601-563-449-469-528-223-389-89-138--601
54 492.015 187 601-570-189-289-312-358-297-407-119-92--601
55 280.832 198 601-574-192-378-159-274-244-450-467-68--601
56 389.518 187 601-579-439-410-600-357-41-12-351-498--601
57 435.783 190 601-581-57-400-30-460-236-304-206-567--601
58 396.327 193 601-584-301-55-334-32-382-113-432--601
59 412.381 194 601-598-535-27-453-431-492-284-52-85-251-214-137--601
