total_number_routes=80
total_route_len=36889.963
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 562.880 195 801-5-319-390-125-620-699-550-387--801
2 630.799 199 801-16-284-104-260-720-154-105-625-57-257-454-495-719--801
3 631.053 192 801-26-779-18-228-46-795-12-327-210--801
4 73.348 19 801--801
5 568.735 197 801-50-163-545-540-687-38-542-594-628-663-745--801
6 457.950 177 801-65-789-165-133-181-252-286-662-346--801
7 587.811 191 801-68-248-164-724-706-571-159-20-246-756-336--801
8 512.840 195 801-78-404-508-48-179-167-42-316-56--801
9 352.976 187 801-80-184-452-752-763-222-86-609-591--801
10 620.266 198 801-81-427-35-127-112-392-654-348-683--801
11 615.040 199 801-115-513-708-734-547-562-214-614-705-285--801
12 636.814 197 801-137-659-557-741-772-400-19-40-254-199-595--801
13 424.712 189 801-138-343-422-721-69-501-682-383-269-206-129--801
14 535.642 197 801-183-732-365-47-372-470-631-691-366--801
15 106.375 75 801-204-217-376--801
16 732.348 198 801-209-426-75-263-616-385-11-401-707-714--801
17 389.273 196 801-211-323-276-377-341-155-608-226--801
18 303.476 133 801-220-652-152-24-484-560--801
19 382.565 200 801-239-487-265-344-502-300-455-509-114--801
20 518.081 190 801-247-693-281-293-742-441-119-330--801
21 506.599 196 801-266-148-360-3-769-792-781-273-762-190-438--801
22 16.000 37 801-296--801
23 634.976 194 801-297-334-192-10-136-364-22-597-369-368-23--801
24 432.317 197 801-302-309-225-697-243-718-692-174-695-729-701-444--801
25 530.160 190 801-303-606-143-354-429-227-476-582-186-583--801
26 430.229 185 801-315-751-653-130-457-744-677-232-584-153--801
27 404.984 191 801-335-396-604-268-54-89-93-601-352--801
28 626.106 193 801-339-432-533-492-665-379-753-118-671--801
29 468.837 200 801-351-605-442-147-618-520-71-139-623-17-479--801
30 472.474 193 801-357-8-774-445-649-95-507-660-572--801
31 544.022 200 801-382-355-161-650-213-367-544-324-450-451-62--801
32 370.076 160 801-384-536-13-558-36-176-466-15--801
33 570.536 192 801-386-590-778-418-272-551-474-755-621-150--801
34 140.346 66 801-388-87--801
35 540.048 196 801-402-585-244-251-700-420-310-135-132-321-126--801
36 428.458 185 801-408-97-111-128-716-565-760-333-32-702-162--801
37 447.855 195 801-409-31-607-711-326-593-358-556-512-581-131--801
38 507.807 200 801-415-798-670-749-715-255-180-726-172-142-468-53--801
39 448.051 183 801-419-646-573-437-770-55-117-528--801
40 218.814 147 801-430-538-157-25-651-737--801
41 664.699 198 801-431-96-171-496-750-123-738-516-630-350--801
42 514.784 200 801-433-647-589-51-92-178-166-440-374-410-563--801
43 434.228 195 801-439-740-353-790-261-679-449-52-784-107--801
44 207.834 84 801-446-158-170-277--801
45 526.367 196 801-456-685-242-73-141-733-305-690-797-347-675-191-294--801
46 494.519 197 801-461-531-44-539-245-1-381-39-6--801
47 391.980 192 801-463-120-264-189-638-529-688-411-579-337--801
48 200.493 147 801-475-64-519-103-787-134--801
49 491.299 155 801-481-694-417-45-342-234-280-570-514-485--801
50 359.567 195 801-504-639-643-506-375-497-678-238--801
51 609.136 170 801-515-292-201-471-491-205-543-262-793--801
52 620.435 200 801-518-530-67-177-486-549-800-27-633--801
53 448.135 199 801-527-644-275-21-393-712-237-306-535-478-9--801
54 364.912 183 801-532-394-788-735-109-361-794-698--801
55 319.196 184 801-537-493-100-395-59-7-666-483--801
56 563.803 182 801-553-196-566-188-799-548-592-219--801
57 452.649 198 801-554-230-233-761-363-43-447-312-370-764-317-599--801
58 292.699 142 801-559-331-686-546-380-460--801
59 591.408 195 801-568-270-523-229-79-311-175-72-552-149-60--801
60 574.510 139 801-576-657-378-108-122-282-759--801
61 415.786 192 801-578-645-580-722-124-405-218-757-626-629--801
62 535.366 199 801-588-318-674-567-498-278-522-406-308-299-510--801
63 414.306 190 801-602-63-611-459-14-235-240-503--801
64 723.900 197 801-624-465-345-617-434-203-526-407-160-156-443-771--801
65 696.139 193 801-636-661-754-290-689-289-295-198-389-77-435-70--801
66 355.870 197 801-658-83-598-98-613-577-259-767-197-102--801
67 654.878 174 801-668-145-151-256-587-768-488-428-271-664-182--801
68 345.561 186 801-676-796-448-603-489-524-398-113-743-298--801
69 614.570 176 801-696-627-655-640-253-322-373-249-307--801
70 530.913 167 801-704-511-320-472-648-359-4-739-66--801
71 536.538 180 801-713-101-494-88-681-776-462--801
72 490.360 198 801-717-185-634-637-421-473-413-216-709--801
73 224.465 159 801-725-61-736-610-258-267-274--801
74 216.237 89 801-727-423-332--801
75 692.564 200 801-747-477-521-82-99-30-325-328-193-480-669--801
76 360.402 186 801-758-215-291-791-223-703-622-731--801
77 411.528 199 801-765-499-116-500-672-76-490-283-168-397-667--801
78 494.934 189 801-773-766-748-723-453-212-140-403-356-169--801
79 248.314 184 801-775-684-399-110-615-782-58--801
80 422.999 200 801-783-680-85-41-84-780-340-200-194--801
