total_number_routes=94
total_route_len=41853.356
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 284.520 180 1001-3-402-456-565-193-670-646-263--1001
2 576.046 190 1001-28-775-973-188-527-245-793-636-147--1001
3 274.425 200 1001-36-394-441-40-282-298-119-610-23--1001
4 440.384 170 1001-38-262-63-324-421-369-261-838-697--1001
5 345.759 200 1001-66-545-778-129-8-491-821-150-383-695--1001
6 319.509 200 1001-72-231-1-70-496-166-515-307-687--1001
7 529.918 200 1001-76-631-467-333-639-229-730-88-659-110--1001
8 609.615 200 1001-95-834-557-381-271-215-630-80-236-264-750-642--1001
9 511.536 190 1001-106-385-81-958-505-142-516-341-431--1001
10 544.960 180 1001-115-962-486-743-440-512-397-939-123--1001
11 431.751 190 1001-122-316-678-57-131-593-953-560-418-159--1001
12 179.437 200 1001-130-725-612-904-855-13-78-794-971-628-376--1001
13 497.466 200 1001-148-616-313-481-74-876-795-114-338-895-416-805-878--1001
14 524.289 200 1001-158-789-553-103-331-972-974-422-944-401--1001
15 516.744 190 1001-167-299-449-602-546-759-377-296-995-741--1001
16 578.080 200 1001-173-108-182-470-93-203-716-706-875-762-601--1001
17 533.154 200 1001-175-144-707-111-551-94-843-942-885--1001
18 135.597 200 1001-183-663-714-561-498-438-654-918-530-444-699-59--1001
19 643.806 190 1001-184-139-955-14-645-754-700-889--1001
20 579.325 150 1001-190-842-50-675-822-559-172-569--1001
21 514.750 160 1001-194-84-867-373-692-133-913-539-891--1001
22 357.584 190 1001-238-597-287-772-506-626-471-592-464--1001
23 648.722 200 1001-267-363-797-45-68-575-295-180-302-187--1001
24 425.359 190 1001-285-356-472-393-967-474-688-315-518--1001
25 443.116 190 1001-306-294-504-766-965-740-677-921-989--1001
26 495.735 170 1001-309-890-11-779-908-595-468-847--1001
27 456.082 180 1001-322-627-698-462-461-47-773-389--1001
28 524.709 180 1001-328-92-200-846-634-624-201-445-517--1001
29 508.309 200 1001-336-508-254-721-253-651-757-101-392-453-860-283--1001
30 670.108 180 1001-350-79-664-49-489-490-16-669-237--1001
31 371.932 160 1001-362-621-969-213-251-455-260-252-86--1001
32 417.370 180 1001-380-44-4-17-9-89-18-105-97-919--1001
33 557.875 190 1001-382-708-460-852-428-907-459-830-872--1001
34 685.462 200 1001-384-853-432-727-288-835-858-361-839-608-994--1001
35 462.145 190 1001-386-792-901-909-259-319-145-803-165-128-691-668--1001
36 574.902 200 1001-390-406-820-502-222-927-509-465-196-674--1001
37 470.226 160 1001-411-922-736-34-912-61-744-911--1001
