total_number_routes=18
total_route_len=2643.637
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 178.925 200 201-21-23-182-75-163-194-145-195-52--201
2 207.914 200 201-32-171-65-86-115-94-51-174-136-189-147--201
3 94.628 200 201-45-41-85-80-31-25-172-77-110-20--201
4 183.608 200 201-57-60-180-84-191-125-4-82-72-190-90--201
5 91.509 200 201-62-76-178-173-154-24-61-100-64-27--201
6 104.209 180 201-73-116-129-11-43-13-155-78-39--201
7 110.774 180 201-91-164-47-160-66-6-122--201
8 192.818 200 201-93-55-58-185-132-7-181-117-104-161--201
9 102.058 170 201-101-144-119-166-35-126-71-9-1-99--201
10 147.894 200 201-113-5-10-193-46-128-106-167-34-95-158-2--201
11 180.125 200 201-114-159-38-150-22-151-16-140-187-142-111-63--201
12 132.042 200 201-118-83-143-176-36-33-121-165-188-108--201
13 121.044 200 201-133-26-152-40-153-169-89-105-15-59-198--201
14 177.919 200 201-148-103-197-124-141-69-200-70--201
15 103.409 200 201-149-74-28-130-96-97-196-192-19-120-30--201
16 151.118 200 201-170-134-50-156-112-168-79-29-87-42-123--201
17 212.560 200 201-177-157-98-8-3-88-186-127-54--201
18 151.082 200 201-183-137-81-199-184-135-37-138-131-44-102--201
