total_number_routes=18
total_route_len=7575.197
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 440.449 620 601-25-37-19-253-132-366-471-533-271-70-434-274-288-299-310-54-140-319-109-47-419-115-330-29-424-236-560-546-336-495-465-372-343-3--601
2 449.684 620 601-34-409-550-281-590-399-321-425-5-470-184-27-146-454-112-538-215-367-103-315-136-581-355-262-256-120-133-391-163-509--601
3 439.916 620 601-39-461-436-46-10-14-194-494-178-290-566-259-267-30-304-49-480-576-531-197-278-65-561-512-68-69-353-349--601
4 417.362 570 601-63-208-161-412-404-283-226-106-171-252-316-452-520-369-439-308-519-213-187-297-2-585-359-170-344-43-279-286-317-144-239-437-16-247--601
5 380.382 650 601-94-383-282-376-333-240-357-518-358-586-92-105-449-266-410-389-502-574-294-484-374-477-513-421-231-33-139-379-475-360--601
6 384.358 640 601-110-474-135-212-56-313-67-229-21-220-137-501-570-356-572-211-345-218-121-451-578-73-503-580-300-166-72-530-457-468-545-339--601
7 408.711 700 601-151-116-352-209-594-200-521-504-346-74-51-113-510-249-450-525-329-487-298-486-71-126-443-589-214-77-551-390-416-529-191-98-57-514-307--601
8 436.567 670 601-152-169-58-426-78-80-154-418-143-176-293-149-427-82-433-59-401-119-592-42-460-552-276-364-88-579-567-270-396-565-478-75--601
9 522.550 700 601-188-496-507-447-500-489-522-506-467-499-81-539-104-91-473-557-257-338-48-395-326-185-466-183-413-380-463-131-368-66-491-535-328-228--601
10 313.300 600 601-199-261-223-541-493-79-384-309-459-255-320-248-230-342-456-335-599-258-597-85-289-386-476-582-568-350-497-219-515-516-569-596-564--601
11 230.743 580 601-203-542-280-52-35-562-441-397-488-269-164-428-575-225-165-160-241-180-306-420-107-177-305-392-254-492-238--601
12 545.173 650 601-222-430-554-134-563-251-18-536-221-155-204-375-145-11-527-227-15-371-311-284-125-442-62-32-234-479-334-158-481-101-122-138-584-114-377--601
13 471.508 670 601-331-591-472-195-87-432-406-532-381-124-323-250-440-12-361-237-505-370-405-445-583-314-600-348-44-378-556-415-76-235-341-571-93-193-102-45--601
14 393.940 660 601-347-553-111-517-573-362-511-558-205-97-260-6-337-196-265-153-351-483-123-36-587-172-268-595-429-485-453-263-84-100-264--601
15 539.673 640 601-382-547-272-296-99-332-13-186-523-402-150-462-498-537-528-175-198-181-387-17-577-393-60-417-373-96-179-174-540-216-324-41-325--601
16 398.565 650 601-464-24-327-593-182-142-414-83-168-192-61-524-548-482-245-549-148-543-8-201-202-90-277-458-189-242-508-141-159-285-23-20--601
17 356.170 620 601-469-207-295-210-162-26-394-31-287-455-555-411-38-7-291-128-588-246-233-435-292-275-303-232-206-244-86-403-53-354-422-408-4--601
18 446.147 680 601-559-301-312-340-431-40-243-64-448-598-173-534-117-423-273-217-318-490-385-157-438-1-302-407-398-9-55-190-147-444-156-322-129--601
