total_number_routes=54
total_route_len=18208.128
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 501.560 200 601-2-177-58-533-573-69-149-420-254-319-512-124--601
2 317.856 198 601-4-413-376-540-481-326-255-441-597-459-427--601
3 405.832 199 601-10-400-1-547-242-131-111-191-98-497--601
4 214.373 200 601-13-264-128-77-29-130-387-475-538-185--601
5 394.460 199 601-24-201-260-120-28-468-561-494-62-93--601
6 316.135 195 601-25-238-82-270-125-456-409-262-123-283-463-109--601
7 249.961 200 601-42-274-187-324-182-198-467-68-140--601
8 369.347 200 601-57-457-282-368-105-374-484-567-415-434--601
9 395.691 199 601-60-421-31-579-439-453-27-600-357-297-465-553-566--601
10 207.872 199 601-75-38-139-229-423-88-499-593-430-516--601
11 307.248 200 601-78-212-353-7-532-507-349--601
12 465.255 199 601-86-45-588-217-358-407-119--601
13 334.806 196 601-101-378-159-192-136-458-61-587-91-521--601
14 467.248 200 601-104-386-424-34-534-395-295-35-51-314-524--601
15 208.396 200 601-118-315-408-316-331-102-147--601
16 237.331 196 601-145-515-551-477-363-361-568-360-369--601
17 418.280 200 601-152-325-487-393-249-317-390-135-483-307--601
18 413.621 200 601-170-558-383-291-30-220-236-460-304-206--601
19 371.938 200 601-174-162-462-215-273-332-433-503-559-268--601
20 496.741 198 601-184-539-384-537-108-509-308-107-341-545-397-70--601
21 365.867 198 601-196-84-437-165-536-554-337-333-158-412--601
22 215.527 198 601-207-338-486-43-500-243-208-280-204--601
23 331.597 200 601-230-73-37-443-444-202-228-231-171-402-382-9--601
24 182.870 196 601-233-550-167-435-482-560-6-479-153--601
25 342.076 200 601-235-401-110-250-97-90-173-285-197-219-154-365--601
26 399.631 200 601-256-347-179-416-419-246-373-380-83--601
27 236.639 198 601-261-234-371-518-157-293-375-148-175-404-288--601
28 212.498 200 601-263-563-469-223-74-389-510-89-47-138--601
29 146.444 196 601-266-239-398-71-16-417-56-112-388--601
30 319.144 200 601-302-356-245-504-489-418-224-472-253-129-40--601
31 361.383 200 601-320-399-392-367-589-327-168-299-48--601
32 365.088 199 601-330-491-394-471-454-519-517-346-572--601
33 185.927 198 601-336-354-221-461-126-103-248-522--601
34 446.618 200 601-377-210-258-334-142-344-32-87-11--601
35 283.995 196 601-411-244-121-281-190-511-450-505-370--601
36 248.931 200 601-414-267-520-305-541-473-446-259--601
37 310.370 199 601-428-216-41-12-63-577-592-498--601
38 404.535 200 601-429-127-183-290-321-544-67-571-557-53--601
39 303.107 200 601-449-226-528-252-582-156-18-426-345--601
40 272.087 200 601-451-546-20-506-132-151-422-313-379-580-122--601
41 372.772 200 601-502-26-95-339-466-218-96-143-335-496-406-340-323--601
42 282.869 195 601-508-64-199-287-21-525-81-372-396--601
43 406.785 200 601-514-205-529-329-298-440-552-178-160-355-155--601
44 350.776 199 601-526-303-176-94-100-403-209-275-342-164-241-44-478--601
45 465.690 200 601-542-438-146-180-279-211-8-391-442-562--601
46 257.802 200 601-556-527-318-343-296-583-188-200-523-474-193-265-432--601
47 339.758 197 601-564-410-52-492-284-85-286-251-214-493-240-3--601
48 489.829 196 601-570-289-312-189-5-530-585-576-134-76-591-476--601
49 374.561 199 601-574-480-59-565-14-569-464-555-306-144--601
50 313.852 200 601-581-150-322-39-425-65-328-19-488-292-247--601
51 450.203 200 601-584-301-55-381-548-447-23-141-49--601
52 263.894 197 601-586-445-385-549-490-501-79-448-405-277-594--601
53 391.134 199 601-598-595-455-535-431-300-227-485-452-137-181--601
54 419.918 199 601-599-195-99-278-531-213-513-596-115--601
