total_number_routes=11
total_route_len=13066.523
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1311.542 993 601-63-480-6-474-423-543-162-427-379-55-275-349-295-352-512-284-62-600-522-555-562-436-138-188-133-198-143-21-18-12-175-597-339-146-4-69-237-10-61-92-500-501-19-290-468-32-207-517-268-142-279-368-225--601
2 1200.034 996 601-79-568-382-425-47-560-479-36-343-452-67-428-22-283-184-510-497-9-302-80-274-565-160-575-524-244-186-100-58-310-94-246-443-287-412-270-481-179-190-539-573-533-519-180-315-528-312-506-478-261-460--601
3 1183.633 971 601-127-44-438-231-134-202-418-33-580-90-163-420-492-260-325-521-333-128-263-430-152-529-502-498-38-145-371-114-292-187-252-536-97-107-124-525-183-108-85-377-378-338-402-200-335-151-388-116-578-34-259--601
4 1298.185 984 601-149-297-222-224-347-456-385-299-569-296-491-221-331-234-445-483-166-387-516-450-306-210-65-74-218-470-130-374-592-376-176-30-262-467-233-257-554-410-532-308-265-431-159-223-278-209-111-406-369-513-277-457-429-99--601
5 1124.467 990 601-199-103-391-570-586-83-409-240-269-394-530-400-60-393-226-153-323-414-396-556-170-49-84-583-242-576-141-504-401-139-254-334-70-408-469-8-31-291-220-557-588-353-148-574-300-157-462-314-250-249-351-439-303-185--601
6 1403.257 996 601-211-526-178-26-37-214-346-453-96-599-344-174-235-434-446-551-390-596-485-367-313-288-212-280-590-432-282-219-150-118-527-542-17-95-29-584-466-129-475-581-417-531-15-117-464-57-595-169-285-342-523-286-472-579--601
7 1165.243 1000 601-293-535-416-341-112-309-490-340-14-81-454-75-426-147-42-422-192-484-350-39-25-582-540-194-56-238-482-121-567-155-511-317-113-411-165-294-558-125-50-264-337-534-465-392-158-444-384-20-537-93-366-395-386--601
8 1168.250 979 601-332-267-547-566-28-375-488-2-505-123-213-538-520-52-154-167-106-399-458-311-364-137-589-181-321-546-172-373-77-164-215-88-398-197-459-389-591-11-571-559-320-561-496-442-405-319-48-98-216-273-563-305-208-73-549-135-507-35--601
9 1089.808 999 601-363-5-354-326-383-518-173-66-358-419-104-564-476-276-553-413-463-271-189-552-397-248-318-330-298-89-437-243-253-72-328-122-380-101-486-236-105-499-251-345-119-304-421-115-78-544-229-7-360-509-43--601
10 815.277 990 601-440-348-23-289-46-140-132-120-441-161-403-247-266-455-24-110-301-404-109-471-577-71-515-327-593-54-13-27-493-281-206-407-201-324-514-191-53-489-329-41-272-359-126-316-64-195-435-356-182-59-587-449-415--601
11 1306.827 982 601-487-550-451-256-245-508-76-598-448-168-102-372-473-16-362-144-365-357-258-86-131-503-355-545-91-307-548-217-461-594-541-51-494-227-68-447-156-204-361-193-433-177-232-3-196-40-203-572-82-424-45-239-171-381-322-477-205--601
