total_number_routes=18
total_route_len=3381.957
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 241.055 187 201-4-188-15-71-193-186-144-179-190-167-147-72--201
2 175.235 186 201-35-118-152-88-99-200-112-60--201
3 123.150 194 201-46-164-54-141-151-125-110-37--201
4 169.591 200 201-55-7-150-36-68-5-130-11-79-14--201
5 167.126 198 201-57-173-104-100-136-159-13-10-83--201
6 211.127 197 201-63-44-3-160-86-131-66-50-158-172--201
7 191.403 200 201-73-145-192-53-2-17-76-42-8-122--201
8 148.944 198 201-87-92-48-169-185-148-113-31--201
9 208.768 194 201-106-89-94-12-82-47-95-178-23-19-198-114--201
10 151.776 179 201-132-120-143-176-165-69-134-103-101--201
11 193.021 199 201-135-93-199-109-28-64-182-41-91-9--201
12 104.679 197 201-140-24-59-32-38-84-90-138-52--201
13 217.194 199 201-146-16-115-162-171-170-187-78-139--201
14 193.204 200 201-155-67-137-25-116-61-117-49-180-195-27-133-80--201
15 190.636 196 201-156-51-26-126-21-123-124-181--201
16 238.341 199 201-157-107-184-153-166-33-70-129-191-85-43-65-29--201
17 198.619 191 201-183-30-34-194-142-128-40-121-154-81--201
18 258.086 199 201-196-62-20-98-163-6-189-177-102-77-127-58-22-174--201
