total_number_routes=18
total_route_len=3328.650
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 238.077 200 201-4-92-169-152-167-61-198-22-106-70--201
2 193.803 200 201-9-12-65-168-94-151-160-112-109-189-125--201
3 179.773 198 201-14-132-171-130-187-78-79-96-2-76-34--201
4 201.734 199 201-24-184-190-27-51-111-145-91--201
5 139.842 195 201-28-42-197-62-26-159-20-46-138-186-135--201
6 211.830 200 201-37-177-128-99-53-101-192-50-33--201
7 171.393 199 201-54-155-121-115-11-17-30-64--201
8 174.408 199 201-84-199-127-118-105-69-176-113-134-58-191-87--201
9 113.136 195 201-100-89-59-143-173-188-29-139-21-166-82--201
10 281.660 188 201-140-88-71-144-137-123-13-8-1-60--201
11 101.519 192 201-142-48-131-156-102-124-43-180-3-136--201
12 241.124 199 201-153-49-47-200-103-90-44-95-116-80-148-83--201
13 289.849 198 201-163-6-162-63-149-170-122-73-93-193-19--201
14 158.563 200 201-165-85-45-56-108-114-86-129-41--201
15 193.225 200 201-172-5-181-35-164-104-25-10-77-141-185--201
16 93.590 200 201-182-57-133-147-40-16-98-119-161--201
17 200.852 197 201-195-31-23-117-38-32-74-52-55-81--201
18 144.274 199 201-196-15-179-7-68-18-183-110-178--201
