total_number_routes=56
total_route_len=13777.812
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 356.080 200 601-7-278-427-477-599-483-182-403-108-128-374--601
2 227.518 190 601-9-31-63-537-383-149-160-110-317-265--601
3 110.817 190 601-13-338-308-181-393-568-452-329-118--601
4 276.548 200 601-20-540-542-596-471-201-122-382-255-24-472--601
5 291.950 200 601-28-366-371-573-305-243-339-553-544-444--601
6 251.172 200 601-42-205-315-519-112-2-21--601
7 142.419 180 601-47-247-60-417-175-222-516-121-229-476-194--601
8 282.160 200 601-51-150-16-453-115-199-411-514-443-171--601
9 142.166 200 601-59-68-30-331-332-506-597-313-223-593-490--601
10 266.364 200 601-88-590-117-521-527-373-165-93--601
11 138.476 190 601-90-360-492-384-517-354-23-178--601
12 272.996 200 601-111-560-262-58-285-293-215-66--601
13 304.255 190 601-119-405-192-217-248-79-328-97-311-279--601
14 97.293 190 601-131-61-71-582-468-348-77-238--601
15 252.138 200 601-148-524-203-480-522-273-283-347--601
16 166.281 200 601-154-358-420-571-442-496-368-404-4-138-501--601
17 197.785 200 601-155-580-45-463-412-342-415-40--601
18 393.548 200 601-157-306-327-456-462-438-325-432-81-12--601
19 102.569 190 601-173-10-166-202-189-425-17-137-177-235--601
20 327.103 200 601-184-254-361-402-470-558-515-200-123-335--601
21 354.091 200 601-210-497-139-275-494-249-82-105-240-488--601
22 51.449 170 601-221-18-120-244-464-340-251--601
23 109.960 200 601-224-399-303-55-38-34-56-529-316--601
24 142.211 150 601-233-376-500-421-416-564-312--601
25 310.286 200 601-276-429-143-559-301-245-364-504-195-422--601
26 298.801 200 601-287-288-489-136-539-135-485-428-32-528-225--601
27 362.735 200 601-297-259-101-378-91-505-437--601
28 235.127 200 601-309-211-556-183-591-209-302-54-549-508--601
29 247.002 200 601-322-267-551-206-319-424-548-499-106-286--601
30 273.326 200 601-336-230-237-509-388-299-406-447-187--601
31 308.623 200 601-352-57-147-73-478-151-141-555-266-124-356--601
32 290.633 200 601-353-469-144-449-513-498-326-274-134--601
33 232.703 190 601-381-350-431-586-107-156-324-563-89-473--601
34 371.204 200 601-386-6-385-22-94-95-401-161-145-369-585--601
35 196.838 200 601-391-572-19-592-193-260-333-294-62--601
36 248.427 200 601-409-69-533-359-176-213-130-190-44-479-407--601
37 268.850 200 601-414-370-87-72-481-272-466-394-126-80-102-423--601
38 332.948 200 601-426-219-1-84-395-439-454-129-46-85-300--601
39 328.484 200 601-458-379-459-545-207-323-48-561-159--601
40 309.226 200 601-461-264-589-292-174-25-41-578-433-216-486-29--601
41 279.871 200 601-465-52-357-554-343-263-541-198-277-552-280--601
42 306.790 190 601-482-565-310-526-78-231-281-314-570-140-467--601
43 296.851 200 601-487-212-170-65-15-74-574-307-132-83--601
44 306.984 200 601-493-408-363-253-172-550-377-271--601
45 180.680 200 601-510-258-167-566-252-250-320-579-289--601
46 171.692 200 601-518-595-104-98-241-236-227-185-445--601
47 238.847 200 601-532-268-434-257-67-460-372-491-584-396-295--601
48 334.191 200 601-538-116-152-512-162-375-543--601
49 189.755 200 601-546-191-261-380-337-96-37-318-242-398-234--601
50 105.073 200 601-562-158-75-282-127-598-163-146-474-50--601
51 272.422 200 601-569-246-232-441-534-164-125-304-387-410--601
52 203.993 200 601-577-344-142-457-226-298-14-27-581-365--601
53 250.746 200 601-587-440-413-5-53-448-39-530-567-270--601
54 314.026 200 601-588-400-351-341-220-269-49-169-26--601
55 208.559 200 601-594-291-575-239-418-208-92-214-100-502-389-186--601
56 244.771 200 601-600-367-349-103-3-133-495-450-114-70-168-397--601
