total_number_routes=91
total_route_len=46136.077
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 343.417 200 1001-14-613-112-891-471-47-921-941--1001
2 212.920 199 1001-28-35-328-239-253-704-459-790--1001
3 330.284 197 1001-53-260-499-914-821-318-917-256-444-172--1001
4 265.339 197 1001-68-262-435-185-800-625-729-51--1001
5 557.655 200 1001-69-345-902-48-882-382-231-135-315--1001
6 668.180 199 1001-73-816-190-717-843-571-677-769-32--1001
7 395.491 198 1001-74-622-127-133-998-848-849-833-771-728--1001
8 595.184 200 1001-80-50-57-327-439-178-670-878-462-333--1001
9 571.121 200 1001-86-719-657-341-305-52-424-836-964--1001
10 532.861 200 1001-89-678-512-725-269-109-399-639-826-54-924-255--1001
11 636.798 200 1001-132-835-276-727-550-469-951-480-118-490-146-44--1001
12 594.717 200 1001-136-379-958-121-224-3-380-166-363--1001
13 653.564 199 1001-139-605-535-17-975-953-378-115--1001
14 685.529 200 1001-140-210-556-307-158-316-31-39-441-385-791-895-200-387--1001
15 322.870 199 1001-141-530-70-322-116-787-202-297--1001
16 704.605 197 1001-152-557-825-531-233-949-266-130-730-420--1001
17 754.142 199 1001-155-402-222-364-999-534-786-701-354-252--1001
18 465.917 198 1001-176-396-675-41-226-429-643-38-126-513--1001
19 472.479 200 1001-213-289-824-863-29-416-707-637-885--1001
20 459.455 200 1001-235-901-183-238-840-663-484-395-321-981-340--1001
21 448.327 200 1001-281-699-400-617-724-33-514-443-798-747--1001
22 543.023 199 1001-301-732-764-198-736-922-734-125-554--1001
23 581.625 200 1001-308-597-453-688-208-738-251-476-880-171-390-888--1001
24 561.701 200 1001-313-595-683-627-388-795-162-507-472-993-309--1001
25 536.027 200 1001-351-711-558-592-241-818-561-477--1001
26 567.848 198 1001-358-526-631-78-913-662-11-907-466--1001
27 662.123 200 1001-361-337-867-940-832-113-71-552-410-30-990-715--1001
28 595.918 200 1001-374-615-879-391-920-124-280-749-34-75-511-705-19-5-772--1001
29 411.072 199 1001-377-884-498-553-629-748-563-755-723-746-792--1001
30 295.916 200 1001-394-212-758-788-254-703-449--1001
31 495.468 200 1001-430-654-754-608-220-944-423-664--1001
32 539.812 200 1001-447-519-194-815-137-98-227-366-329-674-780--1001
33 625.979 197 1001-448-573-503-604-27-275-488-813-591-107-111--1001
34 468.848 196 1001-463-991-506-812-67-4-119-104--1001
35 580.154 199 1001-486-204-186-954-304-716-219-803-874-789-910--1001
36 239.452 197 1001-487-201-218-267-320-706-257-278-407--1001
37 258.605 200 1001-489-915-517-651-853-15-371-117-26-721-898-753--1001
38 673.466 200 1001-496-263-285-574-977-982-659-16-860-18--1001
39 670.685 200 1001-515-225-666-157-393-801-529-665-356-603-855--1001
40 426.966 198 1001-547-148-937-495-160-543-544-830-404-84--1001
41 682.913 200 1001-564-936-652-76-892-952-311-187-989-978-376-601--1001
42 541.808 200 1001-568-288-562-602-538-195-168-357--1001
43 482.060 195 1001-578-995-950-123-180-722-523-475--1001
44 686.630 200 1001-582-919-274-520-324-211-693-768-375-468-284-349--1001
45 448.047 199 1001-584-508-300-904-661-348-181-778-871-955--1001
46 747.281 200 1001-600-49-417-684-154-414-36-20-55-64-193-467-232--1001
47 494.464 200 1001-606-934-765-966-409-248-58-583-258-197-609--1001
48 518.288 199 1001-616-401-331-350-92-685-493-647-62-585-336--1001
49 509.880 198 1001-618-943-983-164-644-334-760-437-933-236-381--1001
50 309.208 200 1001-626-306-656-223-713-283-712--1001
51 506.994 200 1001-645-785-542-465-689-230-291-823-766-292-494-153--1001
52 306.642 199 1001-650-773-767-114-658-87-572-965--1001
53 456.274 200 1001-667-386-95-807-296-428-298-265-829-528-638-985--1001
54 392.726 198 1001-673-290-79-433-120-781-890--1001
55 489.926 200 1001-679-454-797-868-94-676-575-560-782--1001
56 621.606 198 1001-691-784-245-295-546-653-580-968-368-332--1001
57 460.016 198 1001-692-889-576-360-864-344-90-458-646--1001
58 411.306 199 1001-695-621-372-286-170-973-406-163-935-56--1001
59 713.843 200 1001-696-40-229-294-207-822-228-191-217-912-565--1001
60 619.492 199 1001-702-398-628-134-577-483-240-1-147-846--1001
61 400.053 199 1001-708-66-365-690-479-909-641-834--1001
62 543.947 198 1001-710-522-457-669-776-763-972-85-175-7-533--1001
63 456.710 200 1001-726-259-426-525-156-733-959-325-9-945--1001
64 562.192 198 1001-752-91-271-660-221-314-434-317-774--1001
65 378.946 200 1001-775-569-581-744-474-412-851-97-150--1001
66 538.385 200 1001-799-161-548-425-757-261-450-346-272--1001
67 409.283 198 1001-802-876-524-745-510-159-209-960-244--1001
68 716.843 200 1001-808-243-418-167-886-566-177-23--1001
69 322.089 200 1001-819-948-103-500-189-330-214--1001
70 666.758 199 1001-838-452-640-737-742-593-145-698-739-518--1001
71 695.315 198 1001-847-339-273-184-642-624-620-587-149-270-668-709-131-37--1001
72 185.639 199 1001-854-927-516-634-106-82-173-610--1001
73 551.848 200 1001-858-335-442-45-367-777-759-205-596-551-312-956--1001
74 552.170 198 1001-870-756-648-100-988-397-422-611-827-537--1001
75 571.598 197 1001-872-939-438-906-196-347-861-215-370-536-188--1001
76 237.726 200 1001-873-630-182-607-501-384-455-461-844--1001
77 439.999 199 1001-893-99-700-897-413-908-451-102-440-389-811-96--1001
78 721.269 200 1001-899-929-216-342-969-750-25-431-174-682--1001
79 626.285 200 1001-903-814-419-405-806-287-6-421-579-594--1001
80 299.466 200 1001-911-142-540-967-93-319-60-916--1001
81 551.306 200 1001-918-373-841-681-859-504-59-24-923-234-206-282--1001
82 597.034 199 1001-926-249-875-293-470-436-369-203-619-353-905-925--1001
83 422.978 198 1001-928-883-590-887-509-250-343-43-714-72--1001
84 222.470 199 1001-932-532-770-718-762-302-527--1001
85 576.175 200 1001-963-857-614-491-942-338-383-279-740-502--1001
86 411.272 200 1001-971-277-165-962-482-362-303-10-805--1001
87 559.214 195 1001-979-896-588-179-446-492-242-143-2--1001
88 448.542 198 1001-986-485-612-862-672-355-996-570-555-957-741--1001
89 655.972 199 1001-987-931-720-359-268-326-974-598-46-735-8-83-169--1001
90 574.557 200 1001-992-460-539-946-837-545-779-352-432-567-850-12-817--1001
91 435.092 200 1001-997-947-680-473-403-930-81-623-427--1001
