total_number_routes=90
total_route_len=46076.992
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 709.056 197 1001-16-365-504-195-110-969-708-122-108-965-953-121--1001
2 619.054 197 1001-17-679-657-920-815-825-280-138-622-182--1001
3 543.945 199 1001-40-615-307-496-728-100-243-575-993-842-433--1001
4 583.300 196 1001-47-988-902-811-421-382-97-19-535-857-907--1001
5 484.995 200 1001-77-823-635-414-923-696-513-511-505--1001
6 568.492 199 1001-88-49-439-409-378-4--1001
7 398.570 199 1001-93-271-354-974-932-436-82-617-217-834--1001
8 657.627 197 1001-96-901-729-41-456-183-337-873-546-196--1001
9 531.394 198 1001-114-971-713-428-515-692-401-486-299-447-650--1001
10 575.591 200 1001-117-446-552-576-813-675-896-665-637-963-249--1001
11 293.908 199 1001-143-162-135-360-52-602-68-954-669--1001
12 599.632 198 1001-144-383-308-746-229-61-913-357-434-697--1001
13 652.609 198 1001-147-925-12-689-309-703-739-812-946-140-608--1001
14 332.759 200 1001-176-659-59-149-265-237-202-398-224-67-296--1001
15 498.333 199 1001-179-702-798-897-95-29-70-332--1001
16 421.385 193 1001-215-260-303-560-573-690-123-683-854-494-738--1001
17 442.583 197 1001-228-996-419-839-220-867-837-666-785--1001
18 362.151 199 1001-230-871-244-6-955-395-116-742-408-286-945-319-64-562--1001
19 726.715 198 1001-231-242-167-701-829-454-998-263-288-320-571--1001
20 458.848 195 1001-235-474-1000-732-751-22-553-287-142-721-819-643-570--1001
21 600.278 200 1001-240-327-107-906-656-761-442-208-106-13--1001
22 167.200 197 1001-272-386-293-501-706-248-864-124-314-959--1001
23 498.763 200 1001-275-38-672-493-592-890-390-247--1001
24 369.139 200 1001-285-883-514-426-951-412-529-159-192--1001
25 591.767 199 1001-297-71-630-253-15-671-986-262-524-936-910--1001
26 428.015 200 1001-300-629-725-768-233-958-471-874-522-91-956-207--1001
27 720.385 192 1001-305-748-640-851-881-943-204-422-717-559-438-73--1001
28 428.712 197 1001-311-855-238-281-876-2-448-440-154-78-218--1001
29 378.503 198 1001-326-870-325-636-884-762-21-490--1001
30 475.664 197 1001-346-733-479-653-44-885-947-632-166--1001
31 366.622 197 1001-363-298-731-891-323-89-889-678-677-711-269--1001
32 585.215 197 1001-370-148-37-534-362-330-475-324-8-463-485--1001
33 618.877 200 1001-373-212-310-621-563-457-333-187-413-940--1001
34 357.924 199 1001-374-868-161-803-45-805-30-86--1001
35 616.832 200 1001-375-155-26-764-707-516-227-133-649-482-184--1001
36 643.388 199 1001-388-31-827-530-743-916-415-411-294-92-151--1001
37 223.468 200 1001-389-402-87-11-983-992-655--1001
38 318.718 200 1001-393-792-556-481-909-416-210-532-430-338--1001
39 422.934 195 1001-407-14-304-203-424-930-134-613-737-251-258-626-467--1001
40 603.577 200 1001-437-668-609-157-705-664-102-586-335-980-348-119-619--1001
41 456.259 199 1001-441-852-810-699-981-528-118-652-435--1001
42 558.208 195 1001-449-618-160-469-937-645-75-569-130-369-163--1001
43 429.820 198 1001-464-647-818-367-845-334-60-583-509-911--1001
44 567.571 200 1001-476-508-50-786-995-177-127--1001
45 625.061 200 1001-477-594-35-985-399-561-780-938-978-804-820--1001
46 567.887 199 1001-533-720-676-175-941-908-172-982-403-48--1001
47 659.442 197 1001-537-931-577-598-194-58-432-802-831--1001
48 568.413 198 1001-538-817-355-18-900-627-887-684-919-80-510-614-832-313--1001
49 537.146 199 1001-539-466-628-25-847-585-328-752-197-255--1001
50 345.420 198 1001-542-472-66-352-216-544-81-691-603-181--1001
51 652.960 197 1001-568-169-797-849-564-429-750-209-558-186-385--1001
52 529.779 197 1001-578-715-190-543-125-450-663-700-723--1001
53 514.878 199 1001-581-225-853-487-549-10-860-76-503-507--1001
54 773.967 196 1001-582-56-104-443-773-499-200-848-939-290-658-392--1001
55 449.147 199 1001-584-342-312-800-596-137-356-789--1001
56 708.115 200 1001-593-905-318-489-606-624-62-279-397-9-704--1001
57 551.583 200 1001-610-65-189-7-425-772-28-759-423-109--1001
58 685.672 197 1001-642-975-966-625-554-376-589-783-924-461-111--1001
59 451.537 200 1001-644-567-329-693-483-492-188-548-777-794-934-631--1001
60 514.614 200 1001-660-760-206-199-497-193-879-688-566-43-799--1001
61 545.598 198 1001-670-579-523-824-20-861-638-131-112-673--1001
62 383.112 200 1001-686-391-633-34-270-53-317--1001
63 676.281 199 1001-694-462-572-343-816-266-914-418-488-372-526--1001
64 520.891 197 1001-724-892-774-828-821-431-211-473-512-55-98-863--1001
65 274.661 196 1001-727-316-350-588-74-517-273-85--1001
66 357.867 199 1001-771-63-518-685-545-315-146-105-201-973-826--1001
67 576.573 200 1001-776-150-784-716-950-361-345-219-331-977-865-444--1001
68 300.976 200 1001-779-101-886-862-347-458-90-745--1001
69 325.388 199 1001-787-264-866-933-767-612-51-709-557--1001
70 648.589 198 1001-791-587-869-152-139-880-634-120-295--1001
71 536.870 199 1001-793-451-922-547-830-822-601-381-359-340-551--1001
72 544.782 199 1001-796-540-565-667-781-470-129-42-654-94--1001
73 562.801 196 1001-806-888-591-245-170-756-599-351-875-226--1001
74 502.998 197 1001-814-171-239-267-321-455-23-445-236-620-769-502--1001
75 656.821 199 1001-835-268-32-550-358-858-899-972--1001
76 163.494 193 1001-838-126-349-976-967-484-698-173--1001
77 477.754 196 1001-841-903-180-736-521-674-33-205-103--1001
78 578.002 192 1001-844-364-377-452-990-57-846-952-198-282-223-274-232--1001
79 608.820 198 1001-850-741-639-681-289-404-164-84-480-712-72--1001
80 676.834 199 1001-856-278-616-809-165-682-336-380-646--1001
81 602.826 197 1001-878-710-256-353-915-719-680-277-807-39-498--1001
82 534.931 200 1001-894-960-755-491-520-843-718-36--1001
83 774.351 194 1001-898-174-687-942-506-394-99-410-79--1001
84 643.113 198 1001-904-27-306-525-788-254-145-241-574-935-339--1001
85 395.418 191 1001-927-405-778-519-379-877-478-595--1001
86 122.295 197 1001-929-453-261-695-763-5-605-607-344--1001
87 690.885 200 1001-962-999-213-3-949-468-948-651-840--1001
88 665.361 200 1001-984-740-917-465-276-833-987-782-366-417-128--1001
89 521.443 198 1001-989-341-301-928-918-600-775-136--1001
