total_number_routes=15
total_route_len=20563.412
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1377.929 927 801-44-46-403-50-575-591-552-698-668-679-727-752-688-748-356-92-486-777-22-109-506-576-594-489-72-374-224-477-287-183-208-89-144-321-630-734-503-204-206-457-285-800-252-324-135-164-225-113-159-382-703--801
2 1500.385 995 801-80-219-539-11-207-15-719-65-699-572-10-785-689-278-185-574-211-599-430-484-143-642-632-495-360-768-250-256-390-664-644-133-534-764-213-42-149-730-387-677-540-480-406-613-738-162-431-43-190-560-353-307-404-763-681--801
3 1554.590 996 801-194-592-788-67-536-497-643-505-459-100-633-304-597-796-558-289-656-326-548-612-578-443-169-26-29-715-562-490-773-798-28-104-732-478-751-245-624-156-743-379-96-122-138-91-564-178-725-756-496-234-223-464-377-296-775--801
4 1422.163 996 801-233-290-12-399-755-352-255-370-649-706-364-543-600-682-648-313-281-102-500-398-487-170-621-665-121-617-73-467-445-134-646-687-175-101-722-589-56-663-48-376-791-53-45-95-145-317-631-523-69-54-209-179-359-222-400-279--801
5 1293.255 919 801-236-640-424-108-246-97-789-309-86-563-654-761-674-510-59-635-449-710-241-298-645-781-446-460-413-259-492-66-686-165-346-790-261-154-545-513-6-691-212-14-303-461-435-683-439-335-797--801
6 1485.425 994 801-381-216-76-405-720-650-605-117-112-37-333-685-714-196-269-774-426-628-702-595-336-349-295-690-283-140-598-332-24-372-365-217-767-793-39-253-226-148-263-780-32-58-380-191-603-141-284-30-362-227-551-458-266-60-325-277-82--801
7 1360.505 990 801-440-482-419-733-27-210-176-678-341-415-717-119-262-130-601-499-700-160-84-675-610-671-588-737-347-412-367-546-736-270-462-302-547-554-195-799-265-330-214-549-410-77-187-394-8-124-38-569-783-759--801
8 1431.283 906 801-485-493-1-273-71-618-2-418-652-23-202-329-455-525-88-87-772-695-21-794-327-350-641-447-337-762-120-299-625-448-442-515-348-483-581-757-541-388-476-602-746-235-471-615-274-479-709-427-173-171-232-157-531-731-514-215--801
9 1472.144 982 801-507-653-590-267-106-51-708-354-408-107-433-151-697-242-422-778-383-437-389-561-397-518-718-174-469-17-158-567-62-34-676-318-294-258-529-537-75-441-716-713-200-726-741-735-453-199-385-378-692-152-396-251-667-521-127--801
10 955.432 639 801-520-684-512-180-297-220-414-463-472-369-522-116-52-651-705-754-538-666-516-355-3-392-257-311-203-132-198-607-323-286-238-85-570-300-568--801
11 1383.612 988 801-526-16-604-375-771-527-474-391-721-40-494-83-280-639-711-704-670-622-753-606-586-402-637-519-306-770-146-739-728-243-533-197-657-532-659-744-409-660-264-696-411-760-662-228-137-466-358-701-524-230-229-166-638-669-221-585-103--801
12 1620.901 999 801-559-344-94-218-105-305-729-153-340-577-319-123-125-189-787-556-456-320-444-98-502-470-78-181-142-147-342-308-450-249-114-636-155-566-423-429-81-312-750-517-395-366-18-61-742-707-557-596-41-629-129-626-131-128-239-627-498-432-334--801
13 1384.318 993 801-614-139-712-192-288-393-68-275-126-587-425-488-724-150-49-386-271-769-542-310-193-167-530-188-619-766-35-583-434-205-511-19-565-438-745-593-36-401-573-314-608-509-276-260-468-186-680-9-55-723-316-74-161--801
14 1129.312 919 801-623-784-136-231-168-373-254-421-111-655-535-338-786-99-301-465-177-776-110-473-13-20-647-351-508-454-322-343-779-363-90-634-420-345-163-244-481-70-368-620-240-247-555-371-553-611-57--801
15 1192.159 987 801-749-451-291-248-579-658-407-616-475-172-416-582-673-765-292-782-115-661-491-504-361-339-758-33-182-792-64-4-63-293-79-528-93-118-357-693-740-428-795-550-694-384-315-747-580-417-184-452-25-544-5-31--801
