total_number_routes=19
total_route_len=33586.491
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1882.386 985 1001-6-993-921-220-454-73-371-594-513-451-459-314-162-972-263-840-904-836-864-680-621-156-388-615-532-38-413-681-90-199-260-484-265-585-780-895-596-464-678-196-501-168-930-198-355-874-453-392-177-865-787-997-330-144-290-323--1001
2 1657.013 962 1001-36-662-39-983-469-705-395-7-563-910-736-327-1000-280-815-635-788-941-194-728-93-646-729-440-876-88-879-790-699-810-321-823-47-920-916-768-106-618-822-762-149-801-60-474-126-544-202-530-506-426--1001
3 1765.464 1000 1001-116-624-704-639-825-11-75-457-215-450-319-217-357-630-344-416-373-15-425-64-91-792-534-528-216-136-632-365-233-94-68-14-990-622-900-361-949-427-127-83-683-565-645-650-324-590-695-597-675-467-830-692-348--1001
4 2010.000 991 1001-139-364-386-660-703-832-192-228-246-616-150-231-288-959-757-218-282-974-13-110-175-176-575-785-249-562-445-333-827-813-638-875-510-129-627-861-448-516-291-53-115-657-758-572-431-322-843-296-214-858-303-671-131-978-241-338--1001
5 1505.377 888 1001-191-113-193-608-712-491-446-786-672-325-141-831-985-310-146-609-905-546-523-423-521-526-947-943-913-605-224-477-455-763-253-383-971-525-376-670-775-805-606-190-535-994-336-944--1001
6 1903.230 983 1001-313-251-493-436-112-479-846-677-351-564-760-61-33-988-968-358-195-543-334-573-341-554-817-128-164-592-24-419-85-863-352-159-791-123-722-96-121-483-700-560-226-200-713-23-46-359-247-982-213-714-759-902-954-135-882-854-964-750-154--1001
7 2028.385 996 1001-316-946-806-235-337-255-456-111-377-833-914-272-892-924-549-633-171-264-458-731-771-732-315-210-752-372-494-286-1-533-281-307-187-181-34-5-335-989-205-927-99-109-945-380-873-808-999-66-707-207-542-229-881-652--1001
8 1552.126 833 1001-349-20-973-476-244-132-702-741-816-306-77-782-711-437-781-499-795-239-225-362-579-814-143-360-721-963-647-222-767-734-463-8-911-406-304-232-859-394-302-640-778-43-581--1001
9 1725.611 938 1001-350-951-553-204-934-22-826-295-238-784-309-339-432-502-631-783-800-55-531-412-298-81-612-2-574-40-769-119-26-620-659-948-496-894-637-500-148-636-63-98-856-838-651-430-878-409-429-185-402--1001
10 2042.820 973 1001-381-986-80-275-41-970-777-891-236-558-16-932-51-737-696-868-918-485-407-45-883-527-10-906-460-634-504-17-169-796-939-841-461-774-967-52-418-545-697-118-240-789-995-48-628-305-505-507-328-962-860-300-243-648-273-137--1001
11 1258.852 949 1001-547-421-279-59-283-368-42-140-953-991-668-740-160-867-293-588-482-492-689-387-343-931-292-629-318-174-869-498-399-955-398-804-654-266-980-71-855-919-979-495-130-397-593-557-912-294-184-411--1001
12 1607.552 1000 1001-802-89-76-37-257-754-108-602-866-345-49-748-277-142-674-62-966-30-466-611-938-375-182-909-613-706-591-480-960-901-331-756-158-595-842-84-524-237-922-541-173-518-497-326-470-617-166-473-656-138-267-743-400--1001
13 1741.749 967 1001-803-582-793-512-884-871-719-153-928-219-347-262-308-794-770-829-834-342-975-885-79-428-151-403-102-559-552-669-340-234-223-720-751-642-693-444-178-74-78-908-65-886-105-35-441-537-568-779-230-870--1001
14 1999.721 966 1001-807-548-72-583-124-393-405-889-561-54-212-996-811-610-835-56-417-649-208-587-686-161-209-278-698-626-556-317-471-384-284-103-134-607-401-992-186-933-21-125-764-566-655-799-687-735-599-907-514-465-665-438-57-312-625-329--1001
15 1897.307 947 1001-818-490-107-414-899-536-644-845-765-915-12-44-120-709-433-857-666-180-133-147-851-925-117-981-104-601-570-663-258-701-746-619-824-114-70-366-486-903-297-952-378-753-422-540-256-844-515-965-370-690-157-3-299-723-165--1001
16 2033.386 984 1001-850-828-598-718-738-32-987-29-685-152-367-761-797-369-311-206-363-643-684-773-268-798-623-998-248-961-745-259-356-730-69-937-410-733-577-614-958-555-819-439-935-285-211-821-755-897-86-691-434-122-201--1001
17 1741.432 1000 1001-880-977-250-872-481-276-197-517-301-936-172-391-271-163-551-18-641-578-468-766-976-890-389-747-567-929-287-261-462-442-167-508-404-809-254-694-227-744-242-852-58-520-9-289-31-942-926-589-603-679-50--1001
18 1781.726 859 1001-898-739-145-475-67-449-447-571-820-847-673-776-538-274-488-708-717-92-877-443-424-853-742-676-188-923-661-724-478-245-396-25-862-408-969-586-379-97-749-812-420-472-270-682-550-252-519-658-19--1001
19 1452.353 897 1001-984-170-269-849-203-653-569-382-522-435-155-489-346-183-354-957-221-332-4-917-772-726-28-584-893-82-353-688-837-940-509-956-600-715-511-101-604-189-725-374-529-727-664-320-716-487-179-452--1001
