total_number_routes=36
total_route_len=7579.895
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 221.973 200 401-13-368-274-395-54-88-223-176-248-365-83-81--401
2 309.181 199 401-46-55-236-247-80-16-309-244-216-227-188--401
3 82.583 195 401-58-75-211-161-238-349-318-72-140-169--401
4 88.696 188 401-93-143-296-256-23-76-32-363-214-357--401
5 202.108 200 401-95-189-67-50-149-31-258-366-101-237-158--401
6 226.788 200 401-96-113-263-71-79-51-292-27-303-198--401
7 215.356 200 401-97-266-224-226-26-118-276--401
8 220.725 198 401-114-4-10-239-195-110-345-109-364-1-288--401
9 176.348 200 401-144-337-379-160-61-99-343--401
10 247.626 198 401-152-286-57-246-356-157-234-350-289-280-321--401
11 200.381 200 401-155-44-287-255-25-73-134-377-145-323-306--401
12 141.302 194 401-164-313-77-348-90-360-108-47-242-3-344-85--401
13 268.197 197 401-165-133-154-163-20-105-310-119-191-384--401
14 158.346 198 401-182-125-282-259-63-304-142-203-103--401
15 142.470 200 401-184-284-277-173-179-352-285-319-18--401
16 198.780 199 401-186-107-168-65-138-123-52-170-53-180-370-207-141--401
17 202.440 200 401-194-328-298-94-265-342-230-42-68-156-135--401
18 249.523 200 401-196-127-316-243-261-166-314-124-231-300--401
19 233.639 195 401-201-262-399-38-221-254-311-37-240-212-60--401
20 211.211 199 401-213-177-181-297-380-385-91-34--401
21 282.557 200 401-228-147-139-122-29-338-64-229-220-183--401
22 211.139 196 401-232-40-372-392-130-148-253-275-251-62-78-59--401
23 149.818 199 401-245-391-295-375-355-210-39-400-117--401
24 237.726 200 401-250-252-106-128-386-353-43--401
25 237.394 195 401-269-132-197-74-326-249-112-192-351-390-387--401
26 260.408 200 401-270-222-178-190-206-235-89-279-291-111-271-5-347--401
27 227.486 195 401-278-9-299-335-371-200-397-6-7-69--401
28 206.316 197 401-307-330-324-151-373-56-374-49--401
29 201.451 200 401-308-92-115-367-129-11-267-15-327-33--401
30 207.848 192 401-329-193-325-209-167-358-153-84-104--401
31 217.548 199 401-334-185-137-339-302-341-394-382-174-294-268--401
32 203.666 200 401-346-199-264-24-30-260-320-281-362--401
33 313.489 198 401-378-218-171-21-293-215-102-48-336-175-70-66-98--401
34 219.270 197 401-381-87-389-82-305-116-225-162-322--401
35 160.643 199 401-383-150-217-369-120-376-8-28-359--401
36 245.466 200 401-396-340-272-388-312-257-354-146-45-315--401
