total_number_routes=90
total_route_len=44882.698
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 210.921 198 1001-11-87-402-389-655-284-214--1001
2 456.871 193 1001-14-304-77-823-424-203-64-319-497-193--1001
3 358.536 193 1001-21-762-884-636-325-870-667-654--1001
4 647.068 198 1001-27-306-488-418-343-816-266-914-572-559-438-313--1001
5 358.183 200 1001-59-679-657-238-281-876-2-448-440-862-834--1001
6 345.161 199 1001-63-545-315-146-105-931-537-201-973--1001
7 703.608 197 1001-71-582-56-104-962-999-939-848-200-499-658-290-72--1001
8 601.779 196 1001-88-49-712-480-84-277-4--1001
9 291.146 200 1001-93-271-850-886-458-745-90--1001
10 583.547 200 1001-96-901-844-364-377-452-990-57-198-282-223-274-232--1001
11 532.042 199 1001-144-308-668-229-197-328-585-752--1001
12 512.037 200 1001-148-354-974-932-82-617-439-409-8-968--1001
13 318.736 197 1001-149-407-244-6-189-199-7-979--1001
14 529.976 199 1001-155-26-764-928-918-600-775-136--1001
15 722.442 199 1001-171-167-701-829-454-110-969-708-122-108-965-953-121--1001
16 108.319 200 1001-176-793-230-779-272-660-607-605-386-344--1001
17 631.291 200 1001-179-473-512-55-821-431-211-807-378-463-485--1001
18 468.932 199 1001-180-903-670-841-579-523-267-321-239-620-103--1001
19 136.474 200 1001-206-293-706-248-501-763-5-695-453--1001
20 525.222 194 1001-225-240-327-107-10-860-76-503-507--1001
21 306.455 198 1001-228-581-311-855-17-734-347--1001
22 346.906 198 1001-234-753-944-584-904-789-166-158--1001
23 421.574 200 1001-261-578-190-663-450-723-730-34--1001
24 353.009 200 1001-275-114-567-329-81-544-216-181-222-541--1001
25 286.392 198 1001-285-143-162-52-360-135-478-595--1001
26 591.064 198 1001-297-986-630-253-15-671-262-524-936-910-39-498--1001
27 709.868 199 1001-305-462-748-640-851-881-943-204-422-717-687-145--1001
28 312.169 195 1001-316-350-517-273-927-85-400-69--1001
29 505.108 198 1001-334-60-869-830-822-381-359-340-770-583--1001
30 482.472 195 1001-342-137-596-312-800-525-788-254--1001
31 709.390 193 1001-346-898-526-372-241-574-339-99-410-73-921--1001
32 548.544 198 1001-352-341-301-227-491-520-843-718-36--1001
33 465.093 199 1001-355-395-116-742-408-18-900-627-887-684-919-879-688-566--1001
34 626.919 198 1001-363-891-958-471-215-401-692-486-299-447-226--1001
35 460.299 199 1001-370-37-534-362-878-436-217-475-324-442-154-78--1001
36 682.462 200 1001-373-310-457-174-942-506-394-935-79--1001
37 444.331 196 1001-375-777-548-188-707-516-483-492-693-794-934-631--1001
38 586.606 200 1001-383-147-366-782-705-102-586-335-980-119-348-551--1001
39 625.824 198 1001-388-356-632-411-294-92-151-555-109--1001
40 634.308 197 1001-437-920-996-419-839-815-825-280-138-622-182-697--1001
41 194.962 194 1001-451-547-976-967-484-698-173-744-911--1001
42 708.896 199 1001-456-242-183-337-873-231-336-682-380-646--1001
43 624.300 200 1001-466-628-25-847-740-917-465-276-61-913-357-434--1001
44 482.465 199 1001-474-676-732-751-22-553-287-819-721-142-470-129--1001
45 338.477 193 1001-477-51-612-767-933-866-787-769-502--1001
46 479.444 200 1001-518-685-98-95-897-29-70-332-662--1001
47 615.069 199 1001-521-736-594-117-446-576-571-780-938--1001
48 517.851 200 1001-528-568-169-797-849-564-429-42-982-403--1001
49 463.483 197 1001-533-326-720-118-981-699-810-852-652-435-259--1001
50 561.144 200 1001-538-817-945-286-47-988-857-511-907-842-433-221--1001
51 584.357 200 1001-599-784-716-950-361-345-665-331-977-865-444--1001
52 445.891 199 1001-629-298-768-233-874-522-592-493-91--1001
53 324.005 192 1001-644-603-691-66-472-210-416-494--1001
54 409.604 196 1001-647-161-818-737-803-367-845-251-258-626--1001
55 123.879 200 1001-659-101-838-126-349-464-374-868-65-610--1001
56 689.220 197 1001-664-268-550-358-593-318-489-606-624-62-704-747-619--1001
57 679.719 197 1001-702-892-828-774-58-194-482-649-184-912--1001
58 459.696 199 1001-709-264-235-490-674-205-33-529-159-192--1001
59 669.573 200 1001-715-441-750-209-558-413-940-186-385-836--1001
60 742.452 200 1001-724-798-948-468-213-773-443-3-949-392--1001
61 538.792 200 1001-727-68-672-150-963-637-219-776-249-191--1001
62 621.328 199 1001-729-278-856-809-165-616-41-546-196--1001
63 516.056 199 1001-733-885-44-653-479-31-125-543-700-423--1001
64 579.891 198 1001-741-256-353-915-639-719-681-289-404-164-680-265--1001
65 703.187 198 1001-755-133-577-598-651-840-432-1-802--1001
66 177.322 199 1001-760-864-124-314-959-961-500-808-754-872--1001
67 370.430 199 1001-771-792-393-826-24-863-758-202-398-224--1001
68 587.933 199 1001-778-35-896-552-813-675-985-399-561-749-412--1001
69 509.040 199 1001-791-587-601-152-696-513-569-369-163--1001
70 540.139 200 1001-814-20-861-455-23-445-638-131-112-673-804--1001
71 673.395 198 1001-824-16-365-195-504-998-263-288-320--1001
72 734.346 200 1001-835-833-739-905-279-397-9-812-946-417-140--1001
73 624.558 191 1001-853-487-549-906-330-710-656-761-208-106-13--1001
74 382.413 196 1001-871-991-252-476-508-50-772-425-799--1001
75 523.260 196 1001-875-888-591-245-170-756-351-890-390-247--1001
76 675.027 198 1001-880-634-975-966-625-924-783-32-185--1001
77 371.969 199 1001-883-74-588-514-426-405-951-519-379-669--1001
78 579.301 200 1001-902-811-421-993-575-243-728-100-97-19-535-382--1001
79 710.822 200 1001-922-642-461-376-554-589-858-899-111-120-295--1001
80 527.662 198 1001-923-40-618-160-469-937-615-645-75-307-496-139--1001
81 387.041 190 1001-929-391-796-540-565-633-54-765-406--1001
82 407.379 200 1001-930-134-635-613-414-45-805-449-30-505--1001
83 553.177 200 1001-947-827-530-743-916-563-621-212-415-333-187--1001
84 383.327 199 1001-954-602-806-38-300-725-731-323-89-889-854-678-677-711--1001
85 630.667 198 1001-955-786-694-80-510-614-832-127-177--1001
86 400.349 194 1001-971-713-428-515-690-573-560-123-303-260-683-650--1001
87 324.702 199 1001-983-542-989-556-481-909-894-960-532-430-597-338--1001
88 445.128 200 1001-984-746-539-867-220-837-666-292--1001
89 573.808 199 1001-987-609-703-309-689-12-157-925-255-283--1001
90 574.674 198 1001-1000-175-941-908-952-846-172-236-643-570--1001
