total_number_routes=36
total_route_len=7092.605
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 258.112 200 401-5-160-337-330-143-215-46-147-153-89-166--401
2 240.085 200 401-17-326-214-355-117-247-162-320-168-283-289-158-104--401
3 238.261 200 401-23-371-38-333-67-65-62-39-32-374-194--401
4 182.583 200 401-29-299-47-90-321-196-393-140-198-12--401
5 230.584 200 401-51-181-389-1-116-127-245-242-259--401
6 203.666 200 401-63-213-121-233-173-161-50-383-261--401
7 217.843 200 401-73-265-380-85-328-177-95-30--401
8 183.879 200 401-92-310-373-167-148-378-164-367-391--401
9 174.277 200 401-94-54-180-179-268-79-146-308-165--401
10 208.363 200 401-102-69-222-159-304-71-113-211-59-253--401
11 196.729 200 401-105-155-395-361-272-306-377-124-2-347--401
12 218.837 200 401-114-348-235-388-281-129-263-176-137-384-44--401
13 162.371 200 401-186-154-381-202-342-309-118-21-346--401
14 248.092 200 401-189-174-390-271-244-57-48-345-98-250-234--401
15 98.463 200 401-217-88-209-185-10-286-336-3-175--401
16 211.334 200 401-267-141-252-370-274-138-170-4-190-275-240--401
17 211.178 200 401-287-31-362-108-248-171-243-239-192-128-27--401
18 229.995 200 401-290-182-236-61-218-11-369-110-35-223--401
19 213.220 200 401-291-52-16-314-136-317-22-399-132--401
20 233.763 200 401-292-226-109-172-26-350-282-352-40-183-123-75-228--401
21 242.800 200 401-298-87-264-111-307-396-251-316-276-142--401
22 163.119 200 401-301-139-280-392-351-58-356-134-344-372--401
23 214.043 200 401-303-144-24-93-229-204-295-103-220-122--401
24 224.108 200 401-322-221-284-19-55-120-294-315-80-191--401
25 223.544 200 401-324-156-133-210-382-338-256-205-193-270--401
26 93.672 200 401-331-398-66-277-325-368-37-20-97--401
27 176.891 200 401-332-339-84-81-246-379-319-8-34-224--401
28 219.944 200 401-334-216-358-195-285-18-238-260-43--401
29 202.108 200 401-335-385-199-82-296-359-254-293-60-53-313--401
30 82.115 190 401-343-269-64-208-100-145-318-106-297-329--401
31 238.786 200 401-357-77-74-394-68-14-288-6-178-327-386-312--401
32 216.556 200 401-360-112-135-302-201-25-96--401
33 80.212 200 401-366-150-83-354-206-99-300-13-15-76-311--401
34 143.598 200 401-375-149-101-212-169-305-219-237-157-28-255-33--401
35 191.611 200 401-387-278-78-231-188-125-225-323-400--401
36 217.863 200 401-397-72-203-365-273-341-207-187-200-119-42--401
