total_number_routes=90
total_route_len=46471.475
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 643.130 196 1001-17-657-920-860-76-622-208-106--1001
2 647.321 198 1001-38-672-875-486-600-299-775-136-650--1001
3 393.085 199 1001-63-931-105-146-315-201-973-826-24-863-597-430--1001
4 342.574 197 1001-66-352-544-341-81-329-567-691-603-181--1001
5 636.743 199 1001-71-630-253-15-582-671-986-262-524-936-910-72--1001
6 513.619 198 1001-93-850-148-37-534-330-475-324-761-442-154-257--1001
7 652.283 196 1001-96-856-41-616-336-380-546-726--1001
8 644.062 196 1001-114-216-301-227-133-577-598-482-649-184--1001
9 587.003 198 1001-117-446-552-576-813-675-896-594-749-205-33--1001
10 419.813 199 1001-143-360-519-951-379-412-159-529--1001
11 647.114 200 1001-144-147-664-268-32-358-550-783-924-461-119-348-619--1001
12 356.449 193 1001-162-135-52-602-806-68-954-678-854-677--1001
13 732.980 199 1001-171-239-455-320-571-985-399-561-780-611--1001
14 164.119 199 1001-176-101-349-976-967-484-698-173-911--1001
15 308.421 191 1001-206-124-314-346-388-166-34-158--1001
16 410.714 200 1001-215-401-692-515-428-713-971-560-573-690-303-123-260--1001
17 385.552 195 1001-228-581-225-853-487-507-734-745--1001
18 664.641 196 1001-231-456-242-167-829-701-337-873-112--1001
19 186.944 200 1001-234-944-753-754-808-500-959-961-872--1001
20 597.630 197 1001-235-901-452-990-57-846-952-198-282-223-274-172-232--1001
21 605.803 195 1001-240-327-107-549-10-656-378-463-485-218--1001
22 461.061 199 1001-244-538-817-14-304-203-930-823-424-319-919-497--1001
23 385.250 200 1001-252-407-6-508-50-772-425-43-396--1001
24 581.940 200 1001-264-474-1000-732-751-175-941-908-646-982-371-403--1001
25 769.069 200 1001-271-297-56-104-213-949-3-290-658-392--1001
26 469.755 196 1001-300-768-233-958-471-874-522-493-592-91-956--1001
27 647.799 197 1001-305-694-80-510-614-127-177-879-688-566--1001
28 344.480 200 1001-311-855-679-238-281-876-2-448-440-862--1001
29 577.570 198 1001-342-312-800-137-596-525-788-306-254-832--1001
30 362.625 196 1001-355-395-116-18-900-627-887-684-286-408-742-945-64-562--1001
31 371.843 197 1001-363-629-725-298-731-891-323-89-889-207--1001
32 455.076 200 1001-370-354-974-932-878-362-436-82-617-217-265-237-202--1001
33 422.307 200 1001-375-155-26-764-707-516-483-492-693-495--1001
34 594.813 200 1001-383-308-746-197-229-61-913-357-434-697--1001
35 368.763 199 1001-386-695-5-763-540-565-633-54--1001
36 611.106 200 1001-451-437-642-705-102-586-335-980-359-340-770-283--1001
37 581.715 197 1001-453-261-501-715-441-750-209-558-186-385--1001
38 761.510 194 1001-462-748-488-914-717-687-99-506-394-92-151--1001
39 461.201 199 1001-476-7-189-199-789-759-423-270--1001
40 280.298 200 1001-477-727-275-285-350-74-588-514-883-192--1001
41 318.524 198 1001-481-909-960-755-472-210-416-494--1001
42 482.309 199 1001-518-685-545-179-95-29-70-332--1001
43 710.743 199 1001-523-16-365-195-504-998-708-122-953-938-978-804--1001
44 446.289 192 1001-528-568-169-810-852-699-981-118-652-435--1001
45 348.748 200 1001-533-326-870-325-636-884-21-762-796-391--1001
46 168.053 200 1001-542-792-771-983-393-87-402-389--1001
47 540.153 195 1001-578-797-849-564-429-470-129-42-654-94--1001
48 725.915 200 1001-579-824-183-110-454-969-108-965-263-288-121--1001
49 625.916 196 1001-584-904-27-356-28-145-241-574-935-294--1001
50 614.378 194 1001-607-760-190-543-125-411-415-333-413-940--1001
51 687.853 198 1001-640-851-881-943-204-422-343-816-266-418-572-559-438--1001
52 558.460 198 1001-644-548-777-188-918-928-520-843-718-36--1001
53 436.952 200 1001-660-605-293-706-248-864-450-663-700-723--1001
54 622.719 199 1001-668-987-609-157-12-833-946-417-140-128-608--1001
55 508.609 200 1001-720-676-22-553-287-819-721-142-781-236-643-570--1001
56 710.070 199 1001-724-798-702-948-468-651-840-1-802--1001
57 504.115 199 1001-741-88-49-439-409-8-968--1001
58 546.654 185 1001-778-150-776-963-637-219-35-249-191-877--1001
59 219.273 200 1001-779-230-659-59-149-11-992-655-67--1001
60 593.347 200 1001-784-716-950-361-345-665-331-977-865-444-226--1001
61 390.332 198 1001-787-866-933-767-51-709-612-490-667--1001
62 475.302 198 1001-791-60-869-587-830-822-381-601-258-626-347--1001
63 614.528 200 1001-793-547-334-152-139-634-880-120-130-509--1001
64 456.965 200 1001-814-180-903-670-736-521-674-400-502-769-69--1001
65 373.552 198 1001-818-77-134-635-613-737-805-251-641--1001
66 536.479 197 1001-827-530-743-916-563-621-310-212-373-187--1001
67 614.377 200 1001-835-703-739-309-689-782-366-255-292--1001
68 483.518 200 1001-837-539-867-220-419-839-466-666-503--1001
69 512.901 200 1001-841-267-321-20-861-23-445-638-131-620-103--1001
70 643.796 200 1001-844-377-364-809-682-165-278-729-196--1001
71 479.819 200 1001-845-367-449-40-618-469-75-645-160-696-30--1001
72 235.408 200 1001-871-991-838-464-647-868-374-65-610-886--1001
73 525.142 196 1001-888-591-245-170-756-599-351-890-390-247--1001
74 510.210 198 1001-892-774-828-821-431-211-473-512-55-897-98--1001
75 750.375 197 1001-898-457-174-942-410-339-79-921--1001
76 544.962 197 1001-902-811-993-575-243-728-100-421-907-882--1001
77 638.322 200 1001-906-710-256-353-404-84-480-712-807-39-498--1001
78 598.519 199 1001-915-639-719-681-289-164-680-277-4--1001
79 377.873 197 1001-922-126-161-803-45-414-923-505-86--1001
80 681.953 195 1001-925-593-905-318-489-606-624-62-704-747-972--1001
81 292.793 199 1001-927-273-316-517-426-405-85-669--1001
82 192.433 199 1001-929-272-859-344-686-291-384-214--1001
83 542.270 198 1001-937-615-307-496-19-97-382-535-569-513--1001
84 571.113 199 1001-947-885-733-44-653-31-479-632-372-526-895--1001
85 719.855 196 1001-955-786-47-988-857-511-995-970-842-623-221--1001
86 708.799 200 1001-962-999-773-443-499-200-848-939-58-194-432--1001
87 734.888 199 1001-966-975-625-554-589-376-858-899-111-295--1001
88 618.675 200 1001-984-628-25-847-917-740-585-752-328-815-280-138-182--1001
89 474.678 199 1001-989-556-894-532-537-491-794-934-631-722--1001
90 754.378 199 1001-996-825-465-276-812-9-279-397-551--1001
