total_number_routes=55
total_route_len=16369.298
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 365.204 198 601-2-311-123-520-389-459-571-180-315--601
2 272.996 198 601-5-36-436-21-562-561-320-405-48-216--601
3 350.046 196 601-14-166-422-113-317-511-155-61-500--601
4 499.428 200 601-25-582-65-210-467-262-233-406-369-513--601
5 217.086 197 601-37-385-456-485-596-569-296-232-177-3--601
6 273.063 200 601-46-132-266-407-247-417-57-539-573--601
7 382.764 200 601-47-560-9-437-80-101-486-345-460--601
8 441.597 200 601-49-226-95-466-70-195-285-169-595--601
9 351.337 200 601-52-154-167-106-489-581-272-359-126-15-190--601
10 116.740 194 601-63-6-474-423-543-379-564-427-162-600--601
11 351.356 197 601-81-253-160-524-575-72-360-7--601
12 264.135 197 601-102-16-473-307-91-594-461-548-217-193--601
13 218.939 199 601-112-309-490-75-340-454-331-234-100-186-10--601
14 350.096 197 601-118-432-282-219-313-150-584-462-300-157-259--601
15 52.870 200 601-127-44-438-363-211-526-178-26-434--601
16 383.319 200 601-134-79-343-452-283-18-175-251-528--601
17 251.058 200 601-140-24-301-404-493-281-109-206-201--601
18 271.573 200 601-173-479-552-189-413-463-271-318-397-248--601
19 375.022 199 601-192-484-350-516-306-450-411-387-431-159-278--601
20 266.059 199 601-199-103-570-527-291-220-588-239-336--601
21 106.673 197 601-214-346-453-96-599-344-174-390-395-386--601
22 144.077 199 601-231-553-522-276-476-518-383-143--601
23 303.304 193 601-245-152-529-292-525-183-108-124-107-85-558--601
24 350.861 199 601-252-376-374-410-257-554-537-20-366--601
25 349.197 196 601-267-364-373-41-172-546-321-329-316-64--601
26 286.970 198 601-293-202-443-244-237-165-501-32-99--601
27 325.779 197 601-299-76-536-97-145-465-534-82-572-424--601
28 292.871 198 601-323-393-153-414-396-504-556-141-576-182--601
29 260.490 195 601-325-521-128-194-56-238-567-121-482-19-268--601
30 236.380 197 601-332-23-441-161-120-403-181-589-137-53-191-514--601
31 403.798 199 601-333-263-39-74-540-470-130-218-592-532-279--601
32 305.062 195 601-348-471-577-71-515-254-334-54-139-475-129--601
33 211.453 200 601-354-326-555-22-428-67-496-442-319-98--601
34 448.376 200 601-362-357-131-68-227-503-402-338-151-116-388--601
35 360.323 200 601-365-258-86-447-361-156-204-574-148--601
36 414.890 188 601-367-269-288-212-280-590-200-335-578--601
37 436.904 200 601-372-545-144-541-51-494-355-378-377-40-203--601
38 238.743 199 601-382-66-358-104-419-58-243-310-94-287--601
39 91.312 200 601-391-297-149-222-347-224-235-550--601
40 318.668 193 601-409-530-83-394-29-314-250-249-351--601
41 483.330 200 601-425-274-565-12-236-105-499-312-506-261--601
42 318.721 199 601-426-147-42-445-483-328-122-380-92-69-229--601
43 220.400 185 601-440-289-469-8-59-449-415-495--601
44 257.897 197 601-451-256-508-598-448-168-433-196-171--601
45 423.960 196 601-455-110-27-13-401-593-327-356-435-342-523--601
46 321.023 197 601-480-505-213-538-458-88-399-215-398-197-164-77-559-117--601
47 140.342 200 601-487-418-33-221-580-90-163-420-492-294-290--601
48 242.783 200 601-488-55-295-349-591-11-464-533-135--601
49 331.265 198 601-491-430-187-50-125-384-142--601
50 365.476 200 601-502-114-498-38-371-337-264-444-158-392--601
51 275.103 200 601-510-302-497-89-298-330-184-597-339-146-4--601
52 426.430 199 601-535-416-341-260-176-30-265-308-111-209-517--601
53 136.388 199 601-547-566-28-375-62-284-512-352-275--601
54 245.883 200 601-568-133-188-138-246-563-421-119-304-115-78--601
55 239.480 196 601-586-240-60-400-170-242-84-583-17-542-31--601
