total_number_routes=18
total_route_len=2643.553
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 122.250 200 201-12-164-66-147-160-47-70-91--201
2 174.200 200 201-20-148-103-197-124-141-69-200--201
3 178.925 200 201-21-23-182-75-163-194-145-195-52--201
4 110.450 200 201-30-120-19-192-196-97-14-198-59-96-130-74--201
5 92.761 190 201-45-27-154-41-85-80-31-25-172-77--201
6 179.761 200 201-57-60-82-180-84-191-125-4-72-121-17--201
7 65.797 150 201-62-131-44-102-146-68--201
8 111.436 200 201-73-129-11-6-139-24-61-100-64-179--201
9 119.751 190 201-78-155-175-13-43-2-90-126-71-9-1-99--201
10 206.228 200 201-93-58-177-3-88-8-186-127-98-157--201
11 145.409 200 201-101-144-119-166-35-55-184-199-37-81-137--201
12 138.269 200 201-113-118-83-143-176-36-33-165-188-108--201
13 180.125 200 201-114-159-38-150-22-151-16-140-187-142-111-63--201
14 203.817 200 201-116-32-171-65-86-115-94-51-174-136--201
15 151.077 200 201-133-170-134-50-156-112-168-79-29-87-42--201
16 194.046 200 201-135-161-104-18-54-185-132-7-181-117--201
17 125.110 200 201-178-173-48-26-152-40-153-169-89-105-15--201
18 144.142 200 201-190-5-10-193-46-128-106-167-34-95-158--201
