total_number_routes=90
total_route_len=39672.035
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 540.872 200 1001-6-268-980-210-574-118-897-202-552--1001
2 272.663 200 1001-23-543-902-298-119-610-40-524--1001
3 586.661 200 1001-28-775-973-188-527-245-793-636-147-747--1001
4 550.788 200 1001-35-825-932-868-154-370-827-832-270-171--1001
5 443.337 200 1001-38-633-262-63-212-324-421-369-261-838-697--1001
6 345.759 200 1001-66-545-778-129-8-491-821-150-383-695--1001
7 525.048 200 1001-76-631-467-333-639-229-730-110-42-145--1001
8 708.115 200 1001-79-664-49-489-490-16-669-731-375-701-436--1001
9 526.511 200 1001-84-468-296-759-377-546-995-449-602--1001
10 609.615 200 1001-95-834-557-381-271-215-630-80-236-264-750-642--1001
11 450.341 200 1001-106-158-81-385-412-816-124-537--1001
12 604.583 200 1001-108-525-379-724-135-607-177-769-195-292-696--1001
13 545.952 200 1001-115-962-486-743-440-512-397-939-123-555-558--1001
14 608.088 200 1001-160-331-972-401-237-570-400-752-269-275--1001
15 402.677 200 1001-162-435-250-629-523-117-768-657-863-330-248--1001
16 366.477 200 1001-167-293-542-928-73-15-952-619-446-396-733-741--1001
17 517.602 200 1001-175-373-692-133-913-539-891-892-144-867-194--1001
18 586.164 200 1001-176-882-350-216-240-349-178-170-219-492--1001
19 168.655 200 1001-183-36-311-893-130-725-612-904-971-628-376--1001
20 621.571 200 1001-184-139-955-14-645-754-700-889--1001
21 559.203 200 1001-190-842-50-675-822-459-830-872-903-127--1001
22 503.222 200 1001-217-267-837-132-925-526-223-568-549-685--1001
23 333.425 200 1001-231-1-70-496-166-515-307-599-687--1001
24 580.606 200 1001-232-182-470-93-601-762-693-203-716-706-875-88--1001
25 340.882 200 1001-238-597-287-772-506-626-471-260-78-13--1001
26 458.277 200 1001-272-760-386-792-901-909-259-803-165-128-691-668-874--1001
27 291.154 200 1001-282-781-679-604-742-880-703-493-441--1001
28 440.556 200 1001-285-474-688-315-967-518-189-680-27--1001
29 595.831 200 1001-301-777-564-320-360-763-372-416-284--1001
30 305.289 190 1001-306-294-766-343-930-756-241-230-169--1001
31 470.077 200 1001-308-461-316-678-47-389-569-559-627-698-462--1001
32 508.804 200 1001-309-890-651-721-253-11-847-916-595-908--1001
33 262.706 200 1001-335-577-249-945-20-689-138-905-225-329-533-530-699--1001
34 410.714 200 1001-336-508-254-152-112-157-29-757-101-392-453-860-283--1001
35 539.397 200 1001-341-571-948-91-96-378-865-75-713-185-431--1001
36 425.284 200 1001-356-472-393-89-18-97-919-105-9-4--1001
37 650.294 200 1001-363-797-45-68-575-295-180-302-187-19-104--1001
38 341.870 200 1001-374-513-159-418-953-560-131-57-291-148-562--1001
39 454.147 200 1001-380-44-17-505-142-516-958-317-258-823--1001
40 685.462 200 1001-384-853-432-727-288-835-858-361-839-608-994--1001
41 575.046 200 1001-406-820-502-222-927-509-465-196-674-871--1001
42 498.130 200 1001-415-322-172-805-895-795-114-876-74-481-313--1001
43 533.543 200 1001-454-846-634-201-624-445-517-975-434-765-653-497--1001
