total_number_routes=72
total_route_len=31420.093
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 303.324 200 801-32-616-393-449-51-166-72-183-781-620-574--801
2 225.736 200 801-36-443-288-614-720-746-227-590-14-529-26-96-568--801
3 403.056 200 801-55-351-159-409-438-243-225-571-487-680-405--801
4 543.538 200 801-67-622-594-749-587-136-593-688-195-612-200--801
5 473.413 200 801-71-472-268-763-677-618-181-1-41-79-427-679--801
6 313.175 200 801-73-766-349-331-485-644-396-773--801
7 424.480 200 801-76-506-460-559-539-533-383-592-757-192--801
8 395.000 200 801-89-103-454-345-607-554-377-40-486--801
9 432.603 200 801-99-132-479-703-256-691-493-526-253-185--801
10 589.687 200 801-151-762-168-595-800-621-19-664--801
11 528.988 199 801-165-661-212-518-382-329-415-753-299-629--801
12 389.369 200 801-175-133-142-105-548-563-727-569-157--801
13 266.404 199 801-191-437-690-3-52-784-543-631-683-598-10-463-663--801
14 508.688 199 801-197-544-445-705-718-128-545-265-792--801
15 292.304 200 801-209-439-332-30-223-310-211-733-78-567-687--801
16 164.650 200 801-229-130-692-145-162-436-335-392--801
17 362.086 199 801-236-366-796-798-102-188-43--801
18 426.058 200 801-237-505-312-57-15-724-730-768-502-126-64-22--801
19 550.340 200 801-244-375-433-100-20-647-173-28-49-202--801
20 343.606 200 801-247-315-751-702-214-135-776-586-785-234--801
21 625.901 200 801-254-484-174-47-307-294-658-696-799-25--801
22 455.278 200 801-264-287-660-491-524-224-322-643-476-250-678-734--801
23 636.494 200 801-270-694-700-228-182-347-684-289-164-408-467-131-741--801
24 449.366 200 801-309-793-62-95-344-519-613-434-603--801
25 501.028 200 801-319-301-45-190-350-425-650-686-233-371-53-605--801
26 469.872 200 801-343-35-577-311-478-330-221-370-98--801
27 346.393 200 801-346-573-496-708-428-492-591-110-483--801
28 318.274 200 801-356-704-521-114-358-75-419-69-628-756-273--801
29 362.583 200 801-360-736-314-320-669-632-752-177-198-369--801
30 464.603 200 801-368-450-149-29-503-147-297-797-153-682-384--801
31 568.328 200 801-385-675-184-707-722-109-139-665-517-786--801
32 582.500 200 801-394-303-179-252-606-551-617-261-596-56-698-44--801
33 522.887 200 801-398-12-353-242-735-115-246-80-85-488--801
34 739.743 199 801-399-649-560-61-123-77-280-285-18-137-378-531--801
35 442.691 200 801-400-497-86-716-557-689-340-788-204-794-245--801
36 454.334 200 801-411-222-656-219-770-376-462-298--801
37 380.134 199 801-412-471-327-407-240-342-498-738-769-636--801
38 520.782 200 801-421-231-589-403-308-789-206-65-623-176--801
39 487.665 199 801-426-608-46-651-59-447-101-362-695-232-414-172--801
40 350.621 200 801-446-420-93-373-790-37-194-583-305--801
41 427.660 199 801-466-13-453-561-760-588-6-711-639-167-780--801
42 586.465 200 801-470-743-4-765-215-263-451-357-566-597-116--801
43 482.716 200 801-480-534-432-163-395-2-475-550-659-469-74--801
44 428.715 200 801-481-540-58-558-681-494-740-186-92-429--801
45 461.513 200 801-507-160-530-499-251-317-283-729-148-381-336--801
46 282.212 200 801-509-337-60-440-271-459-249--801
47 509.719 200 801-520-508-23-87-88-318-642-66--801
48 289.938 200 801-523-637-410-516-635-779-662-570-731--801
49 499.311 200 801-528-316-258-104-220-715-490-580-119-117-155-296-8--801
50 265.009 199 801-532-522-129-42-272-701-386-546--801
51 398.496 200 801-542-27-666-767-326-328-348-611-266--801
52 389.044 199 801-547-218-604-208-504-458-435-634-38-783-726--801
53 511.621 200 801-562-275-473-260-16-723-34-657-5--801
54 416.574 200 801-565-646-511-324-207-21-581-295--801
55 626.175 200 801-584-334-282-747-633-127-648-277-313-372-510--801
56 489.418 199 801-640-355-17-397-374-267-302-113-112-630-417--801
57 449.846 200 801-641-31-626-538-404-124-97-262-555-304--801
58 318.773 200 801-645-671-513-441-94-553-572-54-323-482-653--801
59 454.357 200 801-668-525-121-238-140-248-578-290-748-380--801
60 462.573 199 801-685-585-300-389-719-279-552-579--801
61 565.861 200 801-697-744-387-739-134-402-293-333-292-761--801
62 274.438 200 801-710-655-120-354-401-610-742-7-352-106-512-430-709--801
63 342.967 200 801-713-9-600-575-306-152-68-564-143--801
64 268.898 200 801-725-122-674-141-341-431-235-452-390-216--801
65 456.438 200 801-728-717-70-754-170-291-257-189-144-750-24--801
66 364.571 200 801-737-391-652-161-424-791-325-201-39-670--801
67 567.111 200 801-755-281-138-107-693-654-259-667-178-536--801
68 564.269 200 801-758-187-50-527-338-448-361-699-217-418-795--801
69 231.267 200 801-764-495-379-582-156-203-416-274-474--801
70 447.206 200 801-772-759-515-599-537-90-413-775--801
71 573.028 200 801-777-465-672-601-196-455-514-171--801
72 397.927 199 801-778-549-774-732-576-363-125-712-406-619--801
