total_number_routes=28
total_route_len=15743.882
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 510.741 700 1001-12-172-545-712-8-720-999-555-936-453-188-814-265-204-771-562-578-837-773-869-240-788-663-380-266-920-761-917-140-247-688-926-287-803-283-752--1001
2 669.572 690 1001-77-1000-546-455-499-164-201-909-70-678-124-876-918-685-465-451-894-701-416-910-952-515-864-715-297-621-770-477-370-759-490-302-249-579--1001
3 509.667 700 1001-89-702-509-394-130-230-722-359-854-303-385-269-106-501-566-159-362-889-475-54-436-79-800-541-697-993-792-430-325-739-639-798-733-271-976-942--1001
4 368.615 700 1001-97-189-859-587-14-373-191-923-196-881-862-308-949-220-401-535-397-891-540-648-781-973-668-194-872-804-829-473-613-671-865-959-884--1001
5 665.514 680 1001-155-495-49-34-134-471-468-772-908-818-824-171-485-30-791-583-396-986-725-65-832-144-192-410-954-179-439-372-766-48-66-796-81-139-423--1001
6 574.786 670 1001-241-561-257-459-937-647-255-76-429-811-234-57-915-340-51-162-868-198-358-412-229-786-62-517-152-734-644-698-317-248-977-458-112-925-256-997--1001
7 510.600 690 1001-290-346-551-855-944-41-37-656-180-116-214-806-839-961-552-3-705-243-55-595-860-440-161-544-828-618-812-378-565-50-642-25-476-694-60-101--1001
8 464.183 700 1001-333-911-567-713-142-141-314-526-783-28-964-769-974-836-126-23-794-428-47-519-292-900-542-890-513-867-310-80-99-115-335-731-577-157-958-807--1001
9 535.771 690 1001-382-108-903-875-277-504-943-337-777-850-666-563-424-627-994-289-122-306-316-228-27-176-893-74-683-636-231-135-691-334-629-21-315-183-252-383--1001
10 493.758 700 1001-405-955-554-421-431-586-94-983-987-104-393-166-442-599-557-930-696-742-548-795-880-866-90-425-612-344-740-102-538-532-466-817-842-150-474-604--1001
11 574.441 700 1001-408-88-922-932-143-531-224-861-63-846-896-738-898-44-427-254-749-295-365-435-211-534-323-351-395-704-779-617-454-899-36-533-527-633--1001
12 716.615 690 1001-460-419-364-43-991-820-117-500-479-178-874-242-735-463-133-840-549-434-361-175-301-558-456-489-120-887-366-264-353-208-672-730-810-238--1001
13 358.270 620 1001-503-420-291-539-684-610-970-376-635-601-524-971-623-103-886-481-525-736-848-270-40-593-708-168-528-329-968-461-472-215-324--1001
14 726.632 690 1001-511-170-628-797-596-296-940-225-608-181-753-217-664-762-288-703-972-232-83-125-799-226-263-707-822-801-659-398-758-462-609-719-82--1001
15 641.730 670 1001-550-449-422-963-313-281-914-605-484-658-29-677-992-275-985-721-493-273-768-480-787-158-151-407-121-17-620-643-933-553-18-897-638-59-631--1001
16 464.700 700 1001-560-844-389-745-654-64-729-213-662-267-136-543-756-723-717-570-487-813-321-69-980-581-173-616-75-646-402-349-276-163-934-819-793-946-384-645-56--1001
17 559.789 700 1001-580-689-26-86-339-132-262-148-512-669-879-537-357-523-679-93-311-16-260-413-825-507-195-805-400-105-536-682-347-916-649-221-185-246-169-939--1001
18 567.967 700 1001-589-835-446-110-298-670-322-852-520-569-320-995-375-469-870-4-411-514-556-498-497-714-624-123-966-286-982-85-594-931-492-46-611-667-293--1001
19 611.443 680 1001-590-379-197-776-640-38-258-95-572-951-250-206-278-253-857-809-209-856-904-388-114-919-751-300-816-261-341-948-755-441-239-585-332-202-728--1001
20 700.449 700 1001-650-457-935-107-518-576-598-727-863-165-294-223-607-510-693-205-331-655-496-52-700-11-244-259-706-381-912-443-849-404-319-409-68--1001
21 404.422 680 1001-651-342-73-350-352-67-827-78-96-746-652-491-187-960-390-184-494-907-403-374-20-521-764-775-348-146-584-312-61-182-15-600-149-676-602-674--1001
22 602.022 650 1001-665-582-399-100-784-657-377-747-129-199-763-895-251-307-167-750-24-71-426-741-754-467-695-502-360-87-33-802-418-464-947-841-508-470-906--1001
23 469.822 690 1001-732-210-203-406-575-437-415-219-438-58-843-838-343-488-924-547-91-268-327-274-984-284-216-965-831-641-1-808-506-414-452-447--1001
24 694.386 650 1001-757-957-345-530-450-988-592-883-233-953-516-726-853-147-989-789-72-815-369-32-785-681-774-990-392-131-885-5-661-355-190-871-699-13--1001
25 382.873 610 1001-767-921-356-823-967-417-901-573-634-482-330-174-724-603-591-743-486-686-336-2-153-615-84-128-328-529-902-975-675-19-690-445-280-119--1001
26 616.909 700 1001-826-279-929-338-858-625-9-981-305-218-448-630-687-227-744-927-42-782-614-851-969-653-998-200-847-326-692-834-354-979-845-31-118-680-878--1001
27 668.438 700 1001-833-138-363-821-622-606-7-212-109-483-156-978-304-92-790-193-632-996-938-186-6-154-619-710-39-568-950-22-737-928-113-522-626-564-272--1001
28 679.769 700 1001-913-237-432-718-905-391-137-877-760-10-892-145-235-956-207-160-45-941-444-127-371-888-574-711-780-765-299-433-386-222-177-673-111-236--1001
