total_number_routes=90
total_route_len=40356.181
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 477.013 190 1001-6-268-980-210-574-118-897-202--1001
2 292.388 200 1001-23-543-679-604-742-781-880-703-493--1001
3 576.046 190 1001-28-775-973-188-527-245-793-636-147--1001
4 605.992 200 1001-35-825-932-54-195-177-769-135-724-379-525-791--1001
5 230.365 200 1001-36-218-371-424-90-395-519-728-65-186-745--1001
6 430.968 200 1001-38-262-212-63-618-632-366-192-12--1001
7 345.759 200 1001-66-545-778-129-8-491-821-150-383-695--1001
8 529.918 200 1001-76-631-467-333-639-229-730-88-659-110--1001
9 708.115 200 1001-79-664-49-489-490-16-669-731-375-701-436--1001
10 609.615 200 1001-95-834-557-381-271-215-630-80-236-264-750-642--1001
11 455.559 200 1001-106-158-81-385-537-124-816-412--1001
12 579.454 200 1001-108-182-470-93-203-716-706-875-693-762-601-232--1001
13 547.112 200 1001-115-962-486-743-440-512-397-939-123-552--1001
14 354.122 200 1001-116-813-840-463-586-906-541-886-174-522-811-905--1001
15 579.732 200 1001-164-323-242-419-622-942-885-609-877-843--1001
16 367.011 200 1001-167-293-542-928-952-619-446-396-733-15-73-741--1001
17 552.946 200 1001-175-111-551-94-913-539-891-892-133-692-373--1001
18 561.378 200 1001-190-842-50-675-822-459-830-872-903-127--1001
19 418.056 200 1001-191-308-316-678-461-47-773-389-603-513--1001
20 553.877 200 1001-194-84-867-779-595-847-753-582-300-965-989--1001
21 565.895 200 1001-208-425-332-972-331-422-974-944-401-579--1001
22 363.575 200 1001-231-1-70-496-166-515-307-325-673--1001
23 340.119 200 1001-238-597-287-772-506-626-471-260-855--1001
24 559.604 200 1001-244-896-200-634-624-201-445-517-454-846-92-426--1001
25 429.407 200 1001-285-356-472-393-967-474-688-315-518-411--1001
26 514.955 200 1001-299-449-602-546-759-377-296-995-468--1001
27 598.265 200 1001-301-777-564-320-360-763-991-641-805--1001
28 306.864 200 1001-306-294-504-766-343-930-756-241-230-169--1001
29 500.527 200 1001-309-890-721-253-651-11-916-987--1001
30 338.402 200 1001-327-32-520-243-686-644-25-1000--1001
31 527.534 200 1001-328-879-501-683-799-594-503-399-98-82-156--1001
32 410.714 200 1001-336-508-254-152-112-157-29-757-101-392-453-860-283--1001
33 552.790 200 1001-351-682-475-48-935-484-653-975-434-765-497--1001
34 656.974 190 1001-363-797-45-68-575-295-180-302-187-19--1001
35 676.191 200 1001-364-492-882-400-752-269-350-570-219-789--1001
36 424.205 200 1001-380-44-4-17-9-89-18-105-97-919-666-689--1001
37 685.462 200 1001-384-853-432-727-288-835-858-361-839-608-994--1001
38 463.825 200 1001-386-792-901-909-259-319-145-803-165-128-691-668-874--1001
39 326.002 200 1001-388-760-272-321-353-983-499-405-548-900--1001
40 502.693 200 1001-390-977-481-74-795-114-338-895-416-284-234--1001
41 287.556 200 1001-394-524-40-282-298-119-610-699-59-140--1001
42 575.046 200 1001-406-820-502-222-927-509-465-196-674-871--1001
43 458.449 200 1001-415-322-627-172-559-698-462-705-122--1001
44 413.452 200 1001-435-250-629-829-523-117-768-657-863-330-248--1001
45 457.073 200 1001-473-109-352-600-870-786-274-869--1001
46 662.374 200 1001-482-625-990-584-60-809-993-864-790-280-43--1001
