total_number_routes=23
total_route_len=11726.450
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 402.489 580 801-75-106-618-190-365-689-341-580-262-799-551-95-71-334-140-255-103-257-345-555-225-492-336-587-470-65-13-781-162-450-486-27--801
2 413.323 680 801-104-720-179-127-637-181-531-203-556-153-429-735-491-663-202-484-673-496-358-410-10-527-399-518-317-633-716-767-465-654-645-52-274-416-45-777--801
3 573.781 690 801-108-42-459-133-629-9-443-782-158-439-212-497-285-110-561-759-461-662-627-361-737-513-169-732-79-306-409-688-455-679-149-719-152--801
4 456.874 620 801-116-800-460-746-563-504-505-519-514-708-703-586-647-448-747-191-201-444-522-665-364-59-431-500-424-49-154-569-48-414-221-376-591-548-738--801
5 548.212 650 801-139-786-604-163-753-339-215-691-740-774-270-669-314-129-126-616-280-258-362-17-279-503-188-613-784-557-511-196-33-63-114-554-521-677-354--801
6 618.748 640 801-195-21-360-382-463-131-602-573-600-183-160-260-693-124-311-333-178-344-328-528-743-204-787-369-510-176-418-278-764-421-713-350-353-458--801
7 526.298 700 801-228-335-426-388-267-395-263-685-134-391-265-146-379-273-119-428-644-567-603-625-547-590-537-86-19-81-28-327-597-291-473-293--801
8 656.848 700 801-235-337-711-512-61-488-523-7-628-773-90-695-715-700-471-605-545-593-121-475-386-216-64-620-288-309-763-585-550-406-150-536-736-389--801
9 570.145 650 801-241-217-581-546-296-38-271-534-481-297-99-233-624-653-187-771-694-742-303-227-755-419-449-123-349-25-157-322-640-137-338-117-165-757-724--801
10 331.493 550 801-321-543-420-576-515-92-186-649-135-246-526-251-330-36-145-224-686-568-619-107-749-68-438-570-256-525-595-307-674-655-249-517--801
11 452.292 630 801-408-474-214-442-744-83-5-456-540-367-760-208-194-111-588-394-785-709-234-323-402-779-264-26-324-355-356-596-219-541-754-231-128-189--801
12 622.921 680 801-427-223-485-646-14-93-180-565-532-41-739-62-698-54-148-598-210-171-8-243-320-651-446-302-11-639-494-614-46-493-275-772-308-254--801
13 465.999 690 801-436-664-301-284-769-776-74-583-692-177-480-199-58-643-248-170-207-697-381-770-499-562-80-132-374-464-276-542-696-173-457-78-658-77--801
14 517.679 670 801-451-84-242-398-400-282-575-76-250-115-454-56-668-582-168-244-269-200-793-211-101-434-761-57-599-490-377-69-423-122-318-553-94-289-717--801
15 461.773 660 801-607-147-2-102-726-577-508-32-236-712-797-372-138-343-524-113-571-723-403-789-310-240-261-300-704-252-332-346-413-31-729-687-12-795-43--801
16 445.962 700 801-622-592-411-566-702-60-112-185-378-55-630-237-142-266-6-728-359-4-752-390-558-222-193-766-780-745-220-579-156-671-295-283-299-482--801
17 503.362 670 801-631-37-478-792-507-384-701-245-498-430-298-294-539-415-756-675-319-683-623-292-680-34-468-67-340-672-564-305-502-144-634-385-253-3-316--801
18 365.851 630 801-652-16-404-407-326-24-396-615-51-87-445-247-617-164-476-466-109-347-29-387-533-351-690-734-778-535-656-66-549-23-281--801
19 628.120 660 801-705-100-229-197-425-192-89-435-641-667-342-401-184-125-209-18-479-758-329-544-40-30-659-72-721-707-495-727-417-650-632-120-141--801
20 567.517 700 801-714-594-315-312-798-453-638-584-73-730-290-635-750-161-731-15-538-626-621-172-483-783-790-357-272-130-348-151-39-325-159-22-1-392--801
21 462.979 670 801-788-373-608-433-748-412-167-733-143-175-155-96-371-437-91-552-50-53-118-88-610-509-560-611-383-432-206-218-530-682-226-718-710-462--801
22 611.590 690 801-794-98-368-467-259-472-268-722-239-516-136-768-765-304-440-405-97-35-725-44-286-606-648-791-574-706-213-529-642-681-506-232-174--801
23 522.197 700 801-796-657-670-589-47-636-198-601-238-520-331-762-609-489-775-370-182-612-380-452-366-166-397-559-85-469-230-105-684-70-205-287-678--801
