total_number_routes=19
total_route_len=18182.088
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 801.695 903 1001-6-993-220-454-542-4-929-917-852-462-937-519-404-694-227-744-730-69-726-101-511-513-420-745-812-961-259-928-403-151-584-893-28-715-82-353-577-270-472-604-252-658-371-229-881-652-19-50--1001
2 781.285 855 1001-59-283-385-368-306-581-899-42-140-991-778-293-257-869-108-804-345-866-748-602-931-343-387-563-996-811-610-855-417-698-649-186-278-401-566-337-476-39-593-887-411--1001
3 846.691 992 1001-116-839-624-704-508-254-809-623-798-268-773-884-871-347-356-248-262-97-35-751-74-441-223-537-340-11-75-396-92-65-948-717-488-620-148-500-344-26-15-894-637-430-878-900-409-429-185-690-675--1001
4 867.556 865 1001-349-187-20-329-471-37-867-588-654-466-120-734-406-767-709-266-498-668-740-160-317-556-399-626-980-318-629-49-292-57-56-835-689-7-979-910-312-71-492-495-130-978-741-426-284-667-316-557-184--1001
5 787.112 968 1001-350-951-381-336-415-805-499-781-237-922-521-339-541-366-971-300-985-310-491-683-546-83-224-523-723-477-455-860-962-253-763-486-422-645-449-432-828-127-216-3-692-165-190--1001
6 1144.463 999 1001-487-313-251-977-250-747-260-5-564-808-968-897-358-195-543-439-819-128-164-817-722-554-341-211-821-573-334-285-755-691-123-863-592-352-159-791-96-958-121-434-86-555-700-66-199-221-90-976-453-183-354-392-265-484-957-494-372-170--1001
7 976.767 975 1001-490-77-795-934-536-239-225-938-433-857-963-915-182-845-765-407-236-696-240-527-967-868-51-558-932-118-697-545-966-859-394-362-30-62-674-142-232-955-304-302-277-174-398-640-754-222-43-816-279-421--1001
8 979.031 920 1001-503-137-113-526-670-376-193-608-525-141-446-648-325-70-672-309-609-518-258-901-601-505-104-305-169-461-17-970-663-591-851-158-41-437-743-535-947-943-606-273-348-830-467-136-233-361-949-157-589-870-679--1001
9 1306.782 997 1001-539-849-269-872-481-301-391-172-24-615-532-936-578-271-38-954-135-882-974-282-431-572-758-13-115-657-110-218-322-843-569-382-198-435-858-544-501-150-168-895-930-288-785-177-801-865-53-787-149-176-575-780-330-144-290-607-132--1001
10 870.511 996 1001-553-775-400-986-80-275-711-84-842-524-656-114-824-138-267-473-756-173-784-570-117-504-981-480-960-326-497-470-701-746-146-619-831-565-383-331-328-507-617-166-905-243-786-712-987-913-32-738-402-100-27--1001
11 1051.463 920 1001-605-718-423-299-427-475-67-2-324-297-531-412-820-847-800-357-783-776-538-661-63-630-274-636-676-659-708-496-853-742-877-443-424-908-342-78-79-428-102-153-719-552-559-749-998-733-219-410-242-287-58-9-716-520--1001
12 985.512 947 1001-802-89-76-983-469-482-395-705-736-933-327-1000-790-212-699-587-125-21-280-879-815-635-687-799-788-194-924-458-599-731-771-445-192-827-732-202-833-377-196-627-530-393-678-124-134-464-596-241-702-131-384-294-912--1001
13 882.108 878 1001-807-548-72-583-323-210-281-703-315-126-832-997-333-813-228-249-246-616-562-510-231-618-762-633-291-914-549-171-264-907-875-638-175-959-60-757-522-890-214-585-1-474-155-533-660-386-303-338-364-139--1001
14 984.679 995 1001-818-994-204-22-826-295-644-180-133-147-595-925-238-789-939-906-891-460-777-796-634-485-918-52-16-737-774-10-628-883-48-418-45-579-909-995-613-706-841-814-666-143-360-375-12-721-44-647-463-953-611-911-8-414-107-782-944--1001
15 965.512 979 1001-850-145-29-797-367-369-311-622-990-64-91-838-856-651-673-478-215-724-188-923-298-256-574-952-40-590-612-55-903-502-650-753-631-540-447-378-571-844-515-695-965-598-370-528-597-632-365-685-942-779-230-442--1001
16 1009.202 998 1001-898-803-582-289-31-512-94-68-534-792-14-769-457-81-98-217-319-416-425-450-119-245-373-25-206-862-794-308-720-693-975-105-642-885-379-586-684-761-408-363-825-643-829-834-669-178-234-886-444-770-969-639-152-568-926-793-167--1001
17 936.919 988 1001-921-73-594-772-725-664-727-479-205-682-61-760-33-840-680-864-99-836-380-988-483-904-156-388-621-122-972-263-109-945-162-940-837-688-614-956-509-600-459-314-451-550-261-189-529-374-846-873-927-677-112-332-436-320-207--1001
18 1113.131 1000 1001-946-806-973-235-103-244-506-861-405-456-561-208-209-161-465-514-272-916-920-735-728-93-646-729-440-892-88-876-686-321-448-516-111-823-822-106-768-47-129-941-655-665-889-810-764-438-54-255-919-992-625-397-662--1001
19 891.670 943 1001-984-752-848-307-181-567-34-707-201-989-351-335-999-197-276-560-226-641-551-359-18-200-23-85-935-247-713-419-982-759-902-213-46-714-163-517-468-766-854-355-874-296-413-489-346-964-389-681-750-286-653-203-154--1001
