total_number_routes=36
total_route_len=7984.529
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 174.327 200 401-2-196-165-90-360-108-344-77-348-370-277--401
2 225.705 190 401-13-368-274-395-54-88-223-176-248-365-83-81--401
3 239.572 200 401-36-95-189-67-50-149-31-205-128-386--401
4 104.954 198 401-75-211-161-238-349-318-140-169-361-393-35--401
5 231.717 200 401-87-389-82-152-286-305-289-116-225-321--401
6 236.134 191 401-89-10-4-239-110-195-345-111-109-271-364-1--401
7 118.574 198 401-93-143-296-256-23-76-32-214-363-201-193--401
8 272.559 200 401-97-266-226-163-20-105-310-166-133--401
9 208.444 200 401-104-41-333-69-392-62-251-148-130-358-84--401
10 229.388 199 401-144-92-396-340-272-388-257-312-343--401
11 229.247 198 401-147-139-263-71-79-51-292-27-303-198--401
12 330.939 200 401-155-390-197-74-326-293-215-48-336-175-102-66--401
13 242.882 200 401-156-113-122-29-220-183-100-241--401
14 184.905 200 401-164-107-47-242-3-141-49-276-219-172-72--401
15 146.030 198 401-184-316-243-179-173-352-285-18--401
16 217.342 195 401-185-137-339-302-341-394-382-174-294-268-86--401
17 163.898 200 401-186-383-150-245-136-217-369-178-120-376--401
18 229.795 198 401-194-328-9-299-335-371-200-397-6-7-153--401
19 222.234 200 401-207-168-118-65-52-170-123-138-26-224-53-159--401
20 234.962 200 401-213-317-380-330-385-5-347--401
21 305.506 190 401-222-46-55-236-247-244-216-227-353-43--401
22 246.163 200 401-232-78-40-372-253-275-209-325-167-59--401
23 197.096 200 401-269-44-287-255-25-73-134-377-145-323-203--401
24 225.356 197 401-270-106-252-258-366-101-237-158-290-103--401
25 219.773 200 401-278-298-265-342-230-42-19-68-96-94-135--401
26 274.031 194 401-288-295-16-309-291-279-114-235-80--401
27 208.041 199 401-307-91-324-151-373-56-374-34--401
28 198.221 194 401-308-337-228-379-160-61-146-99--401
29 282.889 200 401-313-261-191-314-124-231-300-119-384-154--401
30 301.354 199 401-329-212-70-254-311-240-37-221-38--401
31 208.928 200 401-334-115-367-129-11-267-15-327-33-301--401
32 203.666 200 401-346-199-264-24-30-260-320-281-362--401
33 233.150 196 401-378-218-171-21-249-112-192-351-132-387-187-63--401
34 296.669 199 401-381-162-280-57-246-356-157-350-234-338-64-229--401
35 176.882 194 401-391-375-177-181-297-210-355-400-117-332--401
36 163.197 200 401-398-250-142-306-304-259-282-125-22--401
