total_number_routes=56
total_route_len=13563.296
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 269.380 200 601-2-205-112-519-315-42-298-365-451--601
2 355.846 200 601-7-278-427-477-599-483-182-403-108-128-374--601
3 101.856 180 601-10-166-202-189-425-17-137-177-235--601
4 132.987 200 601-18-86-490-593-223-313-597-332-331-30--601
5 276.548 200 601-20-540-542-596-471-201-122-382-255-24-472--601
6 162.423 200 601-28-501-420-571-138-180-516-175-222-476-194--601
7 232.732 200 601-47-417-60-209-54-302-556-211-547--601
8 282.067 200 601-51-150-16-453-115-199-411-514-443-171-121--601
9 47.877 170 601-59-221-120-244-197-464-340-251--601
10 206.716 200 601-76-208-418-239-575-92-214-291-100-502-389-594--601
11 192.225 200 601-88-300-346-285-58-293-215-66-64--601
12 138.476 190 601-90-360-492-384-517-354-23-178--601
13 235.170 200 601-107-586-431-183-324-563-89-473-156-484-350-508--601
14 229.127 200 601-111-557-31-537-383-149-160-110-317-265-63--601
15 304.560 200 601-119-405-192-217-248-79-328-97-311-279-148--601
16 85.479 160 601-131-61-71-582-77-238--601
17 290.024 200 601-134-274-326-498-513-449-144-469-353--601
18 78.457 190 601-154-475-358-50-36-474-163-146--601
19 197.785 200 601-155-580-45-463-412-342-415-40--601
20 392.328 200 601-157-306-327-456-462-438-325-432-81-12--601
21 151.422 200 601-158-75-282-127-33-566-560-510-258-167-56-529--601
22 327.103 200 601-184-254-361-402-470-558-515-200-123-335--601
23 314.842 200 601-204-29-589-292-174-25-41-578-433-216-486-467--601
24 354.091 200 601-210-497-139-275-494-249-82-105-240-488--601
25 145.768 200 601-233-376-500-421-109-564-381-312--601
26 346.296 200 601-262-426-219-1-84-395-439-454-129-46--601
27 310.286 200 601-276-429-143-559-301-245-364-504-195-422--601
28 110.817 190 601-284-118-329-452-568-393-181-308-338--601
29 305.967 200 601-287-288-489-136-539-135-485-428-32-528-225--601
30 362.735 200 601-297-259-101-378-91-505-437--601
31 247.002 200 601-322-267-551-206-319-424-548-499-106-286--601
32 90.420 150 601-334-399-303-55-38-34--601
33 276.375 200 601-336-230-237-509-388-299-406-447-187--601
34 305.245 200 601-352-57-147-73-478-151-555-266-124-141-356--601
35 371.204 200 601-386-6-385-22-94-95-401-161-145-369-585--601
36 192.488 200 601-391-572-19-592-193-260-333-113-62--601
37 268.850 200 601-414-370-87-72-481-272-466-394-126-80-102-423--601
38 250.115 200 601-461-349-103-3-168-133-495-450-114-442-496-4--601
39 279.161 200 601-465-52-357-554-343-541-198-263-290-552-277--601
40 260.740 200 601-468-93-165-373-527-117-590-521--601
41 296.851 200 601-487-212-170-65-15-74-574-307-132-83--601
42 306.984 200 601-493-408-363-253-172-550-377-271--601
43 328.484 200 601-503-159-561-48-323-207-545-459-379--601
44 255.368 200 601-507-524-203-480-522-273-283-347-591--601
45 169.099 200 601-518-595-104-98-241-227-185-445-416-228--601
46 247.282 200 601-531-409-533-359-176-213-130-190-44-407-8--601
47 237.340 200 601-532-268-434-67-257-460-372-491-584-396-295--601
48 294.423 200 601-536-444-371-573-243-553-544-339-305-366-368--601
49 335.703 200 601-538-116-152-512-162-375-543--601
50 185.017 200 601-546-261-380-337-96-362-37-318-242-398-234--601
51 274.551 200 601-569-246-232-441-534-164-125-304-387-410--601
52 282.463 200 601-570-140-310-565-526-78-231-281-314-482-535-397--601
53 184.181 200 601-577-344-142-457-226-14-27-581--601
54 250.813 200 601-587-440-413-5-53-448-39-530-567-270--601
55 311.407 200 601-588-400-351-269-220-341-49-169-26--601
56 120.338 190 601-600-367-250-252-579-320-289--601
