total_number_routes=54
total_route_len=17229.908
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 265.921 200 601-4-22-245-110-129-40-597-459-281-72--601
2 303.503 200 601-6-123-564-270-409-137-492-85-284-125--601
3 210.507 197 601-13-479-434-247-414-25-518-482-560-538-185--601
4 373.281 198 601-19-1-547-220-70-236-30-304-206-415-57--601
5 409.059 199 601-24-386-424-503-534-34-381-301-87-561--601
6 275.597 197 601-38-200-64-199-382-179-202-9-444-443-366--601
7 392.577 200 601-39-384-537-249-135-317-390-191-111-308-98-400--601
8 274.210 197 601-68-429-121-190-168-299-48-511--601
9 163.896 198 601-71-221-461-2-103-248-522-413--601
10 248.142 200 601-101-42-244-450-578-427-572-378-159-505-161--601
11 222.282 196 601-104-500-316-331-102-313-422-151-36--601
12 398.374 200 601-120-28-524-51-314-33-468-559-268-79--601
13 343.742 200 601-150-539-65-532-307-483-275--601
14 369.845 199 601-162-278-531-406-115-596-232-506-20--601
15 375.199 199 601-177-376-285-197-573-69-380-472-442--601
16 490.322 200 601-184-325-487-342-393-108-509-341-545-397-107-507--601
17 372.487 200 601-187-555-45-588-165-536-554-337-528--601
18 411.393 200 601-198-192-327-491-394-589-512-319-124-571-438-575-127--601
19 166.077 199 601-207-225-229-423-139-75-235--601
20 223.466 199 601-222-175-404-148-375-439-240-3-31-421-109--601
21 385.149 200 601-226-84-18-156-437-350-426-333-306-144-412--601
22 139.924 194 601-233-117-118-526-26-303-78-122-257--601
23 149.848 195 601-261-234-60-269-153-172-417-112-388--601
24 204.046 200 601-263-47-145-360-389-223-449-510-89-309-138--601
25 414.114 200 601-264-152-241-552-403-209-164-440-298-496-329-44-335--601
26 418.598 199 601-282-368-460-131-242-497-328-425--601
27 302.695 199 601-302-126-540-326-253-255-441-481-250-219-154--601
28 254.422 195 601-315-147-95-339-379-466-96-218-478-116-176--601
29 451.498 199 601-320-346-183-321-290-544-146-254-420-542-279-8-489--601
30 256.497 199 601-322-475-387-355-160-7-178-353--601
31 386.099 200 601-347-171-416-419-246-373-533-83-58-173-90--601
32 218.717 199 601-354-430-593-499-37-365-88-256-113-50-230--601
33 365.547 199 601-367-392-471-454-519-517-53-557-399-330--601
34 294.143 200 601-377-445-81-287-525-21-296-188-193-523--601
35 468.261 200 601-395-35-295-447-23-548-141-49-55--601
36 178.460 200 601-398-276-527-204-311-243-594-486-338--601
37 205.179 200 601-411-310-274-182-370-467-140--601
38 393.219 200 601-451-132-599-99-340-213-513-332-433-273-352-260--601
39 408.551 200 601-455-52-410-566-600-41-12-286-453-27-214-251-493-169--601
40 318.856 196 601-457-446-484-567-291-374-105-170--601
41 387.994 200 601-480-136-565-14-59-458-61-587-521-203--601
42 404.965 200 601-504-418-224-67-149-180-211-391--601
43 353.886 200 601-508-402-231-228-258-344-142-334-32-11--601
44 305.845 200 601-514-529-323-195-133-143-205-94-77-580-29-590--601
45 264.915 200 601-515-345-428-92-577-498-63-66--601
46 282.882 199 601-550-435-238-520-305-541-488-262-456-283-157-293-371--601
47 234.662 200 601-551-477-363-196-361-568-74--601
48 319.789 200 601-563-469-86-252-582-464-569-91-574--601
49 416.639 198 601-579-570-216-289-407-358-119-351-465-297-357--601
50 290.130 198 601-581-10-470-155-349-15-17-473-267--601
51 307.607 195 601-584-494-54-210-385-62-549-93-208-280-495-343-265--601
52 305.357 197 601-586-318-490-462-215-201-448-501-294-405-43--601
53 470.678 199 601-592-312-189-5-576-585-530-134-217-476-591--601
54 380.855 199 601-598-558-383-227-300-595-485-535-431-452-259--601
