total_number_routes=100
total_route_len=53762.923
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 550.504 200 1001-14-645-458-642-564-576-360-766-153-505-658-987-87--1001
2 712.965 195 1001-21-536-910-304-557-803-219-954-215-861-716--1001
3 96.146 49 1001-26-844--1001
4 528.580 194 1001-28-799-374-389-526-615-451-272-450--1001
5 695.943 191 1001-46-953-268-326-974-598-735-8-83-288--1001
6 462.372 192 1001-53-38-126-482-303-10-513-761--1001
7 574.787 190 1001-66-365-199-234-395-663-484-353-238-926-840--1001
8 603.124 200 1001-68-680-473-846-194-507-240-1-147-472-993--1001
9 635.539 193 1001-73-816-593-742-518-596-777-759-205-551--1001
10 309.224 128 1001-74-116-70-611-827--1001
11 613.133 196 1001-77-905-897-757-548-102-413-522-900-925-851--1001
12 638.261 186 1001-80-50-439-327-57-878-688-670-539--1001
13 715.619 197 1001-86-345-409-248-113-71-307-556-715-393--1001
14 483.899 195 1001-89-590-924-991-812-67-560-782--1001
15 24.083 27 1001--1001
16 517.166 194 1001-117-944-841-608-220-681-859-380-22-15-371--1001
17 421.192 197 1001-122-148-937-495-9-585-426-259-547--1001
18 820.456 169 1001-128-949-216-969-207-822-342-531-266-233--1001
19 705.878 192 1001-136-677-977-574-982-961-32-769-16-3--1001
20 542.326 191 1001-138-160-156-335-312-956-363-404-830-430--1001
21 655.584 197 1001-139-477-818-605-17-535-359-975-561--1001
22 556.770 189 1001-140-337-58-583-258-588-179-867-197-143--1001
23 448.783 197 1001-141-372-497-524-745-510-826-119-887-883--1001
24 736.083 188 1001-152-929-825-130-405-420-287-806-874-789--1001
25 760.398 186 1001-155-402-222-364-552-801-529-665-356-603--1001
26 766.325 199 1001-201-417-154-187-892-149-668-494-344-646-13--1001
27 633.512 195 1001-209-454-870-869-562-648-168-195--1001
28 83.277 61 1001-213--1001
29 413.998 194 1001-223-622-127-862-998-355-833-771-957-612--1001
30 568.091 200 1001-235-373-206-460-99-641-150-690-282-42-888-918--1001
31 610.422 196 1001-247-339-273-368-184-332-546-653-968-580-465--1001
32 581.676 196 1001-260-675-691-98-227-784-245-295-277--1001
33 741.066 199 1001-276-835-920-124-280-749-951-480-750-118--1001
34 533.488 191 1001-306-763-533-11-907-466-346-192-445--1001
35 599.891 194 1001-308-453-208-476-251-880-390-479-909-340-834--1001
36 484.417 199 1001-313-435-400-103-724-33-427-623-81--1001
37 570.074 191 1001-377-731-296-446-896-666-157-492-242-609--1001
38 291.881 193 1001-394-212-758-386-788-290-625-729--1001
39 920.261 195 1001-410-786-534-999-701-30-252-441-354-938-385--1001
40 495.915 193 1001-433-120-225-781-246-857-636-976-980--1001
41 669.124 199 1001-448-573-791-577-483-795-162-398-865--1001
42 691.489 179 1001-462-249-203-779-432-545-352-470-837-436--1001
43 599.692 198 1001-463-54-988-538-100-397-159-286-941-108--1001
44 602.310 197 1001-486-891-973-170-351-241-711-592-131-633--1001
