total_number_routes=15
total_route_len=28312.584
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1659.511 997 801-194-788-592-180-67-144-536-497-643-633-304-597-558-289-656-326-335-246-492-789-309-116-705-538-754-86-563-666-298-241-355-516-472-781-645-3-392-257-154-311-132-203-460-29-238-85-286-323--801
2 2063.491 959 801-273-288-442-587-126-724-425-120-625-299-386-448-348-483-39-767-372-365-24-541-253-793-434-583-473-776-110-652-18-779-90-334-634-345-163-454-305-366-557-61-742-596-41-429-266-60-260-468-450-325-277-161--801
3 1963.620 991 801-279-44-403-222-575-552-591-698-721-40-280-639-640-424-108-711-622-670-494-457-704-606-734-630-586-753-654-686-674-510-635-449-761-59-800-62-34-567-158-409-220-89-183-696-687-484-175-357-376-791-56-589-217-580-5-31--801
4 1782.387 971 801-315-658-722-475-416-785-115-491-661-758-782-33-361-774-628-702-232-336-349-295-690-283-140-332-64-476-302-547-717-173-504-765-615-292-735-726-121-617-398-467-445-134-360-200-713-716-642-95-145-219-251--801
5 1483.648 813 801-381-216-76-405-581-720-650-117-112-37-148-49-150-271-769-542-193-167-147-342-593-438-308-680-787-401-312-750-395-517-620-70-368-555-247-240-129-626-244-131-611-553-371-74--801
6 1775.917 993 801-451-440-282-482-58-210-176-394-588-333-685-426-196-269-714-262-601-130-736-499-675-187-160-388-757-347-610-84-671-737-546-412-367-226-141-515-263-780-700-514-32-191-227-605-30-284-603-458-551-362-124-38-569-783--801
7 1932.529 987 801-452-526-16-771-604-225-533-527-474-391-668-679-727-752-92-688-748-356-777-486-22-109-576-506-402-637-519-770-306-739-529-728-669-197-243-676-258-294-318-701-146-503-259-66-165-346-261-790-435-545-513-691-212-14-303-461-683-300--801
8 1806.362 815 801-485-493-1-618-2-418-373-202-329-619-509-327-350-142-641-447-762-573-456-21-337-181-78-530-301-35-177-205-488-511-249-636-629-114-19-565-745-310-81-36-314-608-276-186-9-55-723-316--801
9 1994.735 861 801-520-684-512-236-585-297-414-463-369-522-52-6-26-439-97-651-715-710-773-490-389-477-437-489-72-375-374-224-694-747-417-268-507-25-184-544-208-204-135-324-252-166-229-230-638-221-400-46--801
10 2241.880 986 801-521-12-399-755-352-255-11-428-15-719-207-370-65-699-572-10-689-574-211-599-693-495-664-644-534-256-740-550-795-692-764-213-523-730-149-480-73-162-613-43-431-560-190-353-69-42-631-54-152-396-179-209-307-404-763--801
11 1762.045 974 801-559-344-94-218-508-105-505-459-100-729-153-577-465-340-319-707-556-189-502-444-320-338-786-151-697-123-125-99-98-766-421-13-647-20-82-155-423-351-590-481-562-321-570-446-413-198-607-756-496-128-239-627-432-7--801
12 1978.485 959 801-584-233-127-290-384-172-80-50-390-677-364-706-649-600-543-682-648-632-430-143-317-768-250-313-281-406-102-170-487-500-738-665-621-387-540-537-75-441-646-133-359-539-741-453-278-53-45-199-185-378-385-293--801
13 1911.563 945 801-614-139-712-192-393-68-566-275-455-525-88-87-695-772-794-470-188-23-111-168-254-267-106-51-354-408-104-708-28-169-798-732-478-778-797-751-245-624-743-379-156-796-122-96-242-343-138-91-564-178-725-234-223-464-296-775--801
14 1774.070 997 801-653-623-136-231-498-612-548-443-578-433-420-107-363-322-655-535-784-422-383-397-561-518-718-568-174-469-17-83-358-594-744-287-659-532-657-264-660-411-760-662-228-137-285-206-524-466-164-113-159-681-382-703-377-672-103--801
15 2182.341 982 801-749-248-291-407-616-419-733-27-182-582-673-235-341-678-602-119-415-4-63-380-792-48-663-118-528-79-101-93-471-746-595-554-195-270-799-265-330-214-549-410-479-274-462-8-77-339-598-709-427-157-171-731-531-215--801
