total_number_routes=17
total_route_len=8295.495
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 483.406 700 601-25-24-327-593-182-142-414-83-168-192-61-524-548-482-245-549-148-543-8-201-202-90-277-458-189-242-508-141-159-285-23-20-363-464-400--601
2 466.628 700 601-34-409-550-281-590-399-425-5-470-184-27-146-454-112-215-367-103-315-136-581-355-262-256-443-120-133-391-163-509-388-71-249-504-320-335-599--601
3 456.498 680 601-39-461-436-46-10-14-194-494-178-290-566-259-267-304-49-480-576-405-531-197-65-583-561-512-68-69-353-349-492-238--601
4 431.493 700 601-94-376-282-132-366-471-383-533-271-70-274-434-288-299-310-54-333-574-294-484-477-513-421-231-33-139-228-379-475-360-446-57-79-514-307-223--601
5 407.761 660 601-110-347-474-135-212-56-313-67-229-21-220-137-501-570-356-572-211-345-218-121-451-578-73-503-580-300-166-530-72-457-468-545-339-526--601
6 563.282 670 601-116-352-209-541-200-493-521-346-74-51-269-164-428-456-258-575-85-225-165-180-306-420-107-177-305-392-416-529-191-213-589-551-390-316-384--601
7 554.434 700 601-151-113-126-40-243-64-448-598-173-534-117-423-273-324-60-318-217-490-385-157-438-1-302-398-9-55-190-147-444-340-156-322-26-397-488--601
8 439.925 650 601-152-169-58-426-80-154-78-418-143-176-293-149-427-433-595-59-401-119-592-42-460-552-276-364-88-579-567-270-565-396-478--601
9 490.503 650 601-188-412-161-404-283-226-106-171-252-98-452-520-510-450-525-439-329-289-386-476-582-568-350-497-219-214-77-515-516-569-596-564-22-95-28--601
10 495.356 690 601-199-63-208-374-240-357-518-140-358-586-92-105-449-266-410-389-502-319-47-109-115-419-330-29-424-236-560-546-336-495-465-372-343-3-37--601
11 545.173 650 601-222-430-554-134-563-251-18-536-221-155-204-375-145-11-527-227-15-371-311-284-125-442-62-32-234-479-334-158-481-101-122-138-584-114-377--601
12 408.194 670 601-331-207-295-210-162-394-31-287-455-555-411-38-7-50-291-128-588-246-233-435-292-275-303-232-206-244-403-53-86-354-422-408-4-129-108-127--601
13 513.715 690 601-382-547-272-296-99-332-13-186-523-402-150-462-498-537-528-198-181-387-17-577-393-175-417-373-96-179-174-540-216-41-325-89-407-431-312--601
14 644.705 700 601-496-507-500-489-522-359-506-467-499-81-539-104-395-48-557-257-338-187-297-326-185-466-183-413-380-463-131-368-66-491-535-473-91-321--601
15 391.677 670 601-553-111-517-573-362-511-558-205-97-260-6-337-196-265-153-351-483-123-36-82-172-268-429-485-453-263-84-587-100-264-224--601
16 504.097 700 601-559-203-542-280-52-35-562-441-309-459-255-248-230-342-369-308-519-487-298-486-2-585-170-344-447-43-286-279-317-144-239-437-16-247-328--601
17 498.649 660 601-591-472-195-87-432-406-532-381-124-250-440-323-12-361-237-30-505-370-278-445-314-600-348-44-378-556-415-76-235-341-571-93-193-102-45--601
